mpn_id	syn1_id	is_rbh	pident	align_len	mpn_len	syn1_len	mpn_cov_pct	syn1_cov_pct	evalue	bitscore	mpn_primary_id	mpn_locus_tag	mpn_gene	mpn_product	mpn_seqid	mpn_start_1b	mpn_end_1b	mpn_strand	syn1_primary_id	syn1_locus_tag	syn1_gene	syn1_product	syn1_seqid	syn1_start_1b	syn1_end_1b	syn1_strand	source
MPN_RS01460|trpS|NC_000912.1	MMSYN1_0308|trpS|CP002027.1	True	42.604	338	346	336	97.6878612716763	100.5952380952381	1e-86	260.0	MPN_RS01460	MPN_RS01460	trpS	tryptophan--tRNA ligase	NC_000912.1	317047	318087	-	MMSYN1_0308	MMSYN1_0308	trpS	tryptophan--tRNA ligase	CP002027.1	391003	392013	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03105|rplL|NC_000912.1	MMSYN1_0806|rplL|CP002027.1	True	42.149	121	122	122	99.18032786885246	99.18032786885246	5.33e-21	77.0	MPN_RS03105	MPN_RS03105	rplL	50S ribosomal protein L7/L12	NC_000912.1	660305	660673	+	MMSYN1_0806	MMSYN1_0806	rplL	ribosomal protein L7/L12	CP002027.1	950661	951029	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00270|glpO|NC_000912.1	MMSYN1_0219|glpO|CP002027.1	True	42.091	373	384	387	97.13541666666667	96.38242894056847	2.55e-90	273.0	MPN_RS00270	MPN_RS00270	glpO	type 2 glycerol-3-phosphate oxidase	NC_000912.1	63494	64648	-	MMSYN1_0219	MMSYN1_0219	glpO	glycerol oxydase	CP002027.1	281738	282901	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00400|prs|NC_000912.1	MMSYN1_0831|prs|CP002027.1	True	42.09	335	328	344	102.13414634146342	97.38372093023256	2.09e-92	274.0	MPN_RS00400	MPN_RS00400	prs	ribose-phosphate diphosphokinase	NC_000912.1	86925	87911	-	MMSYN1_0831	MMSYN1_0831	prs	ribose-Phosphate pyrophosphokinase (rppk) (phosphoribosylpyrophosphate synthetase) (p-rib-pp synthetase) (prpp synthetase)	CP002027.1	977064	978098	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01510||NC_000912.1	MMSYN1_0438||CP002027.1	True	41.985	131	144	132	90.97222222222223	99.24242424242425	2.8e-37	119.0	MPN_RS01510	MPN_RS01510		HIT family protein	NC_000912.1	324455	324889	-	MMSYN1_0438	MMSYN1_0438		protein hit	CP002027.1	540428	540826	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03510|rplM|NC_000912.1	MMSYN1_0638|rplM|CP002027.1	True	41.781	146	146	151	100.0	96.6887417218543	1.04e-39	126.0	MPN_RS03510	MPN_RS03510	rplM	50S ribosomal protein L13	NC_000912.1	739828	740268	-	MMSYN1_0638	MMSYN1_0638	rplM	ribosomal protein L13	CP002027.1	782311	782766	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01840||NC_000912.1	MMSYN1_0109||CP002027.1	True	41.727	278	286	289	97.2027972027972	96.19377162629758	2.43e-73	222.0	MPN_RS01840	MPN_RS01840		deoxyribonuclease IV	NC_000912.1	386734	387594	+	MMSYN1_0109	MMSYN1_0109		apurinic endonuclease Apn1	CP002027.1	143180	144049	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01985|rlmB|NC_000912.1	MMSYN1_0838||CP002027.1	True	41.667	156	242	244	64.46280991735537	63.9344262295082	2.65e-37	126.0	MPN_RS01985	MPN_RS01985	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	NC_000912.1	423510	424238	-	MMSYN1_0838	MMSYN1_0838		RNA methyltransferase, TrmH family, group 3	CP002027.1	984745	985479	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02220|apt|NC_000912.1	MMSYN1_0413|apt|CP002027.1	True	41.667	144	177	170	81.35593220338983	84.70588235294117	3.32e-32	109.0	MPN_RS02220	MPN_RS02220	apt	adenine phosphoribosyltransferase	NC_000912.1	472983	473516	-	MMSYN1_0413	MMSYN1_0413	apt	adenine phosphoribosyltransferase	CP002027.1	515267	515779	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02395|mnmA|NC_000912.1	MMSYN1_0387|trmU|CP002027.1	True	41.509	371	370	375	100.27027027027027	98.93333333333334	1.69e-89	270.0	MPN_RS02395	MPN_RS02395	mnmA	tRNA 2-thiouridine(34) synthase MnmA	NC_000912.1	508751	509863	-	MMSYN1_0387	MMSYN1_0387	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	CP002027.1	473609	474736	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03765|galU|NC_000912.1	MMSYN1_0115||CP002027.1	True	41.463	287	291	290	98.62542955326461	98.96551724137932	2.24e-66	204.0	MPN_RS03765	MPN_RS03765	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	NC_000912.1	790153	791028	+	MMSYN1_0115	MMSYN1_0115		utp--glucose-1-phosphate uridylyltransferase (udp-glucosepyrophosphorylase) (udpgp) (alpha-d-glucosyl-1-phosphateuridylyltransferase) (uridine diphosphoglucose pyrophosphorylase)(general stress protein 33) (Gsp33)	CP002027.1	150311	151183	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02195|lpdA|NC_000912.1	MMSYN1_0228|lpdA|CP002027.1	True	41.447	456	457	629	99.78118161925602	72.49602543720191	6.67e-114	343.0	MPN_RS02195	MPN_RS02195	lpdA	dihydrolipoyl dehydrogenase	NC_000912.1	466473	467846	-	MMSYN1_0228	MMSYN1_0228	lpdA	dihydrolipoyl dehydrogenase	CP002027.1	294279	296168	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01425||NC_000912.1	MMSYN1_0010||CP002027.1	True	41.373	568	572	538	99.3006993006993	105.57620817843866	1.36e-130	388.0	MPN_RS01425	MPN_RS01425		ABC transporter ATP-binding protein	NC_000912.1	307996	309714	+	MMSYN1_0010	MMSYN1_0010		ribose/Galactose ABC transporter, ATP-binding component	CP002027.1	13525	15141	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02215||NC_000912.1	MMSYN1_0223||CP002027.1	True	41.314	472	479	454	98.53862212943632	103.9647577092511	2.7e-123	363.0	MPN_RS02215	MPN_RS02215		FAD-dependent oxidoreductase	NC_000912.1	471476	472915	-	MMSYN1_0223	MMSYN1_0223		NADH oxidase (noxase)	CP002027.1	288390	289754	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01065|rpoA|NC_000912.1	MMSYN1_0645|rpoA|CP002027.1	True	41.284	327	327	317	100.0	103.15457413249212	3.2700000000000005e-86	258.0	MPN_RS01065	MPN_RS01065	rpoA	DNA-directed RNA polymerase subunit alpha	NC_000912.1	231448	232431	+	MMSYN1_0645	MMSYN1_0645	rpoA	DNA-directed RNA polymerase, alpha subunit	CP002027.1	791530	792483	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01775|rsmH|NC_000912.1	MMSYN1_0524|mraW|CP002027.1	True	41.234	308	308	308	100.0	100.0	1.28e-60	191.0	MPN_RS01775	MPN_RS01775	rsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	NC_000912.1	373829	374755	+	MMSYN1_0524	MMSYN1_0524	mraW	S-adenosyl-methyltransferase MraW	CP002027.1	626485	627411	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00700|parC|NC_000912.1	MMSYN1_0453|parC|CP002027.1	True	41.193	721	789	898	91.38149556400506	80.28953229398664	0.0	537.0	MPN_RS00700	MPN_RS00700	parC	DNA topoisomerase IV subunit A	NC_000912.1	158374	160743	+	MMSYN1_0453	MMSYN1_0453	parC	DNA topoisomerase IV, A subunit	CP002027.1	558753	561449	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01995|ligA|NC_000912.1	MMSYN1_0690|ligA|CP002027.1	True	41.088	662	658	668	100.6079027355623	99.10179640718563	7.34e-166	486.0	MPN_RS01995	MPN_RS01995	ligA	NAD-dependent DNA ligase LigA	NC_000912.1	425535	427511	-	MMSYN1_0690	MMSYN1_0690	ligA	DNA ligase, NAD-dependent	CP002027.1	822328	824334	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00185|polC|NC_000912.1	MMSYN1_0303|polC|CP002027.1	True	41.079	1149	1443	1482	79.62577962577963	77.53036437246963	0.0	878.0	MPN_RS00185	MPN_RS00185	polC	DNA polymerase III subunit alpha	NC_000912.1	36800	41131	-	MMSYN1_0303	MMSYN1_0303	polC	DNA polymerase III, alpha subunit, Gram-positive type	CP002027.1	382592	387040	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01545||NC_000912.1	MMSYN1_0600||CP002027.1	True	40.87	575	569	610	101.05448154657293	94.26229508196721	8.450000000000001e-166	480.0	MPN_RS01545	MPN_RS01545		ribonuclease J	NC_000912.1	331360	333069	+	MMSYN1_0600	MMSYN1_0600		RNA-metabolising metallo-beta-lactamase family	CP002027.1	741755	743587	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00025|serS|NC_000912.1	MMSYN1_0061|serS|CP002027.1	True	40.855	421	420	422	100.23809523809524	99.76303317535545	1.75e-102	306.0	MPN_RS00025	MPN_RS00025	serS	serine--tRNA ligase	NC_000912.1	7312	8574	+	MMSYN1_0061	MMSYN1_0061	serS	serine--tRNA ligase	CP002027.1	86611	87879	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03795|hpt|NC_000912.1	MMSYN1_0216|hpt_1|CP002027.1	True	40.816	147	175	190	84.0	77.36842105263158	3.16e-40	130.0	MPN_RS03795	MPN_RS03795	hpt	hypoxanthine phosphoribosyltransferase	NC_000912.1	796612	797139	-	MMSYN1_0216	MMSYN1_0216	hpt_1	hypoxanthine phosphoribosyltransferase	CP002027.1	278758	279330	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01220||NC_000912.1	MMSYN1_0167||CP002027.1	True	40.678	295	423	566	69.73995271867612	52.120141342756185	2.21e-77	246.0	MPN_RS01220	MPN_RS01220		ABC transporter ATP-binding protein	NC_000912.1	268204	269475	+	MMSYN1_0167	MMSYN1_0167		oligopeptide ABC transporter, ATP-binding component	CP002027.1	215289	216989	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01665||NC_000912.1	MMSYN1_0220|pfkA|CP002027.1	True	40.566	318	328	326	96.95121951219512	97.54601226993866	1.19e-72	223.0	MPN_RS01665	MPN_RS01665		ATP-dependent 6-phosphofructokinase	NC_000912.1	355685	356671	+	MMSYN1_0220	MMSYN1_0220	pfkA	6-phosphofructokinase	CP002027.1	283236	284216	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS04050|smpB|NC_000912.1	MMSYN1_0776|smpB|CP002027.1	True	40.559	143	147	148	97.27891156462584	96.62162162162163	2.6900000000000003e-31	105.0	MPN_RS04050	MPN_RS04050	smpB	SsrA-binding protein	NC_000912.1	87898	88341	-	MMSYN1_0776	MMSYN1_0776	smpB	SsrA-binding protein	CP002027.1	913983	914429	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00130|metG|NC_000912.1	MMSYN1_0012|metG|CP002027.1	True	40.466	472	512	509	92.1875	92.73084479371316	6.390000000000001e-123	365.0	MPN_RS00130	MPN_RS00130	metG	methionine--tRNA ligase	NC_000912.1	28245	29783	+	MMSYN1_0012	MMSYN1_0012	metG	methionine--tRNA ligase	CP002027.1	16986	18515	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02735||NC_000912.1	MMSYN1_0029||CP002027.1	True	40.462	173	197	199	87.81725888324873	86.93467336683418	1.08e-41	135.0	MPN_RS02735	MPN_RS02735		FMN-dependent NADH-azoreductase	NC_000912.1	582782	583375	-	MMSYN1_0029	MMSYN1_0029		fmn-dependent NADH-azoreductase (fmn-dependent nadh-azocompound oxidoreductase) (azo-dye reductase)	CP002027.1	44998	45597	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01365|gmk|NC_000912.1	MMSYN1_0203|gmk|CP002027.1	True	40.437	183	239	297	76.56903765690376	61.61616161616162	3.13e-39	133.0	MPN_RS01365	MPN_RS01365	gmk	guanylate kinase	NC_000912.1	297610	298329	+	MMSYN1_0203	MMSYN1_0203	gmk	guanylate kinase (GMP kinase)	CP002027.1	265294	266187	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03175|thrS|NC_000912.1	MMSYN1_0222|thrS|CP002027.1	True	40.113	531	564	639	94.14893617021276	83.09859154929578	2.95e-135	403.0	MPN_RS03175	MPN_RS03175	thrS	threonine--tRNA ligase	NC_000912.1	673057	674751	-	MMSYN1_0222	MMSYN1_0222	thrS	threonine--tRNA ligase	CP002027.1	285988	287907	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01015|rplR|NC_000912.1	MMSYN1_0655|rplR|CP002027.1	True	40.0	115	116	116	99.13793103448276	99.13793103448276	7.85e-20	73.9	MPN_RS01015	MPN_RS01015	rplR	50S ribosomal protein L18	NC_000912.1	226051	226401	+	MMSYN1_0655	MMSYN1_0655	rplR	ribosomal protein L18	CP002027.1	797933	798283	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02745|yihA|NC_000912.1	MMSYN1_0247|ysxC|CP002027.1	True	39.869	153	193	196	79.27461139896373	78.06122448979592	1.3099999999999999e-30	106.0	MPN_RS02745	MPN_RS02745	yihA	ribosome biogenesis GTP-binding protein YihA/YsxC	NC_000912.1	585903	586484	-	MMSYN1_0247	MMSYN1_0247	ysxC	ribosome biogenesis GTP-binding protein YsxC	CP002027.1	323325	323915	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS03570|tpiA|NC_000912.1	MMSYN1_0727|tpiA|CP002027.1	True	39.669	242	244	248	99.18032786885246	97.58064516129032	8.98e-53	166.0	MPN_RS03570	MPN_RS03570	tpiA	triose-phosphate isomerase	NC_000912.1	755782	756516	-	MMSYN1_0727	MMSYN1_0727	tpiA	triose-phosphate isomerase	CP002027.1	858515	859261	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02380|alaS|NC_000912.1	MMSYN1_0163|alaS|CP002027.1	True	39.625	906	900	896	100.66666666666667	101.11607142857143	0.0	607.0	MPN_RS02380	MPN_RS02380	alaS	alanine--tRNA ligase	NC_000912.1	503721	506423	-	MMSYN1_0163	MMSYN1_0163	alaS	alanine--tRNA ligase	CP002027.1	209529	212219	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02025|rpmE|NC_000912.1	MMSYN1_0137|rpmE|CP002027.1	True	39.623	53	97	92	54.63917525773196	57.608695652173914	3.57e-11	50.1	MPN_RS02025	MPN_RS02025	rpmE	50S ribosomal protein L31	NC_000912.1	430334	430627	+	MMSYN1_0137	MMSYN1_0137	rpmE	ribosomal protein L31	CP002027.1	177566	177844	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00355||NC_000912.1	MMSYN1_0734|pdp|CP002027.1	True	39.604	404	421	437	95.96199524940617	92.44851258581235	3.01e-97	293.0	MPN_RS00355	MPN_RS00355		thymidine phosphorylase	NC_000912.1	80414	81679	+	MMSYN1_0734	MMSYN1_0734	pdp	pyrimidine-nucleoside phosphorylase	CP002027.1	865972	867285	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02425|pta|NC_000912.1	MMSYN1_0229|pta|CP002027.1	True	39.564	321	320	322	100.3125	99.68944099378882	9.26e-75	228.0	MPN_RS02425	MPN_RS02425	pta	phosphate acetyltransferase	NC_000912.1	515605	516567	-	MMSYN1_0229	MMSYN1_0229	pta	phosphate acetyltransferase	CP002027.1	296190	297158	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00240|aspS|NC_000912.1	MMSYN1_0287|aspS|CP002027.1	True	39.535	559	557	574	100.35906642728905	97.38675958188153	1.8e-142	419.0	MPN_RS00240	MPN_RS00240	aspS	aspartate--tRNA ligase	NC_000912.1	54293	55966	+	MMSYN1_0287	MMSYN1_0287	aspS	aspartate--tRNA ligase	CP002027.1	366707	368431	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01990|cysS|NC_000912.1	MMSYN1_0837|cysS|CP002027.1	True	39.503	443	437	441	101.37299771167048	100.45351473922902	2.5e-92	281.0	MPN_RS01990	MPN_RS01990	cysS	cysteine--tRNA ligase	NC_000912.1	424241	425554	-	MMSYN1_0837	MMSYN1_0837	cysS	cysteine--tRNA ligase	CP002027.1	983418	984743	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00030|tmk|NC_000912.1	MMSYN1_0045|tmk|CP002027.1	True	39.474	190	210	213	90.47619047619048	89.2018779342723	5.44e-40	131.0	MPN_RS00030	MPN_RS00030	tmk	dTMP kinase	NC_000912.1	8579	9211	+	MMSYN1_0045	MMSYN1_0045	tmk	dTMP kinase	CP002027.1	71621	72262	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01825|rplU|NC_000912.1	MMSYN1_0501|rplU|CP002027.1	True	39.362	94	100	100	94.0	94.0	2.1200000000000003e-21	76.6	MPN_RS01825	MPN_RS01825	rplU	50S ribosomal protein L21	NC_000912.1	385837	386139	+	MMSYN1_0501	MMSYN1_0501	rplU	ribosomal protein L21	CP002027.1	608785	609087	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02980|ileS|NC_000912.1	MMSYN1_0519|ileS|CP002027.1	True	39.307	837	861	915	97.21254355400697	91.47540983606558	0.0	579.0	MPN_RS02980	MPN_RS02980	ileS	isoleucine--tRNA ligase	NC_000912.1	640132	642717	-	MMSYN1_0519	MMSYN1_0519	ileS	isoleucine--tRNA ligase	CP002027.1	619174	621921	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02210|pdhA|NC_000912.1	MMSYN1_0225|pdhA|CP002027.1	True	39.067	343	358	370	95.81005586592178	92.70270270270271	1.7999999999999997e-74	230.0	MPN_RS02210	MPN_RS02210	pdhA	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	NC_000912.1	470379	471455	-	MMSYN1_0225	MMSYN1_0225	pdhA	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	CP002027.1	290805	291917	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02685||NC_000912.1	MMSYN1_0305||CP002027.1	True	39.053	338	354	358	95.48022598870057	94.41340782122904	1.04e-74	230.0	MPN_RS02685	MPN_RS02685		aminopeptidase P family protein	NC_000912.1	573026	574090	-	MMSYN1_0305	MMSYN1_0305		peptidase, M24 family	CP002027.1	388276	389352	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01325|gatB|NC_000912.1	MMSYN1_0687|gatB|CP002027.1	True	39.03	474	477	479	99.37106918238993	98.95615866388309	7.9e-107	321.0	MPN_RS01325	MPN_RS01325	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	NC_000912.1	290259	291692	+	MMSYN1_0687	MMSYN1_0687	gatB	glutamyl-tRNA(Gln) amidotransferase, B subunit	CP002027.1	819132	820571	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS02140|mutM|NC_000912.1	MMSYN1_0610|mutM|CP002027.1	True	38.909	275	277	274	99.27797833935018	100.36496350364963	2.94e-61	190.0	MPN_RS02140	MPN_RS02140	mutM	DNA-formamidopyrimidine glycosylase	NC_000912.1	457147	457980	+	MMSYN1_0610	MMSYN1_0610	mutM	DNA-formamidopyrimidine glycosylase	CP002027.1	752661	753485	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS00345|deoD|NC_000912.1	MMSYN1_0747||CP002027.1	True	38.865	229	238	217	96.21848739495799	105.52995391705069	9.34e-41	134.0	MPN_RS00345	MPN_RS00345	deoD	purine-nucleoside phosphorylase	NC_000912.1	79033	79749	+	MMSYN1_0747	MMSYN1_0747		purine nucleoside phosphorylase	CP002027.1	878368	879021	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
MPN_RS01175|rpsB|NC_000912.1	MMSYN1_0540|rpsB|CP002027.1	True	38.863	211	294	292	71.7687074829932	72.26027397260275	9.53e-43	144.0	MPN_RS01175	MPN_RS01175	rpsB	30S ribosomal protein S2	NC_000912.1	253758	254642	+	MMSYN1_0540	MMSYN1_0540	rpsB	ribosomal protein S2	CP002027.1	646915	647793	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T21:02:54+00:00
