locus_num,locus_tag_syn1,locus_tag_syn3a,gene_name,gene_product,TPM_mean_syn1,rank_syn1,TPM_mean_syn3a,rank_syn3a,TPM_fold_change,TPM_log10FC,strand_syn1,gene_len_syn1,sense_covering_ops,antisense_covering_ops,coverage_type
593,MMSYN1_0593,JCVISYN3A_0593,,Uncharacterized protein,17.5135,714,37.5322,488,2.1430439375339025,0.33103107521024183,-,279,OP_00327,,sense_only
599,MMSYN1_0599,JCVISYN3A_0599,,Uncharacterized protein,142.8196,454,950.1126,178,6.652536486588676,0.8229872651671575,-,141,,OP_00330,antisense_only
600,MMSYN1_0600,JCVISYN3A_0600,rnjA,Ribonuclease J,739.41,188,415.5554,311,0.5620094399588862,-0.25025638961310553,+,1833,"OP_00331,OP_00331",,sense_only
601,MMSYN1_0601,JCVISYN3A_0601,,Uncharacterized protein,97.6869,524,2858.4527,64,29.261371790895197,1.4662946822558356,+,945,OP_00331,,sense_only
604,MMSYN1_0604,JCVISYN3A_0604,,Uncharacterized protein,430.5996,268,675.1472,235,1.567923425846192,0.19532484881748036,+,669,OP_00331,,sense_only
605,MMSYN1_0605,JCVISYN3A_0605,,Uncharacterized protein,62.0345,588,107.5891,471,1.7343429865639282,0.23913498843552045,+,309,OP_00332,,sense_only
606,MMSYN1_0606,JCVISYN3A_0606,pgk,Phosphoglycerate kinase,1728.362,117,3542.3115,49,2.049519429378799,0.31165203976986755,-,1215,OP_00333,,sense_only
607,MMSYN1_0607,JCVISYN3A_0607,gapDH,Type I glyceraldehyde-3-phosphate dehydrogenase,6357.2783,29,12562.4776,11,1.9760779703477824,0.2958040765996533,-,1017,OP_00333,,sense_only
608,MMSYN1_0608,JCVISYN3A_0608,dnaI,Primosomal protein,2.0849,856,223.7119,410,107.30102163173294,2.0306038569791096,-,939,OP_00334,,sense_only
609,MMSYN1_0609,JCVISYN3A_0609,dnaB,Chromosome replication initiation protein,1.5327,866,267.8052,384,174.72773536895676,2.242361848094754,-,1185,OP_00335,,sense_only
610,MMSYN1_0610,JCVISYN3A_0610,mutM,DNA-formamidopyrimidine glycosylase,31.8516,663,168.3258,437,5.28468899521531,0.7230194340963997,-,825,OP_00336,,sense_only
611,MMSYN1_0611,JCVISYN3A_0611,polA,DNA polymerase I,35.6796,646,175.8997,433,4.929979596183814,0.6928451218567195,-,2736,OP_00337,,sense_only
612,MMSYN1_0612,JCVISYN3A_0612,dnaE,DNA polymerase III subunit alpha,22.1905,697,132.7943,457,5.984286068362588,0.7770123460432002,-,2964,OP_00338,,sense_only
613,MMSYN1_0613,JCVISYN3A_0613,tyrRS,Tyrosine--tRNA ligase,224.9937,373,594.5711,254,2.6426122153642524,0.4220334381663091,-,1245,OP_00339,,sense_only
614,MMSYN1_0614,JCVISYN3A_0614,pncB,Nicotinate phosphoribosyltransferase,297.521,322,589.5682,256,1.9816019709533108,0.2970164255386815,-,1062,OP_00339,,sense_only
615,MMSYN1_0615,JCVISYN3A_0615,,Uncharacterized protein,179.0408,407,623.5164,244,3.4825380583643506,0.5418958712402402,-,609,OP_00339,OP_00340,both
616,MMSYN1_0616,JCVISYN3A_0616,fakB,Fatty acid binding protein,437.5858,265,1241.6576,142,2.837518036462792,0.4529386307690622,+,840,OP_00340,,sense_only
617,MMSYN1_0617,JCVISYN3A_0617,fakB,Fatty acid binding protein,451.9739,259,1263.6502,140,2.7958477248354385,0.4465135139747146,+,852,OP_00340,OP_00341,both
618,MMSYN1_0618,JCVISYN3A_0618,tRNA-Trp,,15.6993,725,78.2872,477,4.986668195397248,0.6978104719476479,-,75,OP_00341,,sense_only
619,MMSYN1_0619,JCVISYN3A_0619,tRNA-Trp,,95.8033,526,600.5956,252,6.269049187240941,0.7972016773462994,-,76,OP_00341,,sense_only
620,MMSYN1_0620,JCVISYN3A_0620,,Uncharacterized transcriptional regulator,34.1448,656,754.5074,212,22.097285677467728,1.3443389303505016,-,465,OP_00341,,sense_only
621,MMSYN1_0621,JCVISYN3A_0621,acpA,Acyl carrier protein,296.1588,323,684.8325,231,2.312382748714541,0.36405972070739034,-,222,OP_00341,,sense_only
622,MMSYN1_0622,JCVISYN3A_0622,,Uncharacterized lipoprotein,2.4997,846,34.4307,489,13.773932871944636,1.1390579620952819,-,363,OP_00342,,sense_only
623,MMSYN1_0623,JCVISYN3A_0623,,Uncharacterized protein,0.6186,890,9.339,491,15.096993210475267,1.1788904597350176,-,1071,OP_00343,,sense_only
624,MMSYN1_0624,JCVISYN3A_0624,tRNA-His,,12.0751,743,6.3445,493,0.525420079336817,-0.2794933343315428,-,76,OP_00344,,sense_only
634,MMSYN1_0634,JCVISYN3A_0634,leuRS,Leucine--tRNA ligase,274.512,335,380.8399,326,1.3873342513259894,0.14218110852669033,-,2415,OP_00350,,sense_only
635,MMSYN1_0635,JCVISYN3A_0635,tRNA-Ile,,24.444,685,113.494,469,4.64302078219604,0.6668006275759011,-,77,OP_00351,,sense_only
636,MMSYN1_0636,JCVISYN3A_0636,,Uncharacterized lipoprotein,29.7205,674,410.398,312,13.808583301088474,1.1401491241919253,-,2790,OP_00352,,sense_only
637,MMSYN1_0637,JCVISYN3A_0637,rpsI,30S ribosomal protein S9,7598.089,19,15128.1308,7,1.991044169132528,0.2990808944813299,-,399,OP_00353,,sense_only
638,MMSYN1_0638,JCVISYN3A_0638,rplM,50S ribosomal protein L13,12790.3788,9,6767.0264,26,0.5290716174879824,-0.2764855359523041,-,456,OP_00353,,sense_only
639,MMSYN1_0639,JCVISYN3A_0639,,Uncharacterized efflux ABC transporter permease,21.9549,700,313.0489,365,14.258725842522628,1.1540807187637554,-,4146,"OP_00353,OP_00354",,sense_only
640,MMSYN1_0640,JCVISYN3A_0640,truA,tRNA pseudouridine(38-40) synthase,94.1799,529,569.9187,263,6.0513835754762955,0.7818546821727244,-,756,OP_00355,,sense_only
641,MMSYN1_0641,JCVISYN3A_0641,ecfT,ECF transporter T component,526.9975,235,711.5731,220,1.3502399916508143,0.13041096685533574,-,1011,OP_00355,,sense_only
642,MMSYN1_0642,JCVISYN3A_0642,ecfA,ECF transporter ATPase,509.8984,242,476.3581,291,0.9342216017936122,-0.029550094839607768,-,912,"OP_00355,OP_00356",,sense_only
643,MMSYN1_0643,JCVISYN3A_0643,ecfA,ECF transporter ATPase,384.7886,285,949.0822,179,2.4665029057513657,0.39208163143450325,-,1227,OP_00356,,sense_only
644,MMSYN1_0644,JCVISYN3A_0644,rplQ,50S ribosomal protein L17,3272.0823,71,3530.0488,50,1.078838634346086,0.0329564906014713,-,360,OP_00357,,sense_only
645,MMSYN1_0645,JCVISYN3A_0645,rpoA,DNA-directed RNA polymerase subunit alpha,1836.0498,115,1652.2612,110,0.899899991819394,-0.04580575213212298,-,954,OP_00357,,sense_only
646,MMSYN1_0646,JCVISYN3A_0646,rpsK,30S ribosomal protein S11,1465.2649,129,231.7478,409,0.15816102603699853,-0.8009005262894694,-,390,OP_00357,,sense_only
647,MMSYN1_0647,JCVISYN3A_0647,rpsM,30S ribosomal protein S13,1693.7044,118,489.1669,287,0.2888148014494146,-0.5393805534047418,-,366,OP_00357,,sense_only
648,MMSYN1_0648,JCVISYN3A_0648,rpmJ,50S ribosomal protein L36,2256.9945,99,654.1403,238,0.28982804344450114,-0.5378595949726339,-,114,OP_00357,,sense_only
649,MMSYN1_0649,JCVISYN3A_0649,infA,Translation initiation factor IF-1,1681.4094,119,1595.3867,114,0.9488389323861279,-0.022807503813735183,-,225,OP_00357,,sense_only
650,MMSYN1_0650,JCVISYN3A_0650,map,Type I methionyl aminopeptidase,1649.2416,122,3437.9464,52,2.0845620192942014,0.3190148206599959,-,756,OP_00357,,sense_only
651,MMSYN1_0651,JCVISYN3A_0651,adk,Adenylate kinase,205.4675,387,689.6432,228,3.356458807353961,0.5258813216092316,-,642,OP_00357,,sense_only
652,MMSYN1_0652,JCVISYN3A_0652,secY,Preprotein translocase subunit,3008.8881,80,2739.478,66,0.9104619078389787,-0.04073821962348218,-,1449,OP_00358,,sense_only
653,MMSYN1_0653,JCVISYN3A_0653,rplO,50S ribosomal protein L15,3930.3846,56,991.0799,166,0.2521585037759409,-0.59832638114081,-,438,OP_00358,,sense_only
654,MMSYN1_0654,JCVISYN3A_0654,rpsE,30S ribosomal protein S5,3452.885,65,797.1852,201,0.2308751087858414,-0.6366228869168153,-,765,OP_00358,,sense_only
655,MMSYN1_0655,JCVISYN3A_0655,rplR,50S ribosomal protein L18,2631.1759,88,798.1925,199,0.30335961195144723,-0.5180422398781992,-,351,OP_00358,,sense_only
656,MMSYN1_0656,JCVISYN3A_0656,rplF,50S ribosomal protein L6,3837.5642,57,459.6926,295,0.11978759860225922,-0.9215881413573191,-,543,OP_00358,,sense_only
657,MMSYN1_0657,JCVISYN3A_0657,rpsH,30S ribosomal protein S8,3318.3206,69,645.351,240,0.1944812083558171,-0.7111223557863103,-,390,OP_00358,,sense_only
658,MMSYN1_0658,JCVISYN3A_0658,rpsN,30S ribosomal protein S14,4008.0639,55,578.3538,259,0.14429754974714848,-0.8407410434063493,-,186,OP_00358,,sense_only
659,MMSYN1_0659,JCVISYN3A_0659,rplE,50S ribosomal protein L5,3017.7945,79,749.4473,213,0.2483427218122374,-0.6049485633639503,-,543,OP_00358,,sense_only
660,MMSYN1_0660,JCVISYN3A_0660,rplX,50S ribosomal protein L24,3270.5993,72,423.2137,308,0.12939943453176916,-0.8880676215055636,-,327,OP_00358,,sense_only
661,MMSYN1_0661,JCVISYN3A_0661,rplN,50S ribosomal protein L14,3603.5276,59,427.1503,307,0.11853670830771493,-0.9261471370231388,-,369,OP_00358,,sense_only
662,MMSYN1_0662,JCVISYN3A_0662,rpsQ,30S ribosomal protein S17,2869.1134,85,420.9887,310,0.1467312863966966,-0.833477274972257,-,258,OP_00358,,sense_only
663,MMSYN1_0663,JCVISYN3A_0663,rpmC,50S ribosomal protein L29,3266.3915,73,352.8705,339,0.10803068156404398,-0.9664528839426574,-,417,"OP_00358,OP_00358",,sense_only
664,MMSYN1_0664,JCVISYN3A_0664,rplP,50S ribosomal protein L16,3415.3631,67,914.4188,183,0.2677369208562334,-0.5722917355799706,-,414,"OP_00358,OP_00358",,sense_only
665,MMSYN1_0665,JCVISYN3A_0665,rpsC,30S ribosomal protein S3,2750.4558,86,399.1813,317,0.14513278126483617,-0.838234482017972,-,702,OP_00358,,sense_only
666,MMSYN1_0666,JCVISYN3A_0666,rplV,50S ribosomal protein L22,3496.2661,61,1129.7679,150,0.3231355588180202,-0.4906152482691997,-,336,OP_00358,,sense_only
667,MMSYN1_0667,JCVISYN3A_0667,rpsS,30S ribosomal protein S19,4752.3296,46,439.2086,303,0.09241964193729324,-1.0342357184072182,-,267,OP_00358,,sense_only
668,MMSYN1_0668,JCVISYN3A_0668,rplB,50S ribosomal protein L2,4519.9558,50,260.8968,390,0.05772109541425162,-1.2386654355852882,-,849,OP_00358,,sense_only
669,MMSYN1_0669,JCVISYN3A_0669,rplW,50S ribosomal protein L23,2693.5281,87,497.1257,282,0.18456302720584203,-0.7338552951232283,-,285,OP_00358,,sense_only
670,MMSYN1_0670,JCVISYN3A_0670,rplD,50S ribosomal protein L4,3226.6488,74,518.9471,276,0.1608316033650765,-0.7936286084577279,-,627,OP_00358,,sense_only
671,MMSYN1_0671,JCVISYN3A_0671,rplC,50S ribosomal protein L3,5599.9631,36,1074.2193,154,0.19182613899723733,-0.7170922144292158,-,672,OP_00358,,sense_only
672,MMSYN1_0672,JCVISYN3A_0672,rpsJ,30S ribosomal protein S10,7356.0469,21,1923.5685,94,0.2614948662167991,-0.5825368329749145,-,309,OP_00358,,sense_only
678,MMSYN1_0678,JCVISYN3A_0678,tRNA-Thr,,5558.1792,38,4573.7793,34,0.8228916584769344,-0.08465734002821945,-,76,OP_00363,,sense_only
679,MMSYN1_0679,JCVISYN3A_0679,tRNA-Val,,5454.118,40,1337.4018,134,0.24520954625477484,-0.6104626263026081,-,76,OP_00363,,sense_only
680,MMSYN1_0680,JCVISYN3A_0680,tRNA-Glu,,6609.5014,25,795.9842,202,0.12043029448484571,-0.9192642516773548,-,76,OP_00363,,sense_only
681,MMSYN1_0681,JCVISYN3A_0681,tRNA-Asn,,6469.7314,27,1056.0533,159,0.1632298521697516,-0.7872004126960663,-,76,OP_00363,,sense_only
684,MMSYN1_0684,JCVISYN3A_0684,folD,Bifunctional 5%2C10-methylene-tetrahydrofolate dehydrogenase/5%2C10-methylene-tetrahydrofolate cyclohydrolase,133.3743,465,678.0766,233,5.084012437178677,0.706206604311448,-,867,OP_00366,,sense_only
685,MMSYN1_0685,JCVISYN3A_0685,natA,Sodium transporter,43.4943,628,547.7988,268,12.59472620550279,1.100188730886791,-,1602,OP_00366,,sense_only
686,MMSYN1_0686,JCVISYN3A_0686,trkA,Potassium transporter,579.0306,215,2236.0236,83,3.8616674144682506,0.5867748675063069,+,729,OP_00367,OP_00368,both
687,MMSYN1_0687,JCVISYN3A_0687,gatB,Glutamyl-tRNA amidotransferase subunit B,146.8641,445,840.3923,191,5.722244578491272,0.7575664163526983,-,1440,OP_00368,,sense_only
688,MMSYN1_0688,JCVISYN3A_0688,gatA,Glutamyl-tRNA amidotransferase subunit A,261.2374,342,263.8935,388,1.0101673803215008,0.004393340443307842,-,1458,OP_00368,,sense_only
689,MMSYN1_0689,JCVISYN3A_0689,gatC,Glutamyl-tRNA amidotransferase subunit C,291.6062,326,234.7054,406,0.8048710898465121,-0.0942736717457061,-,297,OP_00368,,sense_only
690,MMSYN1_0690,JCVISYN3A_0690,ligA,DNA ligase (NAD(+)),84.6472,553,288.673,371,3.4103077242956648,0.5327935687091638,-,2007,OP_00368,,sense_only
691,MMSYN1_0691,JCVISYN3A_0691,,Uncharacterized protein,35.3725,647,256.0476,394,7.238606261926637,0.8596549541773987,-,2022,OP_00369,,sense_only
692,MMSYN1_0692,JCVISYN3A_0692,,Uncharacterized pseudouridine synthase,11.3249,751,397.273,321,35.07960335190598,1.545054674116683,-,909,OP_00369,,sense_only
693,MMSYN1_0693,JCVISYN3A_0693,,Uncharacterized protease,19.555,703,1078.8872,153,55.171935566351316,1.741718220336937,-,969,OP_00369,,sense_only
694,MMSYN1_0694,JCVISYN3A_0694,ptsH,Phosphocarrier protein,20229.4957,7,3894.8431,42,0.19253288157845674,-0.7154950891758096,-,270,OP_00369,,sense_only
695,MMSYN1_0695,JCVISYN3A_0695,pcrA,ATP-dependent DNA helicase,93.8337,531,262.5875,389,2.7984348906629495,0.446915206917308,-,2169,OP_00370,,sense_only
696,MMSYN1_0696,JCVISYN3A_0696,,Uncharacterized transporter,38.0324,639,116.8093,466,3.071310251259452,0.4873236893197509,-,756,OP_00370,,sense_only
697,MMSYN1_0697,JCVISYN3A_0697,,Uncharacterized glycosyl transferase,245.9265,351,557.6759,265,2.267652733641962,0.35557654783534787,-,957,OP_00370,,sense_only
706,MMSYN1_0706,JCVISYN3A_0706,thiB,Thiamine ABC transporter permease,244.7175,353,217.0029,412,0.8867485978730577,-0.05219948956194058,-,1749,OP_00375,,sense_only
707,MMSYN1_0707,JCVISYN3A_0707,thiQ,Thiamine ABC transporter ATP-binding protein,1112.6056,157,205.0829,420,0.18432668323797757,-0.734411791507991,-,750,OP_00375,,sense_only
708,MMSYN1_0708,JCVISYN3A_0708,thiB,Thiamine ABC transporter substrate-binding protein,4134.758,54,260.8678,391,0.06309143122765588,-1.2000296205220076,-,1464,OP_00375,,sense_only
710,MMSYN1_0710,JCVISYN3A_0710,,Uncharacterized hydrolase,190.6648,398,498.2986,281,2.6134797823195473,0.41721914477774497,-,864,OP_00376,,sense_only
717,MMSYN1_0717,JCVISYN3A_0717,tRNA-Arg,,2991.0674,83,709.3376,222,0.23715199463576112,-0.6249732182368135,+,77,OP_00381,,sense_only
718,MMSYN1_0718,JCVISYN3A_0718,tRNA-Pro,,2996.3266,82,1560.9306,117,0.5209480835633873,-0.2832055552904846,+,77,OP_00381,,sense_only
719,MMSYN1_0719,JCVISYN3A_0719,tRNA-Ala,,3506.3894,60,2280.7697,81,0.6504610412066612,-0.1867787100103896,+,76,OP_00381,,sense_only
720,MMSYN1_0720,JCVISYN3A_0720,tRNA-Met,,3489.8857,62,2773.4545,65,0.7947121305434158,-0.09979015783014257,+,77,OP_00381,,sense_only
721,MMSYN1_0721,JCVISYN3A_0721,tRNA-Met,,4846.4515,45,3420.6696,53,0.70580910589944,-0.15131274294917327,+,77,OP_00381,,sense_only
722,MMSYN1_0722,JCVISYN3A_0722,tRNA-Ser,,5475.1565,39,3738.4003,45,0.6827933228940579,-0.16571073454682445,+,93,OP_00381,,sense_only
723,MMSYN1_0723,JCVISYN3A_0723,tRNA-Met,,2921.7735,84,3666.7379,47,1.254969935212295,0.09863332173116146,+,76,OP_00381,,sense_only
724,MMSYN1_0724,JCVISYN3A_0724,tRNA-Asp,,3481.905,63,3500.3593,51,1.0053000584450178,0.002295707803464704,+,77,OP_00381,,sense_only
725,MMSYN1_0725,JCVISYN3A_0725,tRNA-Phe,,10046.4236,15,6951.1204,24,0.6918999911570521,-0.15995667494708196,+,76,OP_00381,,sense_only
726,MMSYN1_0726,JCVISYN3A_0726,nagB,Glucosamine-6-phosphate deaminase,6381.4297,28,34489.0207,2,5.404591497732867,0.7327628736852574,+,735,OP_00381,,sense_only
727,MMSYN1_0727,JCVISYN3A_0727,tpiA,Triose-phosphate isomerase,1939.5301,111,732.5489,215,0.3776940094922992,-0.42285990335110923,+,747,OP_00381,,sense_only
728,MMSYN1_0728,JCVISYN3A_0728,,Uncharacterized hydrolase,816.2194,182,715.7119,218,0.876862152504584,-0.05706867472064023,+,837,OP_00381,,sense_only
729,MMSYN1_0729,JCVISYN3A_0729,pgm,Phosphoglycerate mutase (2%2C3-diphosphoglycerate-independent),1587.2967,123,1483.9165,124,0.9348702734655719,-0.029248649477035257,+,1596,OP_00381,,sense_only
730,MMSYN1_0730,JCVISYN3A_0730,,Uncharacterized protein,19.2888,705,397.3176,320,20.598357596117957,1.3138325934090014,+,600,OP_00382,,sense_only
732,MMSYN1_0732,JCVISYN3A_0732,deoC,Deoxyribose-phosphate aldolase,528.7677,234,1844.5136,98,3.4883250243916186,0.5426169434977562,-,669,OP_00383,,sense_only
733,MMSYN1_0733,JCVISYN3A_0733,deoB,Phosphopentomutase,108.1864,502,947.5552,180,8.758542663403164,0.94243184978741,-,1677,OP_00383,,sense_only
747,MMSYN1_0747,JCVISYN3A_0747,punA,Purine-nucleoside phosphorylase,461.4459,254,3892.0274,43,8.434417555774143,0.9260550974708466,+,654,OP_00387,OP_00388,both
771,MMSYN1_0771,JCVISYN3A_0771,nrdE,Ribonucleotide-diphosphate reductase subunit alpha,524.8726,236,544.8445,270,1.0380509479824247,0.01621866939359032,-,2163,"OP_00401,OP_00401",OP_00402,both
772,MMSYN1_0772,JCVISYN3A_0772,nrdI,Ribonucleotide reductase assembly protein,459.2992,256,285.1041,374,0.6207372013711324,-0.20709222615309233,-,474,OP_00401,OP_00402,both
773,MMSYN1_0773,JCVISYN3A_0773,nrdF,Ribonucleoside-diphosphate reductase subunit beta,522.305,237,1365.3786,129,2.614140396894535,0.41732890840106635,-,1020,OP_00401,OP_00402,both
774,MMSYN1_0774,JCVISYN3A_0774,secG,Preprotein translocase subunit,824.4725,179,646.3996,239,0.7840159617209792,-0.10567509545742693,+,285,"OP_00402,OP_00404",OP_00403,both
775,MMSYN1_0775,JCVISYN3A_0775,rnr,Ribonuclease R,53.9744,600,571.6191,262,10.590559598624532,1.024918908565824,+,2115,"OP_00404,OP_00405",OP_00403,both
776,MMSYN1_0776,JCVISYN3A_0776,smpB,SsrA-binding protein,9.7335,765,1231.5812,144,126.53014845636207,2.102194017592743,+,447,"OP_00404,OP_00405",,sense_only
777,MMSYN1_0777,JCVISYN3A_0777,,Uncharacterized protein,6.191,794,1598.6644,113,258.2239379744791,2.411996499930155,+,486,OP_00405,,sense_only
778,MMSYN1_0778,JCVISYN3A_0778,,Uncharacterized protein,1392.8963,137,7225.3668,23,5.187297001219688,0.7149411144478324,+,252,OP_00406,,sense_only
779,MMSYN1_0779,JCVISYN3A_0779,ptsG,PTS sugar transporter,12078.6309,13,5400.625,31,0.4471222810525653,-0.3495736877766229,+,2238,OP_00406,,sense_only
787,MMSYN1_0787,JCVISYN3A_0787,mgtA,Magnesium-translocating P-type ATPase,294.9953,324,851.5439,189,2.8866354819890354,0.4603919455864013,-,2829,OP_00409,,sense_only
789,MMSYN1_0789,JCVISYN3A_0789,atpC,F0F1 ATP synthase subunit delta/epsilon,743.0561,187,982.8574,169,1.3227230083973471,0.12146890804292092,-,300,OP_00410,,sense_only
790,MMSYN1_0790,JCVISYN3A_0790,atpD,F0F1 ATP synthase subunit beta,1363.1086,139,700.1226,223,0.513622025420425,-0.2893563608865311,-,1428,"OP_00410,OP_00410",,sense_only
791,MMSYN1_0791,JCVISYN3A_0791,atpG,F0F1 ATP synthase subunit gamma,514.3221,240,316.4342,364,0.6152451936247733,-0.21095177037671187,-,843,"OP_00410,OP_00410",,sense_only
792,MMSYN1_0792,JCVISYN3A_0792,atpA,F0F1 ATP synthase subunit alpha,1182.0256,151,472.1348,292,0.3994285741357886,-0.39856086999708434,-,1578,"OP_00410,OP_00411",,sense_only
793,MMSYN1_0793,JCVISYN3A_0793,atpD,F0F1 ATP synthase subunit delta,343.0903,298,853.7266,188,2.488343739242992,0.3959103735046884,-,546,OP_00411,,sense_only
794,MMSYN1_0794,JCVISYN3A_0794,atpF,F0F1 ATP synthase subunit B,667.2983,198,1233.1085,143,1.8479119458269262,0.2666812729703571,-,546,OP_00411,,sense_only
795,MMSYN1_0795,JCVISYN3A_0795,atpE,F0F1 ATP synthase subunit C,1545.0044,125,1404.59,126,0.9091171520288226,-0.041380148459736824,-,306,OP_00411,,sense_only
796,MMSYN1_0796,JCVISYN3A_0796,atpB,F0F1 ATP synthase subunit A,575.7032,216,2493.3053,73,4.33088664436814,0.6365768167546246,-,864,OP_00411,,sense_only
797,MMSYN1_0797,JCVISYN3A_0797,,Uncharacterized protein,15.8491,724,1972.3133,91,124.44323652447142,2.0949712977311035,-,237,OP_00411,,sense_only
798,MMSYN1_0798,JCVISYN3A_0798,upp,Uracil phosphoribosyltransferase,2109.2046,104,17561.2045,4,8.325984354481305,0.9204355904603406,-,624,OP_00412,,sense_only
799,MMSYN1_0799,JCVISYN3A_0799,glyA,Serine hydroxymethyltransferase,414.8195,278,608.6024,247,1.4671499290655332,0.1664744969644379,-,1242,OP_00413,,sense_only
800,MMSYN1_0800,JCVISYN3A_0800,rpiB,Ribose 5-phosphate isomerase B,537.9894,232,322.455,362,0.5993705452189206,-0.22230460333765834,-,444,OP_00413,,sense_only
803,MMSYN1_0803,JCVISYN3A_0803,rpoC,DNA-directed RNA polymerase subunit beta',1311.6131,144,295.9503,369,0.22563841425493542,-0.6465869610772556,-,3768,OP_00416,,sense_only
804,MMSYN1_0804,JCVISYN3A_0804,rpoB,DNA-directed RNA polymerase subunit beta,956.9063,166,150.4695,446,0.1572458034814903,-0.8034209360203799,-,3876,OP_00416,,sense_only
805,MMSYN1_0805,JCVISYN3A_0805,,Uncharacterized protein,27.242,680,333.9593,350,12.258986124366785,1.0884545534776142,-,1176,OP_00417,,sense_only
806,MMSYN1_0806,JCVISYN3A_0806,rplG,50S ribosomal protein L7/L12,7451.4324,20,11150.233,12,1.4963878622853777,0.17504417682911977,-,369,OP_00417,,sense_only
807,MMSYN1_0807,JCVISYN3A_0807,rplJ,50S ribosomal protein L10,6764.8962,23,4302.5053,36,0.6360046293097593,-0.19653972322522356,-,498,OP_00417,,sense_only
809,MMSYN1_0809,JCVISYN3A_0809,rplA,50S ribosomal protein L1,3056.2273,77,3933.1027,41,1.2869143273473147,0.10954963594963606,-,681,OP_00417,,sense_only
810,MMSYN1_0810,JCVISYN3A_0810,rplK,50S ribosomal protein L11,5062.976,43,2531.5394,72,0.5000101521318687,-0.3010211777238015,-,429,OP_00417,,sense_only
813,MMSYN1_0813,JCVISYN3A_0813,galE,UDP-glucose 4-epimerase GalE,334.4871,306,1856.4444,96,5.5501225607803715,0.7443025735520294,+,999,OP_00420,,sense_only
814,MMSYN1_0814,JCVISYN3A_0814,glf,UDP-galactopyranose mutase,176.647,411,1571.1689,116,8.894398999133866,0.9491166078243346,+,1188,OP_00420,,sense_only
817,MMSYN1_0817,JCVISYN3A_0817,whiA,Uncharacterized DNA-binding protein,86.4432,547,336.7712,348,3.8958668813741277,0.5906041089682951,-,930,OP_00423,,sense_only
818,MMSYN1_0818,JCVISYN3A_0818,lgt,Diacylglyceryl transferase,237.9912,359,324.5388,357,1.3636588243598922,0.1347057271886226,-,1431,OP_00423,,sense_only
819,MMSYN1_0819,JCVISYN3A_0819,trx,Thioredoxin-disulfide reductase,510.8639,241,492.4326,283,0.9639213105486608,-0.0159584181608324,-,933,OP_00423,,sense_only
820,MMSYN1_0820,JCVISYN3A_0820,lgt,Diacylglyceryl transferase,18.2738,710,189.8904,425,10.391401897799033,1.0166741419178689,-,1581,OP_00424,,sense_only
821,MMSYN1_0821,JCVISYN3A_0821,hpr%3B ptsH,HPr(Ser) kinase/phosphatase,77.6254,566,510.7711,279,6.579948058238669,0.8182224653298579,-,942,OP_00424,,sense_only
822,MMSYN1_0822,JCVISYN3A_0822,ecfS,Uncharacterized ECF transporter S component,574.9471,218,3883.8214,44,6.755093468599111,0.8296313626276255,-,675,OP_00425,,sense_only
823,MMSYN1_0823,JCVISYN3A_0823,folC,Dihydrofolate synthase,45.2805,615,353.8642,338,7.814935789136603,0.8929254140201814,-,1116,OP_00425,,sense_only
824,MMSYN1_0824,JCVISYN3A_0824,uvrA,Excinuclease ABC subunit A,315.9779,312,183.9708,428,0.5822267949752182,-0.2349078115353021,-,2841,"OP_00425,OP_00426",,sense_only
825,MMSYN1_0825,JCVISYN3A_0825,uvrB,Excinuclease ABC subunit B,225.5384,371,108.2047,470,0.4797617611901122,-0.31897436988616956,-,1998,OP_00426,,sense_only
826,MMSYN1_0826,JCVISYN3A_0826,yqeN,DNA polymerase III subunit delta,0.7761,884,68.7359,483,88.56577760597861,1.9472659400810304,+,951,OP_00427,,sense_only
827,MMSYN1_0827,JCVISYN3A_0827,,Uncharacterized protein,337.021,302,987.5347,168,2.930187436391204,0.46689540191956935,+,1467,OP_00427,,sense_only
828,MMSYN1_0828,JCVISYN3A_0828,tRNA-Cys,,5.2027,809,33.2834,490,6.397332154458262,0.8059989002100494,+,75,OP_00428,,sense_only
830,MMSYN1_0830,JCVISYN3A_0830,,Uncharacterized protein,9.7338,764,463.7088,294,47.63903100536275,1.677962919198149,+,261,OP_00429,,sense_only
831,MMSYN1_0831,JCVISYN3A_0831,prs,Phosphoribosylpyrophosphate synthetase,421.7314,273,784.7522,204,1.8607867472045003,0.2696966042865382,+,1035,OP_00430,,sense_only
832,MMSYN1_0832,JCVISYN3A_0832,pth,Aminoacyl-tRNA hydrolase,13.4213,738,601.533,251,44.81927980150954,1.651464873601468,+,561,OP_00431,,sense_only
833,MMSYN1_0833,JCVISYN3A_0833,rplI,50S ribosomal protein L9,171.7641,418,1581.8865,115,9.209645671010415,0.9642429216099714,+,444,OP_00432,,sense_only
834,MMSYN1_0834,JCVISYN3A_0834,dnaC,Replicative DNA helicase,221.8735,376,776.7791,207,3.5009998940837908,0.5441920976262649,+,1317,OP_00432,,sense_only
835,MMSYN1_0835,JCVISYN3A_0835,,Uncharacterized lipoprotein,488.6125,248,957.3396,176,1.9593023101128195,0.2921014505350605,+,1308,OP_00432,,sense_only
836,MMSYN1_0836,JCVISYN3A_0836,ecfS,Uncharacterized ECF transporter S component,246.0616,350,584.4466,257,2.375204420356529,0.37570099282925723,+,927,OP_00432,,sense_only
