locus_tag	gene_name	gene_product	RNA Type	Illumina_sense_TPM	ONT_sense_TPM	MW_g_per_mol	copies_per_cell	mRNA_pool_share_pct
JCVISYN3A_0706	thiB	Thiamine ABC transporter permease	mRNA	66.3867	213.667	557952.7743000136	0.018685234582149924	0.009766947627260717
JCVISYN3A_0707	thiQ	Thiamine ABC transporter ATP-binding protein	mRNA	170.601	203.1427	240909.65139999904	0.04801744483382001	0.025099169444456577
JCVISYN3A_0708	thiB	Thiamine ABC transporter substrate-binding protein	mRNA	322.108	257.2775	471460.23180000874	0.09066068264858995	0.047389190399909846
JCVISYN3A_0710		Uncharacterized hydrolase	mRNA	92.5529	495.1098	278499.9500000003	0.026049986635248677	0.013616572702832019
JCVISYN3A_0717	tRNA-Arg		tRNA	1325.0716	698.8804	24901.722800000003	72.72925559400763	
JCVISYN3A_0718	tRNA-Pro		tRNA	1876.3437	1507.3514	24896.651899999997	156.86309880858758	
JCVISYN3A_0719	tRNA-Ala		tRNA	2534.6044	2209.3221	24554.496700000003	229.91394765168639	
JCVISYN3A_0720	tRNA-Met		tRNA	3862.6576	2679.4618	24775.5948	278.8392149881149	
JCVISYN3A_0721	tRNA-Met		tRNA	3069.8037	3330.5367	24752.606100000005	346.5935729768966	
JCVISYN3A_0722	tRNA-Ser		tRNA	5306.9116	3658.1415	30128.890700000004	380.6858915381608	
JCVISYN3A_0723	tRNA-Met		tRNA	3377.9339	3563.876	24575.566999999995	370.8761162987966	
JCVISYN3A_0724	tRNA-Asp		tRNA	4633.003	3424.5577	24861.647500000006	356.3779042304332	
JCVISYN3A_0725	tRNA-Phe		tRNA	24609.9403	6719.5585	24508.46809999999	699.2734202095043	
JCVISYN3A_0726	nagB	Glucosamine-6-phosphate deaminase	mRNA	5476.8491	33987.2901	235865.57159999892	1.5415167526708917	0.8057652861508404
JCVISYN3A_0727	tpiA	Triose-phosphate isomerase	mRNA	1161.0118	721.3934	241016.9055999991	0.3267789758437176	0.17081044012176677
JCVISYN3A_0728		Uncharacterized hydrolase	mRNA	1061.1605	706.7511	269431.3624	0.2986747778065712	0.15612011182387128
JCVISYN3A_0729	pgm	Phosphoglycerate mutase (2%2C3-diphosphoglycerate-independent)	mRNA	1758.8826	1466.2875	512840.88600001053	0.49505599741306267	0.2587704199289942
JCVISYN3A_0730		Uncharacterized protein	mRNA	11.3346	391.3404	192602.9899999994	0.0031902423210497964	0.0016675696272890402
JCVISYN3A_0732	deoC	Deoxyribose-phosphate aldolase	mRNA	371.3475	1836.351	215779.51339999927	0.10451965753674934	0.05463340675186745
JCVISYN3A_0733	deoB	Phosphopentomutase	mRNA	139.7341	932.6972	538549.8233000119	0.03932963135124348	0.020557967732127248
JCVISYN3A_0747	punA	Purine-nucleoside phosphorylase	mRNA	246.7382	3821.1106	210075.9984999992	0.0694470601397181	0.0363006306541006
JCVISYN3A_0771	nrdE	Ribonucleotide-diphosphate reductase subunit alpha	mRNA	251.7469	538.3814	694237.1349000232	0.07085681140693902	0.03703752088332816
JCVISYN3A_0772	nrdI	Ribonucleotide reductase assembly protein	mRNA	414.6704	280.2301	152201.59319999962	0.11671334315870409	0.061007160762249844
JCVISYN3A_0773	nrdF	Ribonucleoside-diphosphate reductase subunit beta	mRNA	539.559	1348.0472	327539.9934000016	0.15186455247677966	0.07938102804955156
JCVISYN3A_0774	secG	Preprotein translocase subunit	mRNA	147.6825	631.6475	91087.51669999985	0.041566792086040666	0.021727352661947814
JCVISYN3A_0775	rnr	Ribonuclease R	mRNA	51.0682	562.7032	679474.5044000263	0.014373681726733645	0.00751325845114271
JCVISYN3A_0776	smpB	SsrA-binding protein	mRNA	110.3426	1210.4985	143829.4270999997	0.031057084708297534	0.01623382989749119
JCVISYN3A_0777		Uncharacterized protein	mRNA	68.7516	1577.0483	155429.57159999956	0.019350860547340632	0.010114876571517757
JCVISYN3A_0778		Uncharacterized protein	mRNA	5985.0236	7124.6698	80806.51739999988	1.6845478077040044	0.8805289621131854
JCVISYN3A_0779	ptsG	PTS sugar transporter	mRNA	21339.2868	5329.8034	718823.0169000227	6.00616659170851	3.1394796936539393
JCVISYN3A_0787	mgtA	Magnesium-translocating P-type ATPase	mRNA	220.8746	836.423	906402.4605000415	0.06216747803759685	0.032495524711910063
JCVISYN3A_0789	atpC	F0F1 ATP synthase subunit delta/epsilon	mRNA	542.6706	968.6454	96378.97969999984	0.15274034500639508	0.0798388130311365
JCVISYN3A_0790	atpD	F0F1 ATP synthase subunit beta	mRNA	2581.2525	692.612	459134.67590000696	0.7265206506463032	0.3797591683309427
JCVISYN3A_0791	atpG	F0F1 ATP synthase subunit gamma	mRNA	814.2477	310.7275	270271.54149999964	0.2291785746614312	0.1197937936592344
JCVISYN3A_0792	atpA	F0F1 ATP synthase subunit alpha	mRNA	2078.8175	466.7777	507262.6900000103	0.5851050382226929	0.30583989939450307
JCVISYN3A_0793	atpD	F0F1 ATP synthase subunit delta	mRNA	345.8651	839.2604	175431.7578999995	0.09734736818186084	0.05088438373646062
JCVISYN3A_0794	atpF	F0F1 ATP synthase subunit B	mRNA	715.4036	1212.4325	175391.29209999958	0.20135786365212535	0.10525164669359639
JCVISYN3A_0795	atpE	F0F1 ATP synthase subunit C	mRNA	2461.864	1380.713	98103.42339999984	0.6929175022911206	0.3621944870499449
JCVISYN3A_0796	atpB	F0F1 ATP synthase subunit A	mRNA	672.2268	2453.2502	276568.1471000001	0.18920529941099617	0.09889938721522633
JCVISYN3A_0797		Uncharacterized protein	mRNA	158.0488	1950.2327	127300.31319999963	0.04448449619317268	0.02325246400485946
JCVISYN3A_0798	upp	Uracil phosphoribosyltransferase	mRNA	1214.1062	17319.2582	201375.4382999994	0.3417229528601757	0.1786217972776554
JCVISYN3A_0799	glyA	Serine hydroxymethyltransferase	mRNA	474.4067	599.6426	399396.7051000052	0.13352675275083145	0.06979568788509727
JCVISYN3A_0800	rpiB	Ribose 5-phosphate isomerase B	mRNA	427.6983	316.6299	143454.07079999975	0.12038018256498262	0.06292385216268383
JCVISYN3A_0803	rpoC	DNA-directed RNA polymerase subunit beta'	mRNA	2395.9502	292.0978	1212272.0201000583	0.6743653703851679	0.35249711344177137
JCVISYN3A_0804	rpoB	DNA-directed RNA polymerase subunit beta	mRNA	1122.455	148.0838	1246774.4415000577	0.3159267591687354	0.1651378845304395
JCVISYN3A_0805		Uncharacterized protein	mRNA	70.1275	328.849	375988.194900004	0.019738122066011995	0.010317301804890527
JCVISYN3A_0806	rplG	50S ribosomal protein L7/L12	mRNA	4510.9528	11035.8141	119192.67679999983	1.2696550853861694	0.663660639053381
JCVISYN3A_0807	rplJ	50S ribosomal protein L10	mRNA	3041.3816	4232.1423	159931.3495999995	0.8560288227888185	0.44745430638538153
JCVISYN3A_0809	rplA	50S ribosomal protein L1	mRNA	4613.2788	3884.1083	219543.15129999927	1.2984558137527409	0.6787150502970049
JCVISYN3A_0810	rplK	50S ribosomal protein L11	mRNA	4344.0894	2490.558	138281.00429999983	1.2226896273625725	0.6391113529959831
JCVISYN3A_0813	galE	UDP-glucose 4-epimerase GalE	mRNA	134.7966	1825.9817	320564.89750000206	0.037939920072487865	0.019831552593106934
JCVISYN3A_0814	glf	UDP-galactopyranose mutase	mRNA	62.4757	1552.9635	380979.07980000455	0.0175844425191194	0.009191553276129895
JCVISYN3A_0817	whiA	Uncharacterized DNA-binding protein	mRNA	118.068	326.3559	298249.9572000011	0.033231479748884594	0.017370406609387396
JCVISYN3A_0818	lgt	Diacylglyceryl transferase	mRNA	595.6312	318.7814	458581.15980000695	0.1676466626063271	0.08763048525627051
JCVISYN3A_0819	trx	Thioredoxin-disulfide reductase	mRNA	727.5644	490.2469	300576.1655000009	0.20478064864831597	0.10704076856146438
JCVISYN3A_0820	lgt	Diacylglyceryl transferase	mRNA	51.0569	187.3522	505349.8389000101	0.014370501222946317	0.007511595971938471
JCVISYN3A_0821	hpr%3B ptsH	HPr(Ser) kinase/phosphatase	mRNA	52.823	504.0348	303014.88190000126	0.014867588633459793	0.007771428230576198
JCVISYN3A_0822	ecfS	Uncharacterized ECF transporter S component	mRNA	618.134	3821.9929	216089.3340999991	0.17398031221920443	0.09094114340115078
JCVISYN3A_0823	folC	Dihydrofolate synthase	mRNA	109.1228	347.7849	357620.88880000345	0.030713759175573258	0.016054370416665475
JCVISYN3A_0824	uvrA	Excinuclease ABC subunit A	mRNA	315.914	180.949	913017.5163000424	0.08891731623631405	0.046477916400701376
JCVISYN3A_0825	uvrB	Excinuclease ABC subunit B	mRNA	70.8158	105.7049	641680.4998000204	0.01993185133652693	0.010418565914295626
JCVISYN3A_0826	yqeN	DNA polymerase III subunit delta	mRNA	5.6308	66.6405	304024.01190000144	0.001584847851831312	0.000828414858692775
JCVISYN3A_0827		Uncharacterized protein	mRNA	103.8154	973.2733	469906.5673000081	0.029219935653372237	0.015273534830065693
JCVISYN3A_0828	tRNA-Cys		tRNA	7.3113	32.9265	24115.264600000002	3.4265087907975267	
JCVISYN3A_0830		Uncharacterized protein	mRNA	12.7211	450.229	82955.30039999979	0.0035804873211499797	0.0018715543544286174
JCVISYN3A_0831	prs	Phosphoribosylpyrophosphate synthetase	mRNA	854.5805	777.7646	333269.1121000028	0.24053066520599717	0.1257276380175288
JCVISYN3A_0832	pth	Aminoacyl-tRNA hydrolase	mRNA	67.3418	596.1813	180109.41819999943	0.018954057517307287	0.009907463900532272
JCVISYN3A_0833	rplI	50S ribosomal protein L9	mRNA	92.4161	1561.2536	143098.04909999968	0.026011482837186142	0.013596446405916987
JCVISYN3A_0834	dnaC	Replicative DNA helicase	mRNA	332.6044	762.9235	423110.65980000613	0.09361500476835308	0.04893344232197827
JCVISYN3A_0835		Uncharacterized lipoprotein	mRNA	412.0557	950.1075	419746.24830000644	0.11597740835757755	0.060622480729035394
JCVISYN3A_0836	ecfS	Uncharacterized ECF transporter S component	mRNA	340.4066	576.7587	295828.58330000064	0.09581101597627349	0.050081318007581165
JCVISYN3A_0837	cysRS	Cysteine--tRNA ligase	mRNA	171.0569	344.0179	425184.58800000633	0.04814576268131058	0.025166242388634682
JCVISYN3A_0838	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase	mRNA	79.455	205.307	235693.06999999905	0.022363444993119434	0.011689582758654976
JCVISYN3A_0932	rpmG	50S ribosomal protein L33	mRNA	237.1715	678.2565	52273.07549999994	0.06675441185810366	0.03489315810514554
JCVISYN3A_0839	secE	Preprotein translocase subunit	mRNA	450.9647	975.4319	104268.79469999975	0.12692875542494	0.06634685270759566
JCVISYN3A_0840	nusG	Antitermination protein	mRNA	1215.34	1261.1518	206903.46169999935	0.3420702188400701	0.17880331646722972
JCVISYN3A_0851		Uncharacterized lipoprotein	mRNA	5.5354	159.6963	58656.6797999999	0.0015579965189719126	0.0008143794147915014
JCVISYN3A_0852		Uncharacterized protein	mRNA	20.926	183.9669	74057.37599999983	0.00588984267731442	0.0030786760909648735
JCVISYN3A_0853		Uncharacterized protein	mRNA	41.1172	210.065	231635.2747999991	0.01157286817029879	0.006049246897038177
JCVISYN3A_0859	topA	DNA topoisomerase I	mRNA	183.6765	328.8287	630794.3529000203	0.05169768176047702	0.027022863854635842
JCVISYN3A_0870		Uncharacterized C4-dicarboxylate ABC transporter	mRNA	174.0517	441.9495	564595.338800013	0.04898868062310649	0.02560684351437403
JCVISYN3A_0872	ychF	Uncharacterized ATPase	mRNA	250.9554	290.5562	352441.0375000029	0.07063403541156987	0.036921073778004694
JCVISYN3A_0873		Uncharacterized protein	mRNA	69.6241	312.002	64798.55709999989	0.01959643484419416	0.010243240563172487
JCVISYN3A_0874	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase	mRNA	96.5931	335.8219	223500.09739999918	0.027187143396449377	0.014210975223271489
JCVISYN3A_0875	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	mRNA	86.3428	518.8515	190616.23509999918	0.02430208870872711	0.012702930038562642
JCVISYN3A_0876		Uncharacterized amino acid permease	mRNA	443.3107	2334.5329	505934.4690000084	0.12477445666492067	0.06522078051031739
JCVISYN3A_0877		Uncharacterized protein	mRNA	355.7947	3604.092	217580.59039999903	0.1001421584833356	0.05234524687862085
JCVISYN3A_0878		Uncharacterized amino acid permease	mRNA	483.411	2425.5573	492038.4522000071	0.13606110764041104	0.07112041899117942
JCVISYN3A_0879	corA	Magnesium transporter	mRNA	60.248	367.4196	849728.3100000423	0.01695743293619608	0.008863809477609275
JCVISYN3A_0881		Uncharacterized MFS transporter	mRNA	3259.1067	15667.8536	457013.59200000594	0.9173098409433893	0.47948647018987994
JCVISYN3A_0885	mnmG%3B gidA	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme	mRNA	595.5721	945.2879	608557.052500018	0.16763002829005885	0.08762179034291029
JCVISYN3A_0886	gltP	Proton-glutamate symporter	mRNA	486.7112	600.2585	506215.6570000086	0.1369899836226185	0.07160595119204927
JCVISYN3A_0887	cdr	Coenzyme A Disulfide Reductase	mRNA	242.8736	532.5719	431938.37400000624	0.06835932784445148	0.0357320627662509
JCVISYN3A_0906		Uncharacterized protein	mRNA	68.7788	714.268	229838.50429999898	0.0193585162732712	0.010118878291372209
JCVISYN3A_0907		Uncharacterized hydrolase	mRNA	44.1598	440.0082	255140.3869999993	0.012429239924575617	0.006496880456933509
JCVISYN3A_0908	yidC	Membrane protein insertase	mRNA	871.708	954.5606	381671.0534000044	0.24535138012789823	0.1282474709883785
JCVISYN3A_0909	rnpA	Ribonuclease P protein component	mRNA	1096.4816	536.6617	106407.13209999983	0.3086162727023798	0.1613166245867777
JCVISYN3A_0910	rpmH	50S ribosomal protein L34	mRNA	1616.3	328.4524	43716.03369999997	0.4549246257929513	0.23779337502755066
