bsub_id	syn1_id	is_rbh	pident	align_len	bsub_len	syn1_len	bsub_cov_pct	syn1_cov_pct	evalue	bitscore	bsub_primary_id	bsub_locus_tag	bsub_gene	bsub_product	bsub_seqid	bsub_start_1b	bsub_end_1b	bsub_strand	syn1_primary_id	syn1_locus_tag	syn1_gene	syn1_product	syn1_seqid	syn1_start_1b	syn1_end_1b	syn1_strand	source
BSU_35300|secA|NC_000964.3	MMSYN1_0095|secA|CP002027.1	True	47.893	783	841	944	93.10344827586206	82.94491525423729	0.0	741.0	BSU_35300	BSU_35300	secA	translocase binding subunit (ATPase)	NC_000964.3	3628310	3630835	-	MMSYN1_0095	MMSYN1_0095	secA	preprotein translocase, SecA subunit	CP002027.1	127805	130639	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00920|gltX|NC_000964.3	MMSYN1_0126|gltX|CP002027.1	True	47.817	481	483	483	99.58592132505176	99.58592132505176	1.54e-158	454.0	BSU_00920	BSU_00920	gltX	glutamyl-tRNA synthetase	NC_000964.3	111047	112498	+	MMSYN1_0126	MMSYN1_0126	gltX	glutamate--tRNA ligase	CP002027.1	164067	165518	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00690|ftsH|NC_000964.3	MMSYN1_0039||CP002027.1	True	47.778	630	637	648	98.9010989010989	97.22222222222223	0.0	534.0	BSU_00690	BSU_00690	ftsH	ATP-dependent cytoplasmic membrane protease	NC_000964.3	76984	78897	+	MMSYN1_0039	MMSYN1_0039		peptidase, M41 family	CP002027.1	65087	67033	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_39670|iolJ|NC_000964.3	MMSYN1_0131|fba|CP002027.1	True	47.751	289	290	297	99.65517241379311	97.3063973063973	2.59e-93	273.0	BSU_39670	BSU_39670	iolJ	2-deoxy-5-keto-D-gluconic acid 6-phosphate aldolase	NC_000964.3	4073081	4073953	-	MMSYN1_0131	MMSYN1_0131	fba	fructose-1,6-bisphosphate aldolase, class II	CP002027.1	170143	171036	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_38810|msmX|NC_000964.3	MMSYN1_0184||CP002027.1	True	47.55	347	365	361	95.06849315068493	96.1218836565097	1.33e-106	312.0	BSU_38810	BSU_38810	msmX	multiple sugar (maltodextrins) transporter ATP-binding protein	NC_000964.3	3984133	3985230	-	MMSYN1_0184	MMSYN1_0184		multiple sugar-binding transport ATP-binding protein MsmK	CP002027.1	244172	245257	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_18180|yngB|NC_000964.3	MMSYN1_0811|galU|CP002027.1	True	47.423	291	297	292	97.97979797979798	99.65753424657534	7.5e-92	270.0	BSU_18180	BSU_18180	yngB	putative UTP-glucose-1-phosphate uridylyltransferase	NC_000964.3	1946702	1947595	+	MMSYN1_0811	MMSYN1_0811	galU	UTP-glucose-1-phosphate uridylyltransferase	CP002027.1	953142	954020	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01380|mapA|NC_000964.3	MMSYN1_0650|map|CP002027.1	True	47.39	249	248	251	100.40322580645162	99.20318725099601	5.71e-80	236.0	BSU_01380	BSU_01380	mapA	methionine aminopeptidase	NC_000964.3	146527	147273	+	MMSYN1_0650	MMSYN1_0650	map	methionine aminopeptidase, type I	CP002027.1	793722	794477	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_25200|sigA|NC_000964.3	MMSYN1_0407|rpoD|CP002027.1	True	47.337	338	371	506	91.10512129380054	66.79841897233202	3.66e-95	288.0	BSU_25200	BSU_25200	sigA	RNA polymerase major sigma-43 factor (sigma-A)	NC_000964.3	2600214	2601329	-	MMSYN1_0407	MMSYN1_0407	rpoD	RNA polymerase sigma-A factor	CP002027.1	505101	506621	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00130|serS|NC_000964.3	MMSYN1_0061|serS|CP002027.1	True	47.319	429	425	422	100.94117647058823	101.65876777251185	1.14e-143	411.0	BSU_00130	BSU_00130	serS	seryl-tRNA synthetase	NC_000964.3	20880	22157	+	MMSYN1_0061	MMSYN1_0061	serS	serine--tRNA ligase	CP002027.1	86611	87879	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_14530|rnjA|NC_000964.3	MMSYN1_0600||CP002027.1	True	47.091	550	555	610	99.09909909909909	90.1639344262295	0.0	526.0	BSU_14530	BSU_14530	rnjA	ribonuclease J1	NC_000964.3	1523118	1524785	-	MMSYN1_0600	MMSYN1_0600		RNA-metabolising metallo-beta-lactamase family	CP002027.1	741755	743587	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_27330|udk|NC_000964.3	MMSYN1_0491|udk|CP002027.1	True	47.087	206	211	207	97.6303317535545	99.51690821256038	1.0500000000000001e-58	179.0	BSU_27330	BSU_27330	udk	uridine kinase	NC_000964.3	2792218	2792853	-	MMSYN1_0491	MMSYN1_0491	udk	uridine kinase	CP002027.1	600698	601321	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_28090|valS|NC_000964.3	MMSYN1_0260|valS|CP002027.1	True	46.932	880	880	872	100.0	100.91743119266054	0.0	872.0	BSU_28090	BSU_28090	valS	valyl-tRNA synthetase	NC_000964.3	2866664	2869306	-	MMSYN1_0260	MMSYN1_0260	valS	valine--tRNA ligase	CP002027.1	336014	338632	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_07810|treA|NC_000964.3	MMSYN1_0674||CP002027.1	True	46.813	502	561	542	89.48306595365419	92.619926199262	8.97e-170	488.0	BSU_07810	BSU_07810	treA	trehalose-6-phosphate hydrolase	NC_000964.3	851850	853535	+	MMSYN1_0674	MMSYN1_0674		trehalose-6-phosphate hydrolase (Alpha,alpha-phosphotrehalase)	CP002027.1	807457	809085	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01050|rplL|NC_000964.3	MMSYN1_0806|rplL|CP002027.1	True	46.774	124	123	122	100.8130081300813	101.63934426229508	1.38e-24	86.3	BSU_01050	BSU_01050	rplL	ribosomal protein L12 (BL9)	NC_000964.3	120607	120978	+	MMSYN1_0806	MMSYN1_0806	rplL	ribosomal protein L7/L12	CP002027.1	950661	951029	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_28860|rpmI|NC_000964.3	MMSYN1_0199|rpmI|CP002027.1	True	46.774	62	66	63	93.93939393939394	98.41269841269842	4.36e-13	53.1	BSU_28860	BSU_28860	rpmI	ribosomal protein L35	NC_000964.3	2952615	2952815	-	MMSYN1_0199	MMSYN1_0199	rpmI	ribosomal protein L35	CP002027.1	263107	263298	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_27500|mnmA|NC_000964.3	MMSYN1_0387|trmU|CP002027.1	True	46.667	375	371	375	101.07816711590297	100.0	3.91e-120	348.0	BSU_27500	BSU_27500	mnmA	tRNA-specific 2-thiouridylase	NC_000964.3	2809413	2810528	-	MMSYN1_0387	MMSYN1_0387	trmU	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	CP002027.1	473609	474736	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00860|clpC|NC_000964.3	MMSYN1_0545||CP002027.1	True	46.639	714	810	713	88.14814814814815	100.14025245441795	0.0	647.0	BSU_00860	BSU_00860	clpC	class III stress response-related ATPase, AAA+ superfamily	NC_000964.3	103572	106004	+	MMSYN1_0545	MMSYN1_0545		ATPase family associated with various cellular activities (AAA) protein	CP002027.1	652648	654789	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_35670|gtaB|NC_000964.3	MMSYN1_0115||CP002027.1	True	46.528	288	292	290	98.63013698630137	99.3103448275862	2.15e-91	268.0	BSU_35670	BSU_35670	gtaB	UTP-glucose-1-phosphate uridylyltransferase	NC_000964.3	3665629	3666507	+	MMSYN1_0115	MMSYN1_0115		utp--glucose-1-phosphate uridylyltransferase (udp-glucosepyrophosphorylase) (udpgp) (alpha-d-glucosyl-1-phosphateuridylyltransferase) (uridine diphosphoglucose pyrophosphorylase)(general stress protein 33) (Gsp33)	CP002027.1	150311	151183	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01460|ecfAB|NC_000964.3	MMSYN1_0642||CP002027.1	True	46.494	271	276	303	98.18840579710145	89.43894389438944	7.56e-81	241.0	BSU_01460	BSU_01460	ecfAB	energizing coupling factor of ABC influx transporter (ATP-binding protein)	NC_000964.3	151303	152133	+	MMSYN1_0642	MMSYN1_0642		cobalt import ATP-binding protein CbiO 1	CP002027.1	788918	789829	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00510|prs|NC_000964.3	MMSYN1_0831|prs|CP002027.1	True	46.462	325	317	344	102.52365930599369	94.47674418604652	1.6199999999999998e-95	282.0	BSU_00510	BSU_00510	prs	phosphoribosylpyrophosphate synthetase	NC_000964.3	57745	58698	+	MMSYN1_0831	MMSYN1_0831	prs	ribose-Phosphate pyrophosphokinase (rppk) (phosphoribosylpyrophosphate synthetase) (p-rib-pp synthetase) (prpp synthetase)	CP002027.1	977064	978098	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_05840|gmuD|NC_000964.3	MMSYN1_0758||CP002027.1	True	46.436	463	465	462	99.56989247311827	100.21645021645021	1.26e-154	442.0	BSU_05840	BSU_05840	gmuD	mannoside-phospho-beta-d-glucosidase	NC_000964.3	628630	630027	+	MMSYN1_0758	MMSYN1_0758		beta-glucosidase	CP002027.1	893443	894831	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_28200|lonA|NC_000964.3	MMSYN1_0394|lon|CP002027.1	True	46.382	774	774	786	100.0	98.47328244274809	0.0	662.0	BSU_28200	BSU_28200	lonA	class III heat-shock ATP-dependent LonA protease	NC_000964.3	2880466	2882790	-	MMSYN1_0394	MMSYN1_0394	lon	ATP-dependent protease La	CP002027.1	480950	483310	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_29470|ackA|NC_000964.3	MMSYN1_0230|ackA|CP002027.1	True	46.329	395	395	393	100.0	100.5089058524173	1.53e-128	371.0	BSU_29470	BSU_29470	ackA	acetate kinase	NC_000964.3	3015111	3016298	-	MMSYN1_0230	MMSYN1_0230	ackA	acetate kinase	CP002027.1	297171	298352	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15680|gmk|NC_000964.3	MMSYN1_0203|gmk|CP002027.1	True	46.269	201	204	297	98.52941176470588	67.67676767676768	8.62e-61	187.0	BSU_15680	BSU_15680	gmk	guanylate kinase	NC_000964.3	1641949	1642563	+	MMSYN1_0203	MMSYN1_0203	gmk	guanylate kinase (GMP kinase)	CP002027.1	265294	266187	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_29670|tyrS|NC_000964.3	MMSYN1_0613|tyrS|CP002027.1	True	46.209	422	422	414	100.0	101.93236714975845	2.9099999999999998e-139	400.0	BSU_29670	BSU_29670	tyrS	tyrosyl-tRNA synthetase	NC_000964.3	3036603	3037871	-	MMSYN1_0613	MMSYN1_0613	tyrS	tyrosine--tRNA ligase	CP002027.1	759398	760642	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_24310|folD|NC_000964.3	MMSYN1_0684|folD|CP002027.1	True	46.209	277	283	288	97.87985865724382	96.18055555555556	1.52e-85	253.0	BSU_24310	BSU_24310	folD	methylenetetrahydrofolate dehydrogenase; methenyltetrahydrofolate cyclohydrolase	NC_000964.3	2528404	2529255	-	MMSYN1_0684	MMSYN1_0684	folD	bifunctional protein FolD	CP002027.1	815822	816688	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_24450|efp|NC_000964.3	MMSYN1_0391|efp|CP002027.1	True	46.196	184	185	184	99.45945945945945	100.0	4.9699999999999997e-54	165.0	BSU_24450	BSU_24450	efp	elongation factor P	NC_000964.3	2538115	2538672	-	MMSYN1_0391	MMSYN1_0391	efp	translation elongation factor P	CP002027.1	478650	479204	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_21050|hupN|NC_000964.3	MMSYN1_0350|hup|CP002027.1	True	46.067	89	92	90	96.73913043478261	98.88888888888889	2.33e-22	78.6	BSU_21050	BSU_21050	hupN	HU-related DNA-binding protein; phage SPbeta	NC_000964.3	2225337	2225615	+	MMSYN1_0350	MMSYN1_0350	hup	DNA-binding protein HU	CP002027.1	441114	441386	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_28640|pheS|NC_000964.3	MMSYN1_0529|pheS|CP002027.1	True	45.954	346	344	350	100.5813953488372	98.85714285714286	2.06e-124	357.0	BSU_28640	BSU_28640	pheS	phenylalanyl-tRNA synthetase (alpha subunit)	NC_000964.3	2929438	2930472	-	MMSYN1_0529	MMSYN1_0529	pheS	phenylalanyl-tRNA synthetase, alpha subunit	CP002027.1	631033	632085	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_03050|lctE|NC_000964.3	MMSYN1_0475|ldh|CP002027.1	True	45.928	307	321	318	95.6386292834891	96.54088050314465	2.57e-92	273.0	BSU_03050	BSU_03050	lctE	L-lactate dehydrogenase	NC_000964.3	329774	330739	+	MMSYN1_0475	MMSYN1_0475	ldh	L-lactate dehydrogenase	CP002027.1	582072	583028	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_27610|apt|NC_000964.3	MMSYN1_0413|apt|CP002027.1	True	45.882	170	170	170	100.0	100.0	8.61e-49	151.0	BSU_27610	BSU_27610	apt	adenine phosphoribosyltransferase	NC_000964.3	2822901	2823413	-	MMSYN1_0413	MMSYN1_0413	apt	adenine phosphoribosyltransferase	CP002027.1	515267	515779	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_23160|rluB|NC_000964.3	MMSYN1_0329||CP002027.1	True	45.833	240	244	252	98.36065573770492	95.23809523809524	4.52e-71	213.0	BSU_23160	BSU_23160	rluB	23S rRNA pseudouridine 2633 (=2605 standard) pseudouridine synthase	NC_000964.3	2421438	2422172	-	MMSYN1_0329	MMSYN1_0329		ribosomal large subunit pseudouridine synthase B (rRNA-uridine isomerase B) (rRNA pseudouridylate synthase B)	CP002027.1	418057	418815	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_39400|pdp|NC_000964.3	MMSYN1_0734|pdp|CP002027.1	True	45.708	431	433	437	99.53810623556582	98.62700228832952	3.22e-136	393.0	BSU_39400	BSU_39400	pdp	pyrimidine-nucleoside phosphorylase	NC_000964.3	4049009	4050310	-	MMSYN1_0734	MMSYN1_0734	pdp	pyrimidine-nucleoside phosphorylase	CP002027.1	865972	867285	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_06440|purB|NC_000964.3	MMSYN1_0765|purB|CP002027.1	True	45.581	430	431	432	99.76798143851508	99.53703703703704	1.64e-139	402.0	BSU_06440	BSU_06440	purB	adenylosuccinate lyase	NC_000964.3	700232	701527	+	MMSYN1_0765	MMSYN1_0765	purB	adenylosuccinate lyase	CP002027.1	902239	903537	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_12020|manA|NC_000964.3	MMSYN1_0435||CP002027.1	True	45.528	246	315	309	78.0952380952381	79.6116504854369	3.2000000000000004e-70	216.0	BSU_12020	BSU_12020	manA	mannose-6 phosphate isomerase; cupin family	NC_000964.3	1274692	1275639	+	MMSYN1_0435	MMSYN1_0435		phosphomannose isomerase type I	CP002027.1	537769	538698	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_37070|rpmEA|NC_000964.3	MMSYN1_0137|rpmE|CP002027.1	True	45.455	66	66	92	100.0	71.73913043478261	1.56e-14	57.8	BSU_37070	BSU_37070	rpmEA	ribosomal protein L31	NC_000964.3	3803081	3803281	-	MMSYN1_0137	MMSYN1_0137	rpmE	ribosomal protein L31	CP002027.1	177566	177844	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15980|ffh|NC_000964.3	MMSYN1_0360|ffh|CP002027.1	True	45.312	448	446	447	100.44843049327355	100.22371364653245	1.89e-119	352.0	BSU_15980	BSU_15980	ffh	signal recognition particle-like (SRP) GTPase	NC_000964.3	1672174	1673514	+	MMSYN1_0360	MMSYN1_0360	ffh	signal recognition particle protein	CP002027.1	449588	450931	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_34790|trxB|NC_000964.3	MMSYN1_0819|trxB|CP002027.1	True	45.277	307	316	310	97.15189873417721	99.03225806451613	5.84e-92	271.0	BSU_34790	BSU_34790	trxB	thioredoxin reductase	NC_000964.3	3573207	3574157	-	MMSYN1_0819	MMSYN1_0819	trxB	thioredoxin-disulfide reductase	CP002027.1	962566	963498	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_27320|greA|NC_000964.3	MMSYN1_0253||CP002027.1	True	45.255	137	157	157	87.26114649681529	87.26114649681529	2.82e-34	113.0	BSU_27320	BSU_27320	greA	transcription elongation factor resolving backtracking / stalling	NC_000964.3	2791494	2791967	-	MMSYN1_0253	MMSYN1_0253		transcription elongation factor GreA	CP002027.1	327283	327756	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15430|ileS|NC_000964.3	MMSYN1_0519|ileS|CP002027.1	True	45.222	900	921	915	97.71986970684038	98.36065573770492	0.0	771.0	BSU_15430	BSU_15430	ileS	isoleucyl-tRNA synthetase	NC_000964.3	1613357	1616122	+	MMSYN1_0519	MMSYN1_0519	ileS	isoleucine--tRNA ligase	CP002027.1	619174	621921	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_00480|ridA|NC_000964.3	MMSYN1_0712||CP002027.1	True	45.161	124	125	133	99.2	93.23308270676692	1.12e-35	115.0	BSU_00480	BSU_00480	ridA	aminoacrylate/iminopropionate hydrolase/deaminase	NC_000964.3	55295	55672	+	MMSYN1_0712	MMSYN1_0712		endoribonuclease L-PSP, putative	CP002027.1	850725	851126	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01430|rpoA|NC_000964.3	MMSYN1_0645|rpoA|CP002027.1	True	45.141	319	314	317	101.59235668789809	100.63091482649843	3.23e-88	262.0	BSU_01430	BSU_01430	rpoA	RNA polymerase (alpha subunit)	NC_000964.3	148931	149875	+	MMSYN1_0645	MMSYN1_0645	rpoA	DNA-directed RNA polymerase, alpha subunit	CP002027.1	791530	792483	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15950|ftsY|NC_000964.3	MMSYN1_0429||CP002027.1	True	45.13	308	329	409	93.61702127659575	75.30562347188264	1.8500000000000001e-88	266.0	BSU_15950	BSU_15950	ftsY	signal recognition particle (docking protein)	NC_000964.3	1670140	1671129	+	MMSYN1_0429	MMSYN1_0429		peptidase, M41 family	CP002027.1	532072	533301	+	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01700|murQ|NC_000964.3	MMSYN1_0209|murQ|CP002027.1	True	44.828	290	304	305	95.39473684210526	95.08196721311475	5.21e-87	258.0	BSU_01700	BSU_01700	murQ	D-lactyl ether N-acetylmuramic-6-phosphate acid etherase	NC_000964.3	192051	192965	-	MMSYN1_0209	MMSYN1_0209	murQ	N-acetylmuramic acid 6-phosphate etherase	CP002027.1	272099	273016	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15930|rnc|NC_000964.3	MMSYN1_0418|rnc|CP002027.1	True	44.783	230	249	232	92.36947791164658	99.13793103448276	1.1699999999999999e-60	186.0	BSU_15930	BSU_15930	rnc	ribonuclease III	NC_000964.3	1665710	1666459	+	MMSYN1_0418	MMSYN1_0418	rnc	ribonuclease III	CP002027.1	522415	523113	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_15460|rluD|NC_000964.3	MMSYN1_0517||CP002027.1	True	44.737	304	303	310	100.33003300330033	98.06451612903226	3.5e-87	259.0	BSU_15460	BSU_15460	rluD	pseudouridylate synthase	NC_000964.3	1617210	1618121	+	MMSYN1_0517	MMSYN1_0517		ribosomal large subunit pseudouridine synthase D	CP002027.1	617662	618594	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_05940|tsaD|NC_000964.3	MMSYN1_0079||CP002027.1	True	44.62	316	346	318	91.32947976878613	99.37106918238993	5.7300000000000005e-99	291.0	BSU_05940	BSU_05940	tsaD	tRNA(NNU) t(6)A37 threonylcarbamoyladenosine modification; glycation binding protein	NC_000964.3	643258	644298	+	MMSYN1_0079	MMSYN1_0079		probable O-sialoglycoprotein endopeptidase (Glycoprotease)	CP002027.1	108243	109199	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
BSU_01180|rplW|NC_000964.3	MMSYN1_0669|rplW|CP002027.1	True	44.578	83	95	94	87.36842105263158	88.29787234042553	5.26e-19	70.1	BSU_01180	BSU_01180	rplW	ribosomal protein L23	NC_000964.3	136992	137279	+	MMSYN1_0669	MMSYN1_0669	rplW	ribosomal protein L23	CP002027.1	804121	804405	-	blastp;blastp;evalue=1e-05;max_target_seqs=5;min_pident=25.0;min_qcov=50.0;min_scov=50.0;max_evalue=1e-05;min_bitscore=50.0;run_utc=2026-04-17T20:58:02+00:00
