locus_tag	gene_name	gene_product	chrom	start0	end0	strand	gene_len	ONT_sense_avg_depth	ONT_antisense_avg_depth	ONT_sense_TPM	ONT_antisense_TPM
JCVISYN3A_0771	nrdE	Ribonucleotide-diphosphate reductase subunit alpha	CP016816.2	452720	454883	-	2163	127.6847	127.8789	544.8445	545.6731
JCVISYN3A_0772	nrdI	Ribonucleotide reductase assembly protein	CP016816.2	454869	455343	-	474	66.8143	5.7785	285.1041	24.6574
JCVISYN3A_0773	nrdF	Ribonucleoside-diphosphate reductase subunit beta	CP016816.2	455351	456371	-	1020	319.9775	6.8304	1365.3786	29.1460
JCVISYN3A_0774	secG	Preprotein translocase subunit	CP016816.2	456669	456954	+	285	151.4842	2.0175	646.3996	8.6091
JCVISYN3A_0775	rnr	Ribonuclease R	CP016816.2	456989	459104	+	2115	133.9593	1.9300	571.6191	8.2356
JCVISYN3A_0776	smpB	SsrA-binding protein	CP016816.2	459113	459560	+	447	288.6219	0.0134	1231.5812	0.0573
JCVISYN3A_0777		Uncharacterized protein	CP016816.2	459559	460045	+	486	374.6481	0.3189	1598.6644	1.3609
JCVISYN3A_0778		Uncharacterized protein	CP016816.2	460164	460416	+	252	1693.2698	19.8095	7225.3668	84.5294
JCVISYN3A_0779	ptsG	PTS sugar transporter	CP016816.2	460466	462704	+	2238	1265.6403	70.6479	5400.6250	301.4623
JCVISYN3A_0787	mgtA	Magnesium-translocating P-type ATPase	CP016816.2	463041	465870	-	2829	199.5599	30.8904	851.5439	131.8128
JCVISYN3A_0789	atpC	F0F1 ATP synthase subunit delta/epsilon	CP016816.2	466287	466587	-	300	230.3333	0.0000	982.8574	0.0000
JCVISYN3A_0790	atpD	F0F1 ATP synthase subunit beta	CP016816.2	466586	468014	-	1428	164.0742	3.3382	700.1226	14.2446
JCVISYN3A_0791	atpG	F0F1 ATP synthase subunit gamma	CP016816.2	468022	468865	-	843	74.1566	0.4152	316.4342	1.7716
JCVISYN3A_0792	atpA	F0F1 ATP synthase subunit alpha	CP016816.2	468866	470444	-	1578	110.6451	1.0209	472.1348	4.3563
JCVISYN3A_0793	atpD	F0F1 ATP synthase subunit delta	CP016816.2	470455	471001	-	546	200.0714	1.0568	853.7266	4.5094
JCVISYN3A_0794	atpF	F0F1 ATP synthase subunit B	CP016816.2	471002	471548	-	546	288.9799	0.6832	1233.1085	2.9151
JCVISYN3A_0795	atpE	F0F1 ATP synthase subunit C	CP016816.2	471576	471882	-	306	329.1667	1.5425	1404.5900	6.5819
JCVISYN3A_0796	atpB	F0F1 ATP synthase subunit A	CP016816.2	471911	472775	-	864	584.3079	1.4421	2493.3053	6.1537
JCVISYN3A_0797		Uncharacterized protein	CP016816.2	472774	473173	-	399	462.2130	7.2080	1972.3133	30.7574
JCVISYN3A_0798	upp	Uracil phosphoribosyltransferase	CP016816.2	473312	473936	-	624	4115.4808	1.7500	17561.2045	7.4674
JCVISYN3A_0799	glyA	Serine hydroxymethyltransferase	CP016816.2	474035	475277	-	1242	142.6264	1.2198	608.6024	5.2050
JCVISYN3A_0800	rpiB	Ribose 5-phosphate isomerase B	CP016816.2	475260	475704	-	444	75.5676	1.6869	322.4550	7.1983
JCVISYN3A_0803	rpoC	DNA-directed RNA polymerase subunit beta'	CP016816.2	475871	479639	-	3768	69.3562	4.2208	295.9503	18.0106
JCVISYN3A_0804	rpoB	DNA-directed RNA polymerase subunit beta	CP016816.2	479650	483526	-	3876	35.2626	0.8240	150.4695	3.5163
JCVISYN3A_0805		Uncharacterized protein	CP016816.2	483515	484691	-	1176	78.2636	0.0791	333.9593	0.3374
JCVISYN3A_0806	rplG	50S ribosomal protein L7/L12	CP016816.2	484861	485230	-	369	2613.0650	0.8645	11150.2330	3.6889
JCVISYN3A_0807	rplJ	50S ribosomal protein L10	CP016816.2	485298	485796	-	498	1008.2952	1.6908	4302.5053	7.2147
JCVISYN3A_0809	rplA	50S ribosomal protein L1	CP016816.2	486022	486703	-	681	921.7254	0.0000	3933.1027	0.0000
JCVISYN3A_0810	rplK	50S ribosomal protein L11	CP016816.2	486702	487131	-	429	593.2681	0.0443	2531.5394	0.1890
JCVISYN3A_0813	galE	UDP-glucose 4-epimerase GalE	CP016816.2	487641	488640	+	999	435.0591	67.7678	1856.4444	289.1724
JCVISYN3A_0814	glf	UDP-galactopyranose mutase	CP016816.2	488653	489841	+	1188	368.2045	190.5884	1571.1689	813.2614
JCVISYN3A_0817	whiA	Uncharacterized DNA-binding protein	CP016816.2	490470	491400	-	930	78.9226	1.8086	336.7712	7.7175
JCVISYN3A_0818	lgt	Diacylglyceryl transferase	CP016816.2	491412	492843	-	1431	76.0559	1.3445	324.5388	5.7372
JCVISYN3A_0819	trx	Thioredoxin-disulfide reductase	CP016816.2	492851	493784	-	933	115.4019	0.0493	492.4326	0.2104
JCVISYN3A_0820	lgt	Diacylglyceryl transferase	CP016816.2	493767	495348	-	1581	44.5009	0.4231	189.8904	1.8056
JCVISYN3A_0821	hpr%3B ptsH	HPr(Ser) kinase/phosphatase	CP016816.2	495358	496300	-	942	119.6996	2.6762	510.7711	11.4197
JCVISYN3A_0822	ecfS	Uncharacterized ECF transporter S component	CP016816.2	496383	497058	-	675	910.1763	2.0548	3883.8214	8.7681
JCVISYN3A_0823	folC	Dihydrofolate synthase	CP016816.2	497074	498190	-	1116	82.9283	1.5081	353.8642	6.4351
JCVISYN3A_0824	uvrA	Excinuclease ABC subunit A	CP016816.2	498182	501023	-	2841	43.1137	1.1908	183.9708	5.0812
JCVISYN3A_0825	uvrB	Excinuclease ABC subunit B	CP016816.2	501031	503029	-	1998	25.3579	3.4194	108.2047	14.5910
JCVISYN3A_0826	yqeN	DNA polymerase III subunit delta	CP016816.2	503313	504264	+	951	16.1083	1.7529	68.7359	7.4798
JCVISYN3A_0827		Uncharacterized protein	CP016816.2	504266	505733	+	1467	231.4294	2.5406	987.5347	10.8408
JCVISYN3A_0828	tRNA-Cys		CP016816.2	505898	505973	+	75	7.8000	0.0000	33.2834	0.0000
JCVISYN3A_0830		Uncharacterized protein	CP016816.2	506110	506371	+	261	108.6705	3.0613	463.7088	13.0629
JCVISYN3A_0831	prs	Phosphoribosylpyrophosphate synthetase	CP016816.2	506550	507585	+	1035	183.9072	2.1034	784.7522	8.9754
JCVISYN3A_0832	pth	Aminoacyl-tRNA hydrolase	CP016816.2	508010	508571	+	561	140.9697	0.6417	601.5330	2.7383
JCVISYN3A_0833	rplI	50S ribosomal protein L9	CP016816.2	508691	509135	+	444	370.7162	0.1982	1581.8865	0.8457
JCVISYN3A_0834	dnaC	Replicative DNA helicase	CP016816.2	509137	510454	+	1317	182.0387	1.1154	776.7791	4.7596
JCVISYN3A_0835		Uncharacterized lipoprotein	CP016816.2	510520	511828	+	1308	224.3532	1.2844	957.3396	5.4807
JCVISYN3A_0836	ecfS	Uncharacterized ECF transporter S component	CP016816.2	511969	512896	+	927	136.9655	2.6634	584.4466	11.3651
JCVISYN3A_0837	cysRS	Cysteine--tRNA ligase	CP016816.2	512904	514230	+	1326	81.4947	0.5294	347.7468	2.2591
JCVISYN3A_0838	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase	CP016816.2	514231	514966	+	735	48.6898	0.8680	207.7647	3.7040
JCVISYN3A_0932	rpmG	50S ribosomal protein L33	CP016816.2	515026	515188	+	162	161.3457	2.7346	688.4796	11.6687
JCVISYN3A_0839	secE	Preprotein translocase subunit	CP016816.2	515187	515511	+	324	232.0864	3.4722	990.3380	14.8164
JCVISYN3A_0840	nusG	Antitermination protein	CP016816.2	515527	516169	+	642	298.6168	8.4860	1274.2305	36.2106
JCVISYN3A_0851		Uncharacterized lipoprotein	CP016816.2	516674	516857	-	183	37.8306	35.6612	161.4273	152.1702
JCVISYN3A_0852		Uncharacterized protein	CP016816.2	517022	517253	-	231	43.8312	16.7619	187.0324	71.5249
JCVISYN3A_0853		Uncharacterized protein	CP016816.2	517242	517962	-	720	50.4472	5.1069	215.2638	21.7919
JCVISYN3A_0859	topA	DNA topoisomerase I	CP016816.2	518164	520126	+	1962	77.5576	1.8389	330.9467	7.8470
JCVISYN3A_0870		Uncharacterized C4-dicarboxylate ABC transporter	CP016816.2	520381	522148	-	1767	105.9892	0.2733	452.2677	1.1664
JCVISYN3A_0872	ychF	Uncharacterized ATPase	CP016816.2	522216	523311	-	1095	69.1114	0.3699	294.9059	1.5782
JCVISYN3A_0873		Uncharacterized protein	CP016816.2	523346	523547	-	201	75.5970	0.4826	322.5807	2.0593
JCVISYN3A_0874	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase	CP016816.2	523548	524244	-	696	80.3132	0.0718	342.7052	0.3065
JCVISYN3A_0875	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	CP016816.2	524243	524840	-	597	124.0720	1.9966	529.4288	8.5199
JCVISYN3A_0876		Uncharacterized amino acid permease	CP016816.2	524941	526522	-	1581	556.5731	2.0904	2374.9578	8.9202
JCVISYN3A_0877		Uncharacterized protein	CP016816.2	526668	527349	-	681	856.9618	1.6417	3656.7494	7.0053
JCVISYN3A_0878		Uncharacterized amino acid permease	CP016816.2	527320	528859	-	1539	577.7505	1.2164	2465.3242	5.1904
JCVISYN3A_0879	corA	Magnesium transporter	CP016816.2	528916	531574	-	2658	87.8777	2.6068	374.9838	11.1237
JCVISYN3A_0881		Uncharacterized MFS transporter	CP016816.2	531972	533400	-	1428	3730.9006	2.1043	15920.1589	8.9795
JCVISYN3A_0885	mnmG%3B gidA	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme	CP016816.2	533863	535753	-	1890	224.0190	1.1714	955.9137	4.9986
JCVISYN3A_0886	gltP	Proton-glutamate symporter	CP016816.2	535900	537478	-	1578	142.5532	1.1850	608.2902	5.0567
JCVISYN3A_0887	cdr	Coenzyme A Disulfide Reductase	CP016816.2	537497	538841	-	1344	126.1875	1.6868	538.4558	7.1976
JCVISYN3A_0906		Uncharacterized protein	CP016816.2	539820	540537	-	717	169.5760	0.0000	723.5993	0.0000
JCVISYN3A_0907		Uncharacterized hydrolase	CP016816.2	540536	541331	-	795	104.6465	0.0000	446.5382	0.0000
JCVISYN3A_0908	yidC	Membrane protein insertase	CP016816.2	541407	542598	-	1191	225.9572	0.8606	964.1839	3.6724
JCVISYN3A_0909	rnpA	Ribonuclease P protein component	CP016816.2	542615	542945	-	330	127.7758	0.4970	545.2331	2.1206
JCVISYN3A_0910	rpmH	50S ribosomal protein L34	CP016816.2	542951	543086	-	135	78.1333	1.0000	333.4034	4.2671
