chrom,feature,start0,end0,strand,locus_tag,gene_name,rna_type,gene_product,gene_len,SRR35996296_sense_avg_depth,SRR35996296_antisense_avg_depth,SRR35996296_sense_TPM,SRR35996296_antisense_TPM,SRR35996297_sense_avg_depth,SRR35996297_antisense_avg_depth,SRR35996297_sense_TPM,SRR35996297_antisense_TPM,SRR35996298_sense_avg_depth,SRR35996298_antisense_avg_depth,SRR35996298_sense_TPM,SRR35996298_antisense_TPM,sample_95_sense_TPM,sample_95_antisense_TPM,sample_enr_sense_TPM,sample_enr_antisense_TPM,avg_sense_TPM,avg_antisense_TPM,PacBio_sense_TPM,PacBio_antisense_TPM
CP002027.1,gene,575908,576703,+,MMSYN1_0468,,mRNA,lipase-esterase,795,9.4201,2.2969,31.2130,7.6105,16.1333,0.0000,53.1717,0.0000,73.2390,1.5069,130.2658,2.6803,42.1924,3.8052,130.2658,2.6803,86.2291,3.2428,177.2132,4.2144
CP002027.1,gene,576696,577506,+,MMSYN1_0469,,mRNA,lipase-esterase,810,0.0000,0.4173,0.0000,1.3826,9.3407,0.0000,30.7849,0.0000,128.6481,1.9519,228.8187,3.4716,15.3925,0.6913,228.8187,3.4716,122.1056,2.0815,154.5101,3.0824
CP002027.1,gene,577524,578658,-,MMSYN1_0470,,mRNA,conserved hypothetical protein,1134,7.8131,0.2451,25.8881,0.8123,3.1834,0.0000,10.4918,0.0000,7.7751,0.2196,13.8292,0.3905,18.1899,0.4061,13.8292,0.3905,16.0096,0.3983,8.8905,5.8681
CP002027.1,gene,578788,578920,-,MMSYN1_0471,,mRNA,hypothetical protein,132,0.5530,366.9470,1.8324,1215.8567,0.7576,328.2045,2.4968,1081.6860,1.8788,257.1364,3.3417,457.3530,2.1646,1148.7714,3.3417,457.3530,2.7532,803.0622,8.6165,3668.0244
CP002027.1,gene,578921,580322,+,MMSYN1_0472,,mRNA,putative liporotein,1401,797.5360,0.9786,2642.5878,3.2425,787.8972,1.4575,2596.7263,4.8037,1294.3704,5.5346,2302.2191,9.8441,2619.6571,4.0231,2302.2191,9.8441,2460.9381,6.9336,9408.8425,6.4606
CP002027.1,gene,580468,581188,+,MMSYN1_0473,,mRNA,ABC transporter_ ATP binding protein,720,14.7569,0.9903,48.8962,3.2812,16.9375,0.6931,55.8221,2.2842,111.6597,2.4417,198.6024,4.3428,52.3592,2.7827,198.6024,4.3428,125.4808,3.5628,3881.5086,17.5139
CP002027.1,gene,581187,581943,+,MMSYN1_0474,,mRNA,integral membrane protein,756,1.8333,0.3704,6.0746,1.2272,4.0185,2.3241,13.2441,7.6596,8.1759,29.8876,14.5420,53.1592,9.6594,4.4434,14.5420,53.1592,12.1007,28.8013,3729.6714,73.6725
CP002027.1,gene,582071,583028,-,MMSYN1_0475,ldh,mRNA,L-lactate dehydrogenase,957,2920.3887,1.0909,9676.5325,3.6147,2451.8955,2.6907,8080.8785,8.8679,8708.3501,2.7785,15489.0198,4.9419,8878.7055,6.2413,15489.0198,4.9419,12183.8627,5.5916,21675.6813,1.0017
CP002027.1,gene,583079,584237,-,MMSYN1_0476,nagA,mRNA,N-acetylglucosamine-6-phosphate deacetylase,1158,6.7358,0.3057,22.3185,1.0129,12.1295,0.2712,39.9761,0.8937,126.1796,6.4888,224.4281,11.5412,31.1473,0.9533,224.4281,11.5412,127.7877,6.2472,443.4859,1.2855
CP002027.1,gene,584405,585140,+,MMSYN1_0477,,mRNA,conserved hypothetical protein,735,1.4531,0.0000,4.8146,0.0000,2.5932,0.2122,8.5466,0.6995,1.3007,0.3048,2.3134,0.5421,6.6806,0.3498,2.3134,0.5421,4.4970,0.4459,116.2748,4.9898
CP002027.1,gene,585151,585736,-,MMSYN1_0478,,mRNA,conserved hypothetical protein,585,0.5880,0.0000,1.9484,0.0000,0.7248,0.3932,2.3887,1.2958,0.0444,0.0000,0.0791,0.0000,2.1686,0.6479,0.0791,0.0000,1.1238,0.3239,11.5717,0.5963
CP002027.1,gene,585740,587387,-,MMSYN1_0479,,pseudo,PSEUDOGENE - conserved hypothetical protein,1647,0.3109,0.4797,1.0300,1.5893,1.4608,0.2429,4.8146,0.8004,7.7523,2.8057,13.7885,4.9903,2.9223,1.1949,13.7885,4.9903,8.3554,3.0926,225.0533,1.5658
CP002027.1,gene,587538,589539,+,MMSYN1_0480,,mRNA,conserved hypothetical protein,2001,49.3273,0.0000,163.4432,0.0000,54.3118,0.0000,178.9992,0.0000,225.5317,0.0000,401.1398,0.0000,171.2212,0.0000,401.1398,0.0000,286.1805,0.0000,725.1726,1.3530
CP002027.1,gene,589610,590048,-,MMSYN1_0481,vlcE,mRNA,lipoprotein_ putative (VlcE),438,26.6941,14.1164,88.4492,46.7740,26.3836,13.1256,86.9541,43.2588,29.4338,19.3265,52.3521,34.3749,87.7016,45.0164,52.3521,34.3749,70.0269,39.6956,0.3710,35.7990
CP002027.1,gene,590363,590528,+,MMSYN1_0482,rpsU,mRNA,ribosomal protein S21,165,3780.9273,2.1091,12527.8753,6.9883,4536.7697,2.0848,14952.1399,6.8712,3078.9212,0.4727,5476.2924,0.8408,13740.0076,6.9298,5476.2924,0.8408,9608.1500,3.8853,15.7291,0.5929
CP002027.1,gene,590636,591197,+,MMSYN1_0483,ruvA,mRNA,holliday junction DNA helicase RuvA,561,0.0000,0.5348,0.0000,1.7719,0.0000,0.6417,0.0000,2.1149,3.4759,0.9091,6.1824,1.6169,0.0000,1.9434,6.1824,1.6169,3.0912,1.7802,13.3629,2.1668
CP002027.1,gene,591213,592137,+,MMSYN1_0484,ruvB,mRNA,holliday junction ATP-dependent DNA helicase RuvB,924,0.0000,0.2879,0.0000,0.9539,0.4675,0.0000,1.5409,0.0000,2.4210,1.1223,4.3061,1.9962,0.7704,0.4769,4.3061,1.9962,2.5383,1.2365,16.3812,3.5699
CP002027.1,gene,592214,593573,+,MMSYN1_0485,,mRNA,dihydrolipoamide dehydrogenase,1359,4.3091,0.2620,14.2778,0.8680,2.9338,1.8006,9.6690,5.9343,10.8595,2.6740,19.3151,4.7561,11.9734,3.4012,19.3151,4.7561,15.6442,4.0786,39.4761,14.6388
CP002027.1,gene,593588,594398,-,MMSYN1_0486,,mRNA,conserved hypothetical protein,810,0.3309,0.8963,1.0963,2.9698,0.0000,0.0000,0.0000,0.0000,1.4272,0.7506,2.5384,1.3351,0.5481,1.4849,2.5384,1.3351,1.5433,1.4100,19.3680,33.1250
CP002027.1,gene,594473,595394,+,MMSYN1_0487,,mRNA,conserved hypothetical protein,921,1.1097,0.0955,3.6768,0.3166,0.3257,0.2454,1.0735,0.8087,0.1542,0.0000,0.2742,0.0000,2.3752,0.5627,0.2742,0.0000,1.3247,0.2813,30.9650,6.9789
CP002027.1,gene,595402,596506,+,MMSYN1_0488,yqeH,mRNA,ribosome biogenesis GTPase YqeH,1104,2.1033,1.2428,6.9690,4.1178,2.3406,0.2283,7.7140,0.7523,3.4592,0.5435,6.1527,0.9667,7.3415,2.4350,6.1527,0.9667,6.7471,1.7008,89.6731,31.3595
CP002027.1,gene,596514,597738,-,MMSYN1_0489,dinB,mRNA,DNA polymerase IV,1224,0.4330,0.0000,1.4347,0.0000,0.0000,0.8873,0.0000,2.9242,2.1838,0.3905,3.8842,0.6946,0.7174,1.4621,3.8842,0.6946,2.3008,1.0783,48.9432,10.2129
CP002027.1,gene,597881,600620,+,MMSYN1_0490,,mRNA,papain family cysteine protease_ putative,2739,0.0000,0.0416,0.0000,0.1379,0.2410,0.0745,0.7942,0.2455,3.6232,0.3709,6.4444,0.6598,0.3971,0.1917,6.4444,0.6598,3.4207,0.4257,3.1189,1.6098
CP002027.1,gene,600697,601321,-,MMSYN1_0491,udk,mRNA,uridine kinase,624,36.7260,0.4872,121.6893,1.6142,66.6603,0.0000,219.6967,0.0000,566.8446,0.3846,1008.2124,0.6841,170.6930,0.8071,1008.2124,0.6841,589.4527,0.7456,3806.3628,0.2876
CP002027.1,gene,601344,601785,-,MMSYN1_0492,,mRNA,conserved hypothetical protein,441,10.4399,0.7483,34.5920,2.4794,31.2041,0.0000,102.8414,0.0000,221.2381,1.5805,393.5029,2.8111,68.7167,1.2397,393.5029,2.8111,231.1098,2.0254,4340.6585,0.8617
CP002027.1,gene,601857,603207,-,MMSYN1_0493,,mRNA,Xaa-His dipeptidase,1350,225.0844,0.0000,745.8038,0.0000,258.5933,0.4681,852.2636,1.5429,757.0467,1.1533,1346.5135,2.0514,799.0337,0.7715,1346.5135,2.0514,1072.7736,1.4114,4433.2968,4.4685
CP002027.1,gene,603362,604043,-,MMSYN1_0494,,mRNA,putative N-acetylmannosamine-6-phosphate 2-epimerase (ManNAc-6-P epimerase),681,7.4581,0.0000,24.7121,0.0000,19.2834,0.3671,63.5536,1.2099,125.2261,0.3172,222.7322,0.5642,44.1329,0.6050,222.7322,0.5642,133.4326,0.5846,99.4036,3.8222
CP002027.1,gene,604101,604977,-,MMSYN1_0495,,mRNA,ROK family protein,876,19.5913,0.0000,64.9147,0.0000,23.4007,0.2260,77.1232,0.7449,138.7797,0.3973,246.8391,0.7066,71.0190,0.3725,246.8391,0.7066,158.9290,0.5395,418.3720,2.9742
CP002027.1,gene,604969,605419,-,MMSYN1_0496,,pseudo,PSEUDOGENE - conserved hypothetical cytosolic protein,450,1.2000,0.0000,3.9761,0.0000,0.0000,0.5200,0.0000,1.7138,50.8778,0.0000,90.4933,0.0000,1.9881,0.8569,90.4933,0.0000,46.2407,0.4284,1023.5475,2.9864
CP002027.1,gene,605427,607131,-,MMSYN1_0497,,mRNA,sodium:solute symporter family,1704,25.0164,0.0000,82.8904,0.0000,34.1397,0.4531,112.5164,1.4932,225.3732,0.9759,400.8579,1.7358,97.7034,0.7466,400.8579,1.7358,249.2806,1.2412,1617.1329,2.5323
CP002027.1,gene,607132,608020,-,MMSYN1_0498,nanA,mRNA,N-acetylneuraminate lyase (N-acetylneuraminic acidaldolase) (N-acetylneuraminate pyruvate-lyase) (Sialic acid lyase)(Sialate lyase) (Sialic acid aldolase),888,21.9167,0.5518,72.6196,1.8284,26.1396,0.5338,86.1502,1.7592,85.4640,0.3288,152.0096,0.5849,79.3849,1.7938,152.0096,0.5849,115.6972,1.1893,723.8207,1.7785
CP002027.1,gene,608184,608466,-,MMSYN1_0499,rpmA,mRNA,ribosomal protein L27,282,1588.1738,0.6383,5262.3183,2.1150,1714.3511,1.0780,5650.1032,3.5529,2030.4504,2.2199,3611.4402,3.9483,5456.2108,2.8339,3611.4402,3.9483,4533.8255,3.3911,2160.1214,0.9623
CP002027.1,gene,608467,608731,-,MMSYN1_0500,,mRNA,conserved hypothetical protein,264,282.6023,0.0000,936.3857,0.0000,322.1591,0.8409,1061.7616,2.7714,1076.5985,0.0379,1914.8811,0.0674,999.0736,1.3857,1914.8811,0.0674,1456.9774,0.7265,2256.0944,0.5829
CP002027.1,gene,608784,609087,-,MMSYN1_0501,rplU,mRNA,ribosomal protein L21,303,1943.5149,0.0000,6439.7197,0.0000,1814.2475,0.1650,5979.3387,0.5439,2410.4818,4.4587,4287.3795,7.9305,6209.5292,0.2719,4287.3795,7.9305,5248.4543,4.1012,2279.5489,0.7374
CP002027.1,gene,609232,609634,-,MMSYN1_0503,,mRNA,conserved hypothetical protein,402,34.3756,0.0000,113.9016,0.0000,25.5124,0.0000,84.0831,0.0000,55.4328,1.8781,98.5951,3.3405,98.9923,0.0000,98.5951,3.3405,98.7937,1.6702,127.5093,1.2291
CP002027.1,gene,609656,610544,-,MMSYN1_0504,,mRNA,conserved hypothetical protein,888,1.1385,0.0000,3.7724,0.0000,1.3953,0.0000,4.5985,0.0000,15.1599,0.0000,26.9640,0.0000,4.1854,0.0000,26.9640,0.0000,15.5747,0.0000,118.1527,0.9749
CP002027.1,gene,610919,611993,+,MMSYN1_0505,,mRNA,putative liporotein,1074,7.8045,0.6927,25.8596,2.2953,10.9693,0.4339,36.1522,1.4300,62.4236,0.0931,111.0292,0.1656,31.0059,1.8627,111.0292,0.1656,71.0176,1.0141,737.7740,5.9144
CP002027.1,gene,612085,612174,-,MMSYN1_0506,,tRNA,tRNA-Leu,89,924.2921,0.0000,3062.5865,0.0000,966.3483,1.5056,3184.8597,4.9622,537.6180,0.0000,956.2288,0.0000,3123.7231,2.4811,956.2288,0.0000,2039.9760,1.2405,99.5600,3.2260
CP002027.1,gene,612184,612260,-,MMSYN1_0507,,tRNA,tRNA-Lys,76,2088.8289,0.0000,6921.2092,0.0000,2049.4737,0.1316,6754.5896,0.4337,1209.3421,0.0000,2150.9843,0.0000,6837.8994,0.2168,2150.9843,0.0000,4494.4418,0.1084,100.8288,2.4614
CP002027.1,gene,612264,612339,-,MMSYN1_0508,,tRNA,tRNA-Gln,75,3052.4267,0.0000,10114.0324,0.0000,2939.4000,0.0000,9687.5801,0.0000,1725.8667,0.0000,3069.6955,0.0000,9900.8062,0.0000,3069.6955,0.0000,6485.2509,0.0000,111.8386,2.7662
CP002027.1,gene,612345,612429,-,MMSYN1_0509,,tRNA,tRNA-Tyr,84,4841.5714,0.6429,16042.2560,2.1301,4890.4881,1.5714,16117.9136,5.1791,2466.4881,0.0000,4386.9944,0.0000,16080.0848,3.6546,4386.9944,0.0000,10233.5396,1.8273,120.3345,2.0250
CP002027.1,gene,612435,612511,-,MMSYN1_0510,,tRNA,tRNA-Thr,76,5982.8684,1.3421,19823.8750,4.4470,6023.7763,1.6842,19852.9685,5.5508,2541.8289,0.8421,4520.9987,1.4978,19838.4218,4.9989,4520.9987,1.4978,12179.7102,3.2483,122.9067,1.9665
CP002027.1,gene,612637,613261,-,MMSYN1_0511,,mRNA,conserved hypothetical protein,624,3.2949,0.0000,10.9174,0.0000,1.5321,0.0000,5.0493,0.0000,8.3734,0.0000,14.8933,0.0000,7.9833,0.0000,14.8933,0.0000,11.4383,0.0000,142.9169,5.4343
CP002027.1,gene,613309,614248,-,MMSYN1_0512,plsC,mRNA,1-acyl-sn-glycerol-3-phosphate acyltransferase,939,9.0383,0.0000,29.9480,0.0000,10.8733,0.8520,35.8358,2.8079,82.3781,1.5293,146.5209,2.7201,32.8919,1.4039,146.5209,2.7201,89.7064,2.0620,393.4693,4.7322
CP002027.1,gene,614413,614746,-,MMSYN1_0513,acpS,mRNA,holo-[acyl-carrier-protein] synthase,333,3.2432,0.0000,10.7463,0.0000,2.9159,0.0000,9.6102,0.0000,13.0330,0.9249,23.1811,1.6451,10.1782,0.0000,23.1811,1.6451,16.6797,0.8226,88.1607,2.7807
CP002027.1,gene,614765,615842,-,MMSYN1_0514,,mRNA,conserved hypothetical protein,1077,0.1801,0.0000,0.5968,0.0000,0.4345,0.0000,1.4321,0.0000,1.1300,0.0000,2.0098,0.0000,1.0145,0.0000,2.0098,0.0000,1.5122,0.0000,241.4621,1.2503
CP002027.1,gene,615882,616365,-,MMSYN1_0515,,mRNA,deoxycytidylate deaminase (dCMP deaminase),483,224.7308,0.8199,744.6322,2.7166,224.7950,1.3416,740.8722,4.4217,385.6170,1.5942,685.8738,2.8355,742.7522,3.5691,685.8738,2.8355,714.3130,3.2023,613.9488,0.7156
CP002027.1,gene,616367,617669,-,MMSYN1_0516,,mRNA,putative membrane protein,1302,18.8679,0.3833,62.5176,1.2699,28.7788,0.9332,94.8483,3.0755,130.8126,1.2266,232.6685,2.1816,78.6829,2.1727,232.6685,2.1816,155.6757,2.1772,622.1767,6.1030
CP002027.1,gene,617661,618594,-,MMSYN1_0517,,mRNA,ribosomal large subunit pseudouridine synthase D,933,9.4352,0.0000,31.2628,0.0000,23.4727,0.4244,77.3605,1.3988,117.1929,2.7245,208.4440,4.8460,54.3116,0.6994,208.4440,4.8460,131.3778,2.7727,722.5458,12.7191
CP002027.1,gene,618574,619183,-,MMSYN1_0518,lspA,mRNA,signal peptidase II,609,2.2956,0.0000,7.6062,0.0000,1.7504,0.0000,5.7689,0.0000,24.9622,0.4171,44.3988,0.7418,6.6876,0.0000,44.3988,0.7418,25.5432,0.3709,859.9749,6.4743
CP002027.1,gene,619173,621921,-,MMSYN1_0519,ileS,mRNA,isoleucine--tRNA ligase,2748,12.9312,0.8068,42.8468,2.6732,14.8777,0.5076,49.0335,1.6731,31.7063,1.6914,56.3942,3.0084,45.9402,2.1731,56.3942,3.0084,51.1672,2.5908,217.1850,2.2414
CP002027.1,gene,622613,623603,-,MMSYN1_0520,,mRNA,conserved hypothetical protein,990,4.1030,0.0000,13.5951,0.0000,3.4202,0.3253,11.2722,1.0720,117.2343,0.0000,208.5177,0.0000,12.4337,0.5360,208.5177,0.0000,110.4757,0.2680,114.0122,0.8144
CP002027.1,gene,623615,624032,-,MMSYN1_0521,,mRNA,conserved hypothetical protein,417,110.3981,0.0288,365.7974,0.0954,96.0432,0.0000,316.5360,0.0000,568.4101,3.3645,1010.9969,5.9842,341.1667,0.0477,1010.9969,5.9842,676.0818,3.0160,240.6696,1.4401
CP002027.1,gene,624043,625201,-,MMSYN1_0522,ftsZ,mRNA,cell division protein FtsZ,1158,937.7409,11.2686,3107.1482,37.3377,838.7945,13.8273,2764.4719,45.5715,1722.5751,37.8428,3063.8410,67.3088,2935.8101,41.4546,3063.8410,67.3088,2999.8256,54.3817,516.0424,2.7789
CP002027.1,gene,625315,626476,-,MMSYN1_0523,,mRNA,conserved hypothetical protein,1161,0.8045,0.0000,2.6656,0.0000,0.0327,0.0000,0.1079,0.0000,7.4298,0.0000,13.2149,0.0000,1.3867,0.0000,13.2149,0.0000,7.3008,0.0000,67.2587,1.4687
CP002027.1,gene,626484,627411,-,MMSYN1_0524,mraW,mRNA,S-adenosyl-methyltransferase MraW,927,2.9730,0.0000,9.8510,0.0000,12.1607,0.0000,40.0790,0.0000,52.0561,0.8533,92.5891,1.5177,24.9650,0.0000,92.5891,1.5177,58.7770,0.7588,293.4867,2.4854
CP002027.1,gene,627419,627821,-,MMSYN1_0525,mraZ,mRNA,protein MraZ,402,25.4701,0.0000,84.3938,0.0000,33.5995,0.0000,110.7362,0.0000,99.5721,0.0000,177.1030,0.0000,97.5650,0.0000,177.1030,0.0000,137.3340,0.0000,446.1208,2.2007
CP002027.1,gene,627927,628107,-,MMSYN1_0526,rpmF,mRNA,ribosomal protein L32,180,9941.0444,0.0000,32939.0535,0.0000,9849.9944,1.2000,32463.2954,3.9549,8277.8111,8.2889,14723.2460,14.7429,32701.1744,1.9775,14723.2460,14.7429,23712.2102,8.3602,488.2101,0.0369
CP002027.1,gene,628121,628640,-,MMSYN1_0527,,mRNA,conserved hypothetical protein,519,1919.7938,0.0000,6361.1215,0.0000,1768.9981,0.5318,5830.2070,1.7527,1258.3834,0.9634,2238.2111,1.7135,6095.6643,0.8763,2238.2111,1.7135,4166.9377,1.2949,159.3885,0.1222
CP002027.1,gene,628639,631024,-,MMSYN1_0528,pheT,mRNA,phenylalanyl-tRNA synthetase_ beta subunit,2385,1.3434,0.0000,4.4513,0.0000,1.6713,0.0000,5.5081,0.0000,21.9069,0.1149,38.9645,0.2043,4.9797,0.0000,38.9645,0.2043,21.9721,0.1022,207.1033,0.7520
CP002027.1,gene,631032,632085,-,MMSYN1_0529,pheS,mRNA,phenylalanyl-tRNA synthetase_ alpha subunit,1053,12.0408,0.3856,39.8966,1.2775,23.0437,0.0000,75.9466,0.0000,99.8424,0.4425,177.5836,0.7871,57.9216,0.6388,177.5836,0.7871,117.7526,0.7130,154.1715,0.1268
CP002027.1,gene,632114,632723,-,MMSYN1_0530,,mRNA,conserved hypothetical protein,609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,102.0089,0.4682
CP002027.1,gene,632731,637180,-,MMSYN1_0531,,mRNA,efflux ABC transporter_ permease protein,4449,0.2365,0.1115,0.7835,0.3694,0.8107,0.0000,2.6720,0.0000,1.6900,0.0989,3.0060,0.1759,1.7278,0.1847,3.0060,0.1759,2.3669,0.1803,118.6107,2.0782
CP002027.1,gene,637295,637404,-,MMSYN1_0532,rrf,rRNA,5S ribosomal RNA,109,4261.2202,6.7339,14119.2970,22.3125,5996.2844,23.4312,19762.3616,77.2238,19811.0183,47.9358,35236.6698,85.2605,16940.8293,49.7681,35236.6698,85.2605,26088.7496,67.5143,0.0000,0.0000
CP002027.1,gene,637478,640373,-,MMSYN1_0533,rrl,rRNA,23S ribosomal RNA,2895,774.5219,0.7420,2566.3319,2.4585,1251.6656,3.3838,4125.1994,11.1521,1987.4383,6.3534,3534.9373,11.3004,3345.7656,6.8053,3534.9373,11.3004,3440.3515,9.0528,0.2294,0.0000
CP002027.1,gene,640603,642127,-,MMSYN1_0534,rrs,rRNA,16S ribosomal RNA,1524,113.0755,0.0000,374.6687,0.0000,893.3255,1.8556,2944.1934,6.1158,1140.3845,0.4764,2028.3335,0.8473,1659.4311,3.0579,2028.3335,0.8473,1843.8823,1.9526,2.1925,0.0000
CP002027.1,gene,642338,644003,-,MMSYN1_0535,argS,mRNA,arginine--tRNA ligase,1665,26.8943,0.0000,89.1126,0.0000,35.9898,0.0000,118.6140,0.0000,126.7580,1.2913,225.4568,2.2967,103.8633,0.0000,225.4568,2.2967,164.6600,1.1484,642.0501,6.3953
CP002027.1,gene,644004,644553,-,MMSYN1_0536,frr,mRNA,ribosome recycling factor,549,101.5046,0.9617,336.3292,3.1867,120.9089,0.4536,398.4878,1.4948,418.9872,0.6302,745.2275,1.1210,367.4085,2.3407,745.2275,1.1210,556.3180,1.7309,3216.6802,3.9205
CP002027.1,gene,644563,645277,-,MMSYN1_0537,pyrH,mRNA,UMP kinase,714,210.1359,1.4132,696.2725,4.6824,218.5630,1.3529,720.3330,4.4590,514.3459,10.8754,914.8363,19.3433,708.3028,4.5707,914.8363,19.3433,811.5695,11.9570,3225.9768,1.1991
CP002027.1,gene,645410,646016,-,MMSYN1_0538,,mRNA,conserved hypothetical protein,606,8.1733,0.0000,27.0816,0.0000,9.0726,0.0000,29.9012,0.0000,491.4488,0.9175,874.1106,1.6319,28.4914,0.0000,874.1106,1.6319,451.3010,0.8159,1577.8643,33.4400
CP002027.1,gene,646015,646903,-,MMSYN1_0539,tsf,mRNA,translation elongation factor Ts,888,280.0788,0.0000,928.0244,0.0000,357.9606,0.1847,1179.7550,0.6087,1292.8570,0.5236,2299.5272,0.9314,1053.8897,0.3043,2299.5272,0.9314,1676.7084,0.6179,2081.0416,74.7165
CP002027.1,gene,646914,647793,-,MMSYN1_0540,rpsB,mRNA,ribosomal protein S2,879,705.5063,0.0000,2337.6526,0.0000,673.7793,0.5347,2220.6202,1.7622,1622.4460,0.9625,2885.7473,1.7119,2279.1364,0.8811,2885.7473,1.7119,2582.4418,1.2965,3026.7977,39.9429
CP002027.1,gene,648000,649119,-,MMSYN1_0541,dnaJ,mRNA,chaperone protein DnaJ,1119,55.4602,0.0000,183.7641,0.0000,53.4120,0.1609,176.0335,0.5302,172.7212,0.3878,307.2088,0.6898,179.8988,0.2651,307.2088,0.6898,243.5538,0.4775,317.2518,0.6922
CP002027.1,gene,649182,650958,-,MMSYN1_0542,dnaK,mRNA,chaperone protein DnaK,1776,148.5619,0.2883,492.2511,0.9552,156.6762,2.2021,516.3685,7.2577,338.3834,2.6132,601.8623,4.6479,504.3098,4.1065,601.8623,4.6479,553.0861,4.3772,1332.0342,1.6071
CP002027.1,gene,651016,651619,-,MMSYN1_0543,grpE,mRNA,co-chaperone GrpE,603,13.0000,0.1758,43.0747,0.5825,16.1625,0.0000,53.2679,0.0000,75.4013,0.6799,134.1118,1.2094,48.1713,0.2912,134.1118,1.2094,91.1416,0.7503,292.5767,0.5813
CP002027.1,gene,651620,652643,-,MMSYN1_0544,hrcA,mRNA,heat-inducible transcription repressor HrcA,1023,8.6090,0.2131,28.5254,0.7061,7.8778,0.0000,25.9634,0.0000,32.7849,0.0000,58.3126,0.0000,27.2444,0.3530,58.3126,0.0000,42.7785,0.1765,387.0637,0.0000
CP002027.1,gene,652647,654789,-,MMSYN1_0545,,mRNA,ATPase family associated with various cellular activities (AAA) protein,2142,68.0084,0.4991,225.3418,1.6536,61.5579,0.2297,202.8805,0.7570,129.4967,1.3231,230.3281,2.3533,214.1111,1.2053,230.3281,2.3533,222.2196,1.7793,278.2959,0.0000
CP002027.1,gene,654951,655188,-,MMSYN1_0546,,pseudo,PSEUDOGENE - putative hydrolase of the HAD family,237,285.3165,0.0000,945.3789,0.0000,304.1308,0.0000,1002.3445,0.0000,866.9325,0.0000,1541.9608,0.0000,973.8617,0.0000,1541.9608,0.0000,1257.9113,0.0000,124.8867,0.0778
CP002027.1,gene,655175,655817,-,MMSYN1_0547,,pseudo,PSEUDOGENE - putative hydrolase of the HAD family,642,34.1231,0.0000,113.0647,0.0000,38.0763,0.0000,125.4907,0.0000,208.4938,0.0000,370.8354,0.0000,119.2777,0.0000,370.8354,0.0000,245.0565,0.0000,442.1307,0.4729
CP002027.1,gene,655816,656362,-,MMSYN1_0548,,mRNA,rRNA Methylase,546,166.8040,0.0000,552.6951,0.0000,145.5952,0.4689,479.8481,1.5453,365.3516,0.9139,649.8291,1.6255,516.2716,0.7726,649.8291,1.6255,583.0503,1.1991,643.7129,1.7392
CP002027.1,gene,656374,656977,-,MMSYN1_0549,,mRNA,Ham1 family,603,0.0000,0.0000,0.0000,0.0000,0.6816,0.0000,2.2464,0.0000,40.5804,0.0000,72.1780,0.0000,1.1232,0.0000,72.1780,0.0000,36.6506,0.0000,342.8417,4.1964
CP002027.1,gene,657178,659694,+,MMSYN1_0550,,pseudo,PSEUDOGENE - putative lipoprotein_ authentic frameshift,2516,0.2107,0.1216,0.6980,0.4030,0.2448,0.0000,0.8069,0.0000,7.1403,0.2957,12.7000,0.5260,0.7524,0.2015,12.7000,0.5260,6.7262,0.3637,56.5137,6.1771
CP002027.1,gene,659873,662378,+,MMSYN1_0551,,mRNA,putative liporotein,2505,10.9090,0.0000,36.1463,0.0000,14.3046,0.1277,47.1446,0.4210,98.9541,1.2244,176.0037,2.1777,41.6454,0.2105,176.0037,2.1777,108.8246,1.1941,1664.4485,2.3950
CP002027.1,gene,662694,663483,+,MMSYN1_0552,,mRNA,conserved hypothetical integrative conjugal element protein,789,0.5577,0.0000,1.8478,0.0000,0.0000,0.0000,0.0000,0.0000,1.2662,0.5982,2.2520,1.0640,0.9239,0.0000,2.2520,1.0640,1.5880,0.5320,2.7747,24.6060
CP002027.1,gene,663751,664993,+,MMSYN1_0553,,mRNA,conserved hypothetical integrative conjugal element protein,1242,0.2625,0.0000,0.8697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7794,0.0000,1.3863,0.4349,0.0000,0.0000,1.3863,0.2174,0.6931,2.8585,42.2866
CP002027.1,gene,665165,665999,+,MMSYN1_0554,,mRNA,C-5 cytosine-specific DNA methylase,834,0.0000,0.0000,0.0000,0.0000,0.3669,0.5947,1.2092,1.9601,0.2974,2.6691,0.5289,4.7473,0.6046,0.9800,0.5289,4.7473,0.5668,2.8637,8.5377,31.7854
CP002027.1,gene,666027,668043,+,MMSYN1_0555,,mRNA,membrane protein_ putative (TraD/TraG family),2016,0.0000,0.1687,0.0000,0.5588,0.1538,0.0000,0.5068,0.0000,0.3284,0.2574,0.5841,0.4579,0.2534,0.2794,0.5841,0.4579,0.4187,0.3687,5.1867,16.0969
CP002027.1,gene,668058,669015,+,MMSYN1_0556,,mRNA,conserved hypothetical integrative conjugal element protein,957,3.0899,0.7524,10.2381,2.4929,1.3992,0.4807,4.6113,1.5842,2.6029,4.3260,4.6297,7.6944,7.4247,2.0385,4.6297,7.6944,6.0272,4.8665,20.3319,12.5465
