orfs	isoform_id	n_reads	strand	n_orfs	n_with_stop	n_without_stop
MMSYN1_0604✓	ISO_029984	25	+	1	1	0
MMSYN1_0604✓	ISO_029986	15	+	1	1	0
MMSYN1_0604✓	ISO_029990	17	+	1	1	0
MMSYN1_0604✓	ISO_029992	12	+	1	1	0
MMSYN1_0604✓	ISO_029994	12	+	1	1	0
MMSYN1_0604✓	ISO_029999	12	+	1	1	0
MMSYN1_0604✓	ISO_030001	13	+	1	1	0
MMSYN1_0604✓	ISO_030003	20	+	1	1	0
MMSYN1_0606✓	ISO_060645	14	-	1	1	0
MMSYN1_0606✓	ISO_060658	14	-	1	1	0
MMSYN1_0606✓	ISO_060711	18	-	1	1	0
MMSYN1_0606✓	ISO_060622	14	-	1	1	0
MMSYN1_0606✓	ISO_060624	152	-	1	1	0
MMSYN1_0606✓	ISO_060632	22	-	1	1	0
MMSYN1_0606✓	ISO_060637	19	-	1	1	0
MMSYN1_0606✓	ISO_060638	19	-	1	1	0
MMSYN1_0606✓	ISO_060639	18	-	1	1	0
MMSYN1_0606✓	ISO_060642	11	-	1	1	0
MMSYN1_0606✓	ISO_060643	10	-	1	1	0
MMSYN1_0606✓	ISO_060647	17	-	1	1	0
MMSYN1_0606✓	ISO_060663	24	-	1	1	0
MMSYN1_0606✓	ISO_060666	11	-	1	1	0
MMSYN1_0606✓	ISO_060673	11	-	1	1	0
MMSYN1_0606✓	ISO_060677	22	-	1	1	0
MMSYN1_0606✓	ISO_060683	21	-	1	1	0
MMSYN1_0606✓	ISO_060690	11	-	1	1	0
MMSYN1_0606✓	ISO_060701	31	-	1	1	0
MMSYN1_0606✓	ISO_060715	12	-	1	1	0
MMSYN1_0606✓	ISO_060726	11	-	1	1	0
MMSYN1_0606✓	ISO_060730	21	-	1	1	0
MMSYN1_0606✓	ISO_060734	20	-	1	1	0
MMSYN1_0606✓	ISO_060746	11	-	1	1	0
MMSYN1_0606✓	ISO_060753	12	-	1	1	0
MMSYN1_0606✓	ISO_060760	14	-	1	1	0
MMSYN1_0606✓	ISO_060772	11	-	1	1	0
MMSYN1_0606✓	ISO_060780	12	-	1	1	0
MMSYN1_0606✓	ISO_060793	15	-	1	1	0
MMSYN1_0606✓	ISO_060819	14	-	1	1	0
MMSYN1_0607✓ MMSYN1_0606✓	ISO_060828	17	-	2	2	0
MMSYN1_0607✓ MMSYN1_0606✓	ISO_060837	38	-	2	2	0
MMSYN1_0607✓ MMSYN1_0606✓	ISO_060844	888	-	2	2	0
MMSYN1_0607✓ MMSYN1_0606✓	ISO_060903	446	-	2	2	0
MMSYN1_0607✓ MMSYN1_0606✓	ISO_060888	17	-	2	2	0
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060889	13	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060845	19	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060890	19	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060891	31	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060892	26	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060846	30	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060847	17	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060848	25	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060849	20	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060912	34	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060850	106	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060893	16	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060851	22	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060852	16	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060853	29	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060894	21	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060854	36	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060895	30	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060855	12	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060856	24	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060857	18	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060858	23	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060859	10	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060860	15	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060861	11	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060862	19	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060896	37	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060863	132	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060924	55	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060864	21	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060897	18	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060866	16	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060867	15	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060928	11	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060868	39	-	2	1	1
MMSYN1_0606✗	ISO_060727	19	-	1	0	1
MMSYN1_0606✗	ISO_060803	10	-	1	0	1
MMSYN1_0606✗	ISO_060816	21	-	1	0	1
MMSYN1_0606✗	ISO_060692	10	-	1	0	1
MMSYN1_0606✗	ISO_060699	10	-	1	0	1
MMSYN1_0606✗	ISO_060708	10	-	1	0	1
MMSYN1_0606✗	ISO_060718	26	-	1	0	1
MMSYN1_0606✗	ISO_060723	23	-	1	0	1
MMSYN1_0606✗	ISO_060731	51	-	1	0	1
MMSYN1_0606✗	ISO_060736	14	-	1	0	1
MMSYN1_0606✗	ISO_060747	26	-	1	0	1
MMSYN1_0606✗	ISO_060752	22	-	1	0	1
MMSYN1_0606✗	ISO_060761	40	-	1	0	1
MMSYN1_0606✗	ISO_060775	32	-	1	0	1
MMSYN1_0606✗	ISO_060782	37	-	1	0	1
MMSYN1_0606✗	ISO_060792	27	-	1	0	1
MMSYN1_0606✗	ISO_060808	15	-	1	0	1
MMSYN1_0606✗	ISO_060823	32	-	1	0	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060829	19	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060838	99	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060869	2996	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060929	1200	-	2	1	1
MMSYN1_0606✗	ISO_060682	29	-	1	0	1
MMSYN1_0606✗	ISO_060696	10	-	1	0	1
MMSYN1_0606✗	ISO_060766	24	-	1	0	1
MMSYN1_0606✗	ISO_060703	32	-	1	0	1
MMSYN1_0606✗	ISO_060756	18	-	1	0	1
MMSYN1_0606✗	ISO_060759	16	-	1	0	1
MMSYN1_0606✗	ISO_060777	11	-	1	0	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060870	15	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060871	14	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060872	26	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060874	358	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060931	95	-	2	1	1
MMSYN1_0607✓ MMSYN1_0606✗	ISO_060830	10	-	2	1	1
MMSYN1_0607✓	ISO_060831	50	-	1	1	0
MMSYN1_0607✓	ISO_060839	161	-	1	1	0
MMSYN1_0607✓	ISO_060876	4168	-	1	1	0
MMSYN1_0607✓	ISO_060932	2730	-	1	1	0
MMSYN1_0607✓	ISO_060933	30	-	1	1	0
MMSYN1_0607✓	ISO_060877	111	-	1	1	0
MMSYN1_0607✗	ISO_060878	360	-	1	0	1
MMSYN1_0607✗	ISO_060934	280	-	1	0	1
MMSYN1_0607✗	ISO_060836	16	-	1	0	1
MMSYN1_0607✗	ISO_060898	13	-	1	0	1
MMSYN1_0607✗	ISO_060879	19	-	1	0	1
MMSYN1_0607✗	ISO_060880	16	-	1	0	1
MMSYN1_0607✗	ISO_060881	40	-	1	0	1
MMSYN1_0607✗	ISO_060882	19	-	1	0	1
MMSYN1_0607✗	ISO_060899	16	-	1	0	1
MMSYN1_0612✗	ISO_061049	11	-	1	0	1
MMSYN1_0613✓	ISO_061170	60	-	1	1	0
MMSYN1_0614✓ MMSYN1_0613✓	ISO_061203	18	-	2	2	0
MMSYN1_0614✓ MMSYN1_0613✓	ISO_061218	10	-	2	2	0
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✓	ISO_061280	129	-	3	3	0
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✓	ISO_061325	13	-	3	3	0
MMSYN1_0613✗	ISO_061103	15	-	1	0	1
MMSYN1_0613✗	ISO_061116	12	-	1	0	1
MMSYN1_0614✓ MMSYN1_0613✗	ISO_061205	28	-	2	1	1
MMSYN1_0614✓ MMSYN1_0613✗	ISO_061238	16	-	2	1	1
MMSYN1_0613✗	ISO_061171	95	-	1	0	1
MMSYN1_0614✓ MMSYN1_0613✗	ISO_061196	22	-	2	1	1
MMSYN1_0614✓ MMSYN1_0613✗	ISO_061219	20	-	2	1	1
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✗	ISO_061282	206	-	3	2	1
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✗	ISO_061326	25	-	3	2	1
MMSYN1_0613✗	ISO_061173	19	-	1	0	1
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✗	ISO_061285	35	-	3	2	1
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✗	ISO_061302	10	-	3	2	1
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✗	ISO_061309	50	-	3	2	1
MMSYN1_0613✗	ISO_061176	13	-	1	0	1
MMSYN1_0614✓ MMSYN1_0613✗	ISO_061207	14	-	2	1	1
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✗	ISO_061310	184	-	3	2	1
MMSYN1_0615✓ MMSYN1_0614✓ MMSYN1_0613✗	ISO_061332	22	-	3	2	1
MMSYN1_0615✓ MMSYN1_0614✗	ISO_061311	47	-	2	1	1
MMSYN1_0615✓ MMSYN1_0614✗	ISO_061312	31	-	2	1	1
MMSYN1_0615✓ MMSYN1_0614✗	ISO_061315	161	-	2	1	1
MMSYN1_0615✓ MMSYN1_0614✗	ISO_061336	21	-	2	1	1
MMSYN1_0615✓ MMSYN1_0614✗	ISO_061316	23	-	2	1	1
MMSYN1_0615✓ MMSYN1_0614✗	ISO_061319	12	-	2	1	1
MMSYN1_0616✗	ISO_030029	288	+	1	0	1
MMSYN1_0616✗	ISO_030031	18	+	1	0	1
MMSYN1_0616✓ MMSYN1_0617✗	ISO_030032	31	+	2	1	1
MMSYN1_0616✓ MMSYN1_0617✗	ISO_030033	78	+	2	1	1
MMSYN1_0616✓ MMSYN1_0617✗	ISO_030034	24	+	2	1	1
MMSYN1_0616✓ MMSYN1_0617✗	ISO_030038	11	+	2	1	1
MMSYN1_0616✓ MMSYN1_0617✗	ISO_030042	25	+	2	1	1
MMSYN1_0616✓ MMSYN1_0617✗	ISO_030043	16	+	2	1	1
MMSYN1_0616✓ MMSYN1_0617✓	ISO_030044	386	+	2	2	0
MMSYN1_0616✓ MMSYN1_0617✓	ISO_030049	21	+	2	2	0
MMSYN1_0616✗	ISO_030051	15	+	1	0	1
MMSYN1_0616✓ MMSYN1_0617✗	ISO_030052	10	+	2	1	1
MMSYN1_0616✓ MMSYN1_0617✗	ISO_030056	14	+	2	1	1
MMSYN1_0616✓ MMSYN1_0617✓	ISO_030057	84	+	2	2	0
MMSYN1_0616✓ MMSYN1_0617✓	ISO_030061	16	+	2	2	0
MMSYN1_0617✓	ISO_030062	16	+	1	1	0
MMSYN1_0617✓	ISO_030074	21	+	1	1	0
MMSYN1_0617✓	ISO_030085	44	+	1	1	0
MMSYN1_0617✓	ISO_030091	20	+	1	1	0
MMSYN1_0617✓	ISO_030094	10	+	1	1	0
MMSYN1_0617✓	ISO_030109	12	+	1	1	0
MMSYN1_0617✓	ISO_030111	12	+	1	1	0
MMSYN1_0617✓	ISO_030112	37	+	1	1	0
MMSYN1_0621✓ MMSYN1_0620✓	ISO_061354	64	-	2	2	0
MMSYN1_0621✓ MMSYN1_0620✓	ISO_061360	12	-	2	2	0
MMSYN1_0621✓ MMSYN1_0620✓	ISO_061356	713	-	2	2	0
MMSYN1_0621✓ MMSYN1_0620✓	ISO_061361	73	-	2	2	0
MMSYN1_0621✓ MMSYN1_0620✓	ISO_061364	13	-	2	2	0
MMSYN1_0621✓ MMSYN1_0620✓	ISO_061357	12	-	2	2	0
MMSYN1_0621✓ MMSYN1_0620✓	ISO_061358	10	-	2	2	0
MMSYN1_0628✓ MMSYN1_0626✓ MMSYN1_0625✓	ISO_062665	10	-	3	3	0
MMSYN1_0625✓	ISO_061560	10	-	1	1	0
MMSYN1_0625✓	ISO_061574	14	-	1	1	0
MMSYN1_0625✓	ISO_061393	13	-	1	1	0
MMSYN1_0625✓	ISO_061492	13	-	1	1	0
MMSYN1_0625✓	ISO_061569	20	-	1	1	0
MMSYN1_0625✓	ISO_061460	10	-	1	1	0
MMSYN1_0625✓	ISO_061539	11	-	1	1	0
MMSYN1_0626✓ MMSYN1_0625✗	ISO_061681	20	-	2	1	1
MMSYN1_0625✗	ISO_061407	28	-	1	0	1
MMSYN1_0625✗	ISO_061454	19	-	1	0	1
MMSYN1_0625✗	ISO_061552	32	-	1	0	1
MMSYN1_0625✗	ISO_061394	21	-	1	0	1
MMSYN1_0625✗	ISO_061420	31	-	1	0	1
MMSYN1_0625✗	ISO_061545	23	-	1	0	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_061737	17	-	2	1	1
MMSYN1_0625✗	ISO_061477	15	-	1	0	1
MMSYN1_0625✗	ISO_061498	10	-	1	0	1
MMSYN1_0625✗	ISO_061513	11	-	1	0	1
MMSYN1_0625✗	ISO_061638	16	-	1	0	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_061653	15	-	2	1	1
MMSYN1_0625✗	ISO_061401	18	-	1	0	1
MMSYN1_0625✗	ISO_061412	14	-	1	0	1
MMSYN1_0625✗	ISO_061433	14	-	1	0	1
MMSYN1_0625✗	ISO_061508	10	-	1	0	1
MMSYN1_0625✗	ISO_061536	24	-	1	0	1
MMSYN1_0625✗	ISO_061610	11	-	1	0	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_061689	10	-	2	1	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_062124	11	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✓ MMSYN1_0625✗	ISO_062667	22	-	3	2	1
MMSYN1_0625✗	ISO_061501	10	-	1	0	1
MMSYN1_0625✗	ISO_061480	11	-	1	0	1
MMSYN1_0625✗	ISO_061515	15	-	1	0	1
MMSYN1_0625✗	ISO_061517	10	-	1	0	1
MMSYN1_0625✗	ISO_061541	13	-	1	0	1
MMSYN1_0625✗	ISO_061554	19	-	1	0	1
MMSYN1_0625✗	ISO_061572	20	-	1	0	1
MMSYN1_0625✗	ISO_061601	10	-	1	0	1
MMSYN1_0625✗	ISO_061611	20	-	1	0	1
MMSYN1_0625✗	ISO_061639	10	-	1	0	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_062031	10	-	2	1	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_062108	11	-	2	1	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_062138	10	-	2	1	1
MMSYN1_0625✗	ISO_061466	17	-	1	0	1
MMSYN1_0625✗	ISO_061561	11	-	1	0	1
MMSYN1_0625✗	ISO_061582	16	-	1	0	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_061650	13	-	2	1	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_061706	12	-	2	1	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_061830	11	-	2	1	1
MMSYN1_0626✓ MMSYN1_0625✗	ISO_062125	12	-	2	1	1
MMSYN1_0626✓	ISO_062148	10	-	1	1	0
MMSYN1_0628✓ MMSYN1_0626✓	ISO_062678	63	-	2	2	0
MMSYN1_0626✓	ISO_062115	10	-	1	1	0
MMSYN1_0626✓	ISO_061764	22	-	1	1	0
MMSYN1_0626✓	ISO_062003	99	-	1	1	0
MMSYN1_0626✓	ISO_062235	19	-	1	1	0
MMSYN1_0626✓	ISO_062568	20	-	1	1	0
MMSYN1_0626✓	ISO_062603	20	-	1	1	0
MMSYN1_0626✓	ISO_062658	10	-	1	1	0
MMSYN1_0626✓	ISO_061652	102	-	1	1	0
MMSYN1_0626✓	ISO_061658	34	-	1	1	0
MMSYN1_0626✓	ISO_061670	32	-	1	1	0
MMSYN1_0626✓	ISO_061674	68	-	1	1	0
MMSYN1_0626✓	ISO_061680	63	-	1	1	0
MMSYN1_0626✓	ISO_061686	25	-	1	1	0
MMSYN1_0626✓	ISO_061690	62	-	1	1	0
MMSYN1_0626✓	ISO_061704	59	-	1	1	0
MMSYN1_0626✓	ISO_061712	37	-	1	1	0
MMSYN1_0626✓	ISO_061713	14	-	1	1	0
MMSYN1_0626✓	ISO_061716	62	-	1	1	0
MMSYN1_0626✓	ISO_061721	66	-	1	1	0
MMSYN1_0626✓	ISO_061734	70	-	1	1	0
MMSYN1_0626✓	ISO_061739	128	-	1	1	0
MMSYN1_0626✓	ISO_061749	99	-	1	1	0
MMSYN1_0626✓	ISO_061753	45	-	1	1	0
MMSYN1_0626✓	ISO_061758	32	-	1	1	0
MMSYN1_0626✓	ISO_061759	32	-	1	1	0
MMSYN1_0626✓	ISO_061771	72	-	1	1	0
MMSYN1_0626✓	ISO_061776	23	-	1	1	0
MMSYN1_0626✓	ISO_061784	87	-	1	1	0
MMSYN1_0626✓	ISO_061790	52	-	1	1	0
MMSYN1_0626✓	ISO_061793	46	-	1	1	0
MMSYN1_0626✓	ISO_061801	56	-	1	1	0
MMSYN1_0626✓	ISO_061808	111	-	1	1	0
MMSYN1_0626✓	ISO_061822	74	-	1	1	0
MMSYN1_0626✓	ISO_061834	63	-	1	1	0
MMSYN1_0626✓	ISO_061846	34	-	1	1	0
MMSYN1_0626✓	ISO_061861	41	-	1	1	0
MMSYN1_0626✓	ISO_061869	70	-	1	1	0
MMSYN1_0626✓	ISO_061877	41	-	1	1	0
MMSYN1_0626✓	ISO_061881	35	-	1	1	0
MMSYN1_0626✓	ISO_061888	24	-	1	1	0
MMSYN1_0626✓	ISO_061898	43	-	1	1	0
MMSYN1_0626✓	ISO_061900	28	-	1	1	0
MMSYN1_0626✓	ISO_061906	73	-	1	1	0
MMSYN1_0626✓	ISO_061915	58	-	1	1	0
MMSYN1_0626✓	ISO_061924	50	-	1	1	0
MMSYN1_0626✓	ISO_061933	64	-	1	1	0
MMSYN1_0626✓	ISO_061945	47	-	1	1	0
MMSYN1_0626✓	ISO_061955	21	-	1	1	0
MMSYN1_0626✓	ISO_061960	42	-	1	1	0
MMSYN1_0626✓	ISO_061966	36	-	1	1	0
MMSYN1_0626✓	ISO_061977	64	-	1	1	0
MMSYN1_0626✓	ISO_061982	48	-	1	1	0
MMSYN1_0626✓	ISO_061990	45	-	1	1	0
MMSYN1_0626✓	ISO_061995	42	-	1	1	0
MMSYN1_0626✓	ISO_062011	50	-	1	1	0
MMSYN1_0626✓	ISO_062018	31	-	1	1	0
MMSYN1_0626✓	ISO_062022	26	-	1	1	0
MMSYN1_0626✓	ISO_062026	81	-	1	1	0
MMSYN1_0626✓	ISO_062041	39	-	1	1	0
MMSYN1_0626✓	ISO_062047	68	-	1	1	0
MMSYN1_0626✓	ISO_062053	27	-	1	1	0
MMSYN1_0626✓	ISO_062057	45	-	1	1	0
MMSYN1_0626✓	ISO_062070	72	-	1	1	0
MMSYN1_0626✓	ISO_062077	34	-	1	1	0
MMSYN1_0626✓	ISO_062085	69	-	1	1	0
MMSYN1_0626✓	ISO_062098	133	-	1	1	0
MMSYN1_0626✓	ISO_062117	182	-	1	1	0
MMSYN1_0626✓	ISO_062127	222	-	1	1	0
MMSYN1_0626✓	ISO_062140	250	-	1	1	0
MMSYN1_0626✓	ISO_062157	25	-	1	1	0
MMSYN1_0626✓	ISO_062163	31	-	1	1	0
MMSYN1_0626✓	ISO_062174	110	-	1	1	0
MMSYN1_0626✓	ISO_062189	110	-	1	1	0
MMSYN1_0626✓	ISO_062197	20	-	1	1	0
MMSYN1_0626✓	ISO_062206	39	-	1	1	0
MMSYN1_0626✓	ISO_062215	174	-	1	1	0
MMSYN1_0626✓	ISO_062228	45	-	1	1	0
MMSYN1_0626✓	ISO_062240	23	-	1	1	0
MMSYN1_0626✓	ISO_062248	29	-	1	1	0
MMSYN1_0626✓	ISO_062255	40	-	1	1	0
MMSYN1_0626✓	ISO_062262	78	-	1	1	0
MMSYN1_0626✓	ISO_062279	44	-	1	1	0
MMSYN1_0626✓	ISO_062284	45	-	1	1	0
MMSYN1_0626✓	ISO_062299	50	-	1	1	0
MMSYN1_0626✓	ISO_062307	61	-	1	1	0
MMSYN1_0626✓	ISO_062313	37	-	1	1	0
MMSYN1_0626✓	ISO_062322	29	-	1	1	0
MMSYN1_0626✓	ISO_062324	19	-	1	1	0
MMSYN1_0626✓	ISO_062330	43	-	1	1	0
MMSYN1_0626✓	ISO_062339	41	-	1	1	0
MMSYN1_0626✓	ISO_062348	31	-	1	1	0
MMSYN1_0626✓	ISO_062358	82	-	1	1	0
MMSYN1_0626✓	ISO_062370	10	-	1	1	0
MMSYN1_0626✓	ISO_062375	10	-	1	1	0
MMSYN1_0626✓	ISO_062378	31	-	1	1	0
MMSYN1_0626✓	ISO_062390	26	-	1	1	0
MMSYN1_0626✓	ISO_062395	29	-	1	1	0
MMSYN1_0626✓	ISO_062400	29	-	1	1	0
MMSYN1_0626✓	ISO_062405	21	-	1	1	0
MMSYN1_0626✓	ISO_062410	22	-	1	1	0
MMSYN1_0626✓	ISO_062419	12	-	1	1	0
MMSYN1_0626✓	ISO_062421	30	-	1	1	0
MMSYN1_0626✓	ISO_062431	26	-	1	1	0
MMSYN1_0626✓	ISO_062436	28	-	1	1	0
MMSYN1_0626✓	ISO_062451	26	-	1	1	0
MMSYN1_0626✓	ISO_062454	91	-	1	1	0
MMSYN1_0626✓	ISO_062468	20	-	1	1	0
MMSYN1_0626✓	ISO_062483	24	-	1	1	0
MMSYN1_0626✓	ISO_062493	14	-	1	1	0
MMSYN1_0626✓	ISO_062500	35	-	1	1	0
MMSYN1_0626✓	ISO_062510	24	-	1	1	0
MMSYN1_0626✓	ISO_062522	17	-	1	1	0
MMSYN1_0626✓	ISO_062524	43	-	1	1	0
MMSYN1_0626✓	ISO_062531	17	-	1	1	0
MMSYN1_0626✓	ISO_062540	20	-	1	1	0
MMSYN1_0626✓	ISO_062546	10	-	1	1	0
MMSYN1_0626✓	ISO_062551	22	-	1	1	0
MMSYN1_0626✓	ISO_062558	22	-	1	1	0
MMSYN1_0626✓	ISO_062576	76	-	1	1	0
MMSYN1_0626✓	ISO_062594	29	-	1	1	0
MMSYN1_0626✓	ISO_062605	19	-	1	1	0
MMSYN1_0626✓	ISO_062625	51	-	1	1	0
MMSYN1_0626✓	ISO_062637	10	-	1	1	0
MMSYN1_0628✓ MMSYN1_0626✓	ISO_062679	1290	-	2	2	0
MMSYN1_0626✓	ISO_062476	24	-	1	1	0
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062686	19	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062687	18	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062689	51	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062690	10	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062695	15	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062696	12	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062697	17	-	2	1	1
MMSYN1_0626✗	ISO_062109	15	-	1	0	1
MMSYN1_0626✗	ISO_062100	10	-	1	0	1
MMSYN1_0626✗	ISO_062147	14	-	1	0	1
MMSYN1_0626✗	ISO_062063	23	-	1	0	1
MMSYN1_0626✗	ISO_062265	10	-	1	0	1
MMSYN1_0626✗	ISO_062131	36	-	1	0	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062698	49	-	2	1	1
MMSYN1_0626✗	ISO_061941	14	-	1	0	1
MMSYN1_0626✗	ISO_062360	26	-	1	0	1
MMSYN1_0626✗	ISO_061867	10	-	1	0	1
MMSYN1_0626✗	ISO_061929	13	-	1	0	1
MMSYN1_0626✗	ISO_061946	14	-	1	0	1
MMSYN1_0626✗	ISO_062068	16	-	1	0	1
MMSYN1_0626✗	ISO_062105	12	-	1	0	1
MMSYN1_0626✗	ISO_062145	17	-	1	0	1
MMSYN1_0626✗	ISO_062218	30	-	1	0	1
MMSYN1_0626✗	ISO_062456	14	-	1	0	1
MMSYN1_0626✗	ISO_062562	19	-	1	0	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062699	14	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062702	12	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062703	20	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062704	16	-	2	1	1
MMSYN1_0626✗	ISO_061836	11	-	1	0	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062705	37	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062707	10	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062709	36	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062710	15	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062711	10	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062712	11	-	2	1	1
MMSYN1_0628✓ MMSYN1_0626✗	ISO_062713	42	-	2	1	1
MMSYN1_0626✗	ISO_061996	14	-	1	0	1
MMSYN1_0626✗	ISO_062062	15	-	1	0	1
MMSYN1_0626✗	ISO_062201	30	-	1	0	1
MMSYN1_0626✗	ISO_062396	38	-	1	0	1
MMSYN1_0626✗	ISO_062411	42	-	1	0	1
MMSYN1_0626✗	ISO_062429	16	-	1	0	1
MMSYN1_0626✗	ISO_062491	27	-	1	0	1
MMSYN1_0626✗	ISO_062512	35	-	1	0	1
MMSYN1_0626✗	ISO_062552	28	-	1	0	1
MMSYN1_0626✗	ISO_062633	16	-	1	0	1
MMSYN1_0626✗	ISO_062648	11	-	1	0	1
MMSYN1_0626✗	ISO_061928	12	-	1	0	1
MMSYN1_0626✗	ISO_061936	11	-	1	0	1
MMSYN1_0626✗	ISO_061949	20	-	1	0	1
MMSYN1_0626✗	ISO_061958	14	-	1	0	1
MMSYN1_0626✗	ISO_061968	10	-	1	0	1
MMSYN1_0626✗	ISO_061983	20	-	1	0	1
MMSYN1_0626✗	ISO_061989	11	-	1	0	1
MMSYN1_0626✗	ISO_062005	23	-	1	0	1
MMSYN1_0626✗	ISO_062014	26	-	1	0	1
MMSYN1_0626✗	ISO_062020	15	-	1	0	1
MMSYN1_0626✗	ISO_062023	17	-	1	0	1
MMSYN1_0626✗	ISO_062033	37	-	1	0	1
