chrom,feature,start0,end0,strand,locus_tag,gene_name,rna_type,gene_product,protein_mw_Da,iPM_rep1,iPM_rep2,iPM_rep3,iPM_mean,iPM_CV,ptn_copy_number,TMRs,topo_regions,protein_length,signalP,ptn_localization
CP002027.1,gene,585151,585736,-,MMSYN1_0478,,mRNA,conserved hypothetical protein,22931.30420000001,31.66968051324798,25.442689279673345,30.998696011555285,29.37035526815887,0.11637460847875354,3.754913475673928,4.0,"[('inside', 1, 15), ('TMhelix', 16, 33), ('outside', 34, 47), ('TMhelix', 48, 68), ('inside', 69, 87), ('TMhelix', 88, 108), ('outside', 109, 121), ('TMhelix', 122, 140), ('inside', 141, 194)]",194.0,,membrane
CP002027.1,gene,585740,587387,-,MMSYN1_0479,,pseudo,PSEUDOGENE - conserved hypothetical protein,,,,,,,,,,,,Non_proteins
CP002027.1,gene,587538,589539,+,MMSYN1_0480,,mRNA,conserved hypothetical protein,78170.9851000002,1267.3193861699672,1125.128480814148,1305.6854822013984,1232.711116395171,0.07716620627064151,157.5984880095541,0.0,"[('inside', 1, 666)]",666.0,,cytoplasmic
CP002027.1,gene,589610,590048,-,MMSYN1_0481,vlcE,mRNA,lipoprotein_ putative (VlcE),16008.038799999998,,,,,,,0.0,"[('signal', 1, 23), ('outside', 24, 145)]",145.0,lipoprotein,lipoprotein
CP002027.1,gene,590363,590528,+,MMSYN1_0482,rpsU,mRNA,ribosomal protein S21,6477.464500000002,535.854743209352,595.3353217984024,625.9000652111729,585.6967100729759,0.0781802648207487,74.87960050980908,0.0,"[('inside', 1, 54)]",54.0,,cytoplasmic
CP002027.1,gene,590636,591197,+,MMSYN1_0483,ruvA,mRNA,holliday junction DNA helicase RuvA,21969.039800000024,,,,,,,0.0,"[('inside', 1, 186)]",186.0,,cytoplasmic
CP002027.1,gene,591213,592137,+,MMSYN1_0484,ruvB,mRNA,holliday junction ATP-dependent DNA helicase RuvB,35701.80380000001,,,,,,,0.0,"[('inside', 1, 307)]",307.0,,cytoplasmic
CP002027.1,gene,592214,593573,+,MMSYN1_0485,,mRNA,dihydrolipoamide dehydrogenase,50981.20209999999,400.2161423615507,434.51149601199864,376.2558003904227,403.66114625465735,0.07253668583656288,51.60688945839273,0.0,"[('inside', 1, 452)]",452.0,,cytoplasmic
CP002027.1,gene,593588,594398,-,MMSYN1_0486,,mRNA,conserved hypothetical protein,31849.367200000033,123.91528770400522,144.2458365741662,133.3745750444417,133.84523310753772,0.07600900546934479,17.111719107976473,0.0,"[('inside', 1, 269)]",269.0,,cytoplasmic
CP002027.1,gene,594473,595394,+,MMSYN1_0487,,mRNA,conserved hypothetical protein,36667.76840000001,168.8874199886439,215.30570458171064,178.76180198054684,187.6516421836338,0.13030919598055826,23.99071014069619,0.0,"[('inside', 1, 306)]",306.0,,cytoplasmic
CP002027.1,gene,595402,596506,+,MMSYN1_0488,yqeH,mRNA,ribosome biogenesis GTPase YqeH,42820.8829,112.74679195654437,96.67095482571824,118.59254767654146,109.33676481960136,0.10382293517913238,13.978383572799329,0.0,"[('inside', 1, 367)]",367.0,,cytoplasmic
CP002027.1,gene,596514,597738,-,MMSYN1_0489,dinB,mRNA,DNA polymerase IV,46960.090299999945,11.821788950904287,11.565647419775114,12.948936273950181,12.112124214876529,0.06075977825446459,1.548499431424391,0.0,"[('inside', 1, 407)]",407.0,,cytoplasmic
CP002027.1,gene,597881,600620,+,MMSYN1_0490,,mRNA,papain family cysteine protease_ putative,107913.30550000077,10.23545117534727,9.682033333074518,8.676790373630796,9.531424960684193,0.08290152075928056,1.2185646275122994,1.0,"[('signal', 1, 37), ('outside', 38, 891), ('TMhelix', 892, 903), ('inside', 904, 912)]",912.0,,membrane
CP002027.1,gene,600697,601321,-,MMSYN1_0491,udk,mRNA,uridine kinase,23948.494400000014,391.15496802733185,390.43206600463714,370.78847319988404,384.1251690772844,0.03008282905172776,49.109272276236844,0.0,"[('inside', 1, 207)]",207.0,,cytoplasmic
CP002027.1,gene,601344,601785,-,MMSYN1_0492,,mRNA,conserved hypothetical protein,16532.016200000002,,,,,,,4.0,"[('inside', 1, 4), ('TMhelix', 5, 22), ('outside', 23, 45), ('TMhelix', 46, 64), ('inside', 65, 75), ('TMhelix', 76, 96), ('outside', 97, 110), ('TMhelix', 111, 125), ('inside', 126, 146)]",146.0,,membrane
CP002027.1,gene,601857,603207,-,MMSYN1_0493,,mRNA,Xaa-His dipeptidase,50828.452199999985,1226.4191714715328,1073.377101593227,1208.4053156032282,1169.400529555996,0.07152816694120682,149.50441582333963,0.0,"[('inside', 1, 449)]",449.0,,cytoplasmic
CP002027.1,gene,603362,604043,-,MMSYN1_0494,,mRNA,putative N-acetylmannosamine-6-phosphate 2-epimerase (ManNAc-6-P epimerase),25472.368900000023,352.6330432807741,332.0020581010973,326.2069609828457,336.94735412157235,0.041222450330041197,43.07772749195889,0.0,"[('inside', 1, 226)]",226.0,,cytoplasmic
CP002027.1,gene,604101,604977,-,MMSYN1_0495,,mRNA,ROK family protein,32928.41350000001,130.58378450829454,125.43551723394387,120.7721008082925,125.59713418351032,0.03907603527684219,16.05722393705498,0.0,"[('inside', 1, 291)]",291.0,,cytoplasmic
CP002027.1,gene,604969,605419,-,MMSYN1_0496,,pseudo,PSEUDOGENE - conserved hypothetical cytosolic protein,,,,,,,,,,,,Non_proteins
CP002027.1,gene,605427,607131,-,MMSYN1_0497,,mRNA,sodium:solute symporter family,63131.039500000064,14.438883806805316,21.14606145221042,15.643583166974297,17.07617614199668,0.2093983845363854,2.183138859681366,13.0,"[('outside', 1, 23), ('TMhelix', 24, 42), ('inside', 43, 65), ('TMhelix', 66, 83), ('outside', 84, 94), ('TMhelix', 95, 110), ('inside', 111, 142), ('TMhelix', 143, 160), ('outside', 161, 174), ('TMhelix', 175, 192), ('inside', 193, 195), ('TMhelix', 196, 216), ('outside', 217, 252), ('TMhelix', 253, 272), ('inside', 273, 290), ('TMhelix', 291, 312), ('outside', 313, 356), ('TMhelix', 357, 377), ('inside', 378, 402), ('TMhelix', 403, 422), ('outside', 423, 429), ('TMhelix', 430, 447), ('inside', 448, 460), ('TMhelix', 461, 478), ('outside', 479, 487), ('TMhelix', 488, 505), ('inside', 506, 567)]",567.0,,membrane
CP002027.1,gene,607132,608020,-,MMSYN1_0498,nanA,mRNA,N-acetylneuraminate lyase (N-acetylneuraminic acidaldolase) (N-acetylneuraminate pyruvate-lyase) (Sialic acid lyase)(Sialate lyase) (Sialic acid aldolase),33449.23450000001,267.7165382493614,239.08044664862024,308.89160749955244,271.8961974658447,0.12906675031265025,34.76112857769321,0.0,"[('inside', 1, 295)]",295.0,,cytoplasmic
CP002027.1,gene,608184,608466,-,MMSYN1_0499,rpmA,mRNA,ribosomal protein L27,10134.47479999999,5863.127483319086,5673.907687130854,6329.605862827727,5955.547011092556,0.056666076505902024,761.3991564890886,0.0,"[('inside', 1, 93)]",93.0,,cytoplasmic
CP002027.1,gene,608467,608731,-,MMSYN1_0500,,mRNA,conserved hypothetical protein,9738.157499999994,262.9344742751704,201.32440090125755,343.6155931382761,269.2914894382347,0.2649852890963964,34.42812432276436,0.0,"[('inside', 1, 87)]",87.0,,cytoplasmic
CP002027.1,gene,608784,609087,-,MMSYN1_0501,rplU,mRNA,ribosomal protein L21,11203.17579999999,7344.103452063043,7422.163447867861,8024.842815830588,7597.0365719204965,0.04903770557547233,971.2587654674342,0.0,"[('inside', 1, 100)]",100.0,,cytoplasmic
CP002027.1,gene,609232,609634,-,MMSYN1_0503,,mRNA,conserved hypothetical protein,14630.265499999983,,,,,,,0.0,"[('signal', 1, 15), ('outside', 16, 133)]",133.0,extracellular,extracellular
CP002027.1,gene,609656,610544,-,MMSYN1_0504,,mRNA,conserved hypothetical protein,33917.03090000001,77.27876893557557,72.14920307651718,61.31560369844481,70.24785857017919,0.11601296303710212,8.98098195864749,0.0,"[('inside', 1, 295)]",295.0,,cytoplasmic
CP002027.1,gene,610919,611993,+,MMSYN1_0505,,mRNA,putative liporotein,40473.26420000003,1870.7998819288252,1802.8840859782674,1642.8208205967737,1772.1682628346223,0.06605025490014968,226.56649640508476,0.0,"[('signal', 1, 23), ('outside', 24, 357)]",357.0,extracellular,extracellular
CP002027.1,gene,612085,612174,-,MMSYN1_0506,,tRNA,tRNA-Leu,,,,,,,,,,,,Non_proteins
CP002027.1,gene,612184,612260,-,MMSYN1_0507,,tRNA,tRNA-Lys,,,,,,,,,,,,Non_proteins
CP002027.1,gene,612264,612339,-,MMSYN1_0508,,tRNA,tRNA-Gln,,,,,,,,,,,,Non_proteins
CP002027.1,gene,612345,612429,-,MMSYN1_0509,,tRNA,tRNA-Tyr,,,,,,,,,,,,Non_proteins
CP002027.1,gene,612435,612511,-,MMSYN1_0510,,tRNA,tRNA-Thr,,,,,,,,,,,,Non_proteins
CP002027.1,gene,612637,613261,-,MMSYN1_0511,,mRNA,conserved hypothetical protein,24578.620400000025,301.92134496512404,388.36412480701637,204.4206917093021,298.23538716048085,0.30857201977716925,38.12851645637994,0.0,"[('inside', 1, 207)]",207.0,,cytoplasmic
CP002027.1,gene,613309,614248,-,MMSYN1_0512,plsC,mRNA,1-acyl-sn-glycerol-3-phosphate acyltransferase,36685.48199999999,587.630860179054,643.6203360018092,535.6094636643328,588.9535532817321,0.09171789982873538,75.29597832822702,0.0,"[('inside', 1, 312)]",312.0,,cytoplasmic
CP002027.1,gene,614413,614746,-,MMSYN1_0513,acpS,mRNA,holo-[acyl-carrier-protein] synthase,12709.829899999988,33.081643638769656,35.82218756192272,33.477883244030316,34.1272381482409,0.043401669830036516,4.3630669510248685,0.0,"[('inside', 1, 110)]",110.0,,cytoplasmic
CP002027.1,gene,614765,615842,-,MMSYN1_0514,,mRNA,conserved hypothetical protein,40707.4433,34.063166310517815,35.375089245411054,44.953043124239,38.13043289338929,0.15590838857172207,4.8748636166444,1.0,"[('signal', 1, 21), ('outside', 22, 331), ('TMhelix', 332, 352), ('inside', 353, 358)]",358.0,,membrane
CP002027.1,gene,615882,616365,-,MMSYN1_0515,,mRNA,deoxycytidylate deaminase (dCMP deaminase),18347.810200000004,357.90871185585905,405.10781649598425,331.4919641334794,364.8361641617742,0.10222024082366257,46.643229770850084,0.0,"[('inside', 1, 160)]",160.0,,cytoplasmic
CP002027.1,gene,616367,617669,-,MMSYN1_0516,,mRNA,putative membrane protein,48953.74930000001,175.87806456792072,181.57217111084333,164.30086321669495,173.917032965153,0.050604965400301814,22.234780776998647,7.0,"[('inside', 1, 158), ('TMhelix', 159, 179), ('outside', 180, 223), ('TMhelix', 224, 239), ('inside', 240, 254), ('TMhelix', 255, 275), ('outside', 276, 276), ('TMhelix', 277, 295), ('inside', 296, 309), ('TMhelix', 310, 326), ('outside', 327, 329), ('TMhelix', 330, 350), ('inside', 351, 361), ('TMhelix', 362, 381), ('outside', 382, 433)]",433.0,,membrane
CP002027.1,gene,617661,618594,-,MMSYN1_0517,,mRNA,ribosomal large subunit pseudouridine synthase D,35552.44390000001,252.4920050739113,242.6775793990774,243.3886816422678,246.1860887050855,0.022229711975879782,31.47416684483744,0.0,"[('inside', 1, 310)]",310.0,,cytoplasmic
CP002027.1,gene,618574,619183,-,MMSYN1_0518,lspA,mRNA,signal peptidase II,23552.70070000002,,,,,,,4.0,"[('inside', 1, 24), ('TMhelix', 25, 45), ('outside', 46, 83), ('TMhelix', 84, 102), ('inside', 103, 108), ('TMhelix', 109, 129), ('outside', 130, 159), ('TMhelix', 160, 181), ('inside', 182, 202)]",202.0,,membrane
CP002027.1,gene,619173,621921,-,MMSYN1_0519,ileS,mRNA,isoleucine--tRNA ligase,106254.94560000065,872.162224973149,870.0139090445646,945.3667589772359,895.8476309983165,0.047885680220288815,114.53148288720072,0.0,"[('inside', 1, 915)]",915.0,,cytoplasmic
CP002027.1,gene,622613,623603,-,MMSYN1_0520,,mRNA,conserved hypothetical protein,39056.13790000003,178.13694344688807,189.00564156583312,163.44043692161702,176.86100731144606,0.07254439083599827,22.611159232213268,0.0,"[('inside', 1, 329)]",329.0,,cytoplasmic
CP002027.1,gene,623615,624032,-,MMSYN1_0521,,mRNA,conserved hypothetical protein,16373.214699999995,2839.3166491115376,2805.087544090385,3037.4385099609135,2893.9475677209452,0.043345570878738485,369.9826788172982,0.0,"[('inside', 1, 138)]",138.0,,cytoplasmic
CP002027.1,gene,624043,625201,-,MMSYN1_0522,ftsZ,mRNA,cell division protein FtsZ,41327.03860000009,8797.851832205974,8581.274323405507,7609.600617815212,8329.575591142231,0.0759762886905375,1064.9117230029758,0.0,"[('inside', 1, 385)]",385.0,,cytoplasmic
CP002027.1,gene,625315,626476,-,MMSYN1_0523,,mRNA,conserved hypothetical protein,45537.732200000006,65.05426433555654,76.1910762439149,65.54014950697022,68.92849669548055,0.09131591308070629,8.812305426226816,0.0,"[('inside', 1, 386)]",386.0,,cytoplasmic
CP002027.1,gene,626484,627411,-,MMSYN1_0524,mraW,mRNA,S-adenosyl-methyltransferase MraW,35049.160300000025,56.126022135655724,54.12928941321403,53.7947079155549,54.68333982147488,0.02305180411300403,6.991104047458268,0.0,"[('inside', 1, 308)]",308.0,,cytoplasmic
CP002027.1,gene,627419,627821,-,MMSYN1_0525,mraZ,mRNA,protein MraZ,15805.02239999999,44.027969318401844,54.58445771143605,45.31840636973042,47.976944466522774,0.12002714019116725,6.133711140168276,0.0,"[('inside', 1, 133)]",133.0,,cytoplasmic
CP002027.1,gene,627927,628107,-,MMSYN1_0526,rpmF,mRNA,ribosomal protein L32,6491.6415,7.135726353393541,8.857550574302328,,7.996638463847935,0.1522531733953103,1.022346691207639,0.0,"[('inside', 1, 59)]",59.0,,cytoplasmic
CP002027.1,gene,628121,628640,-,MMSYN1_0527,,mRNA,conserved hypothetical protein,20359.387000000002,571.7015395515722,537.0240361281482,530.4328039103503,546.3861265300235,0.0405758984429164,69.85385810613911,0.0,"[('inside', 1, 172)]",172.0,,cytoplasmic
CP002027.1,gene,628639,631024,-,MMSYN1_0528,pheT,mRNA,phenylalanyl-tRNA synthetase_ beta subunit,92332.38300000045,1149.5187900138199,1253.6919152677976,1130.0959580583637,1177.7688877799937,0.05643262152636287,150.57428579180478,0.0,"[('inside', 1, 794)]",794.0,,cytoplasmic
CP002027.1,gene,631032,632085,-,MMSYN1_0529,pheS,mRNA,phenylalanyl-tRNA synthetase_ alpha subunit,40414.17510000001,781.9810604850807,789.2579168728564,803.5225096979478,791.5871623519616,0.01384306190935602,101.20208883915869,0.0,"[('inside', 1, 350)]",350.0,,cytoplasmic
CP002027.1,gene,632114,632723,-,MMSYN1_0530,,mRNA,conserved hypothetical protein,24437.887600000024,196.6781481805451,209.00966712735712,204.1674233272084,203.28507954503687,0.030562641869165356,25.989399093671746,0.0,"[('inside', 1, 202)]",202.0,,cytoplasmic
CP002027.1,gene,632731,637180,-,MMSYN1_0531,,mRNA,efflux ABC transporter_ permease protein,172535.7636000007,159.1219824461281,174.2381525490927,166.7352907002414,166.6984752318207,0.045340260544035116,21.311909417073185,8.0,"[('inside', 1, 20), ('TMhelix', 21, 39), ('outside', 40, 557), ('TMhelix', 558, 576), ('inside', 577, 605), ('TMhelix', 606, 633), ('outside', 634, 653), ('TMhelix', 654, 674), ('inside', 675, 729), ('TMhelix', 730, 751), ('outside', 752, 1355), ('TMhelix', 1356, 1371), ('inside', 1372, 1398), ('TMhelix', 1399, 1428), ('outside', 1429, 1444), ('TMhelix', 1445, 1465), ('inside', 1466, 1482)]",1482.0,,membrane
CP002027.1,gene,637295,637404,-,MMSYN1_0532,rrf,rRNA,5S ribosomal RNA,,,,,,,,,,,,Non_proteins
CP002027.1,gene,637478,640373,-,MMSYN1_0533,rrl,rRNA,23S ribosomal RNA,,,,,,,,,,,,Non_proteins
CP002027.1,gene,640603,642127,-,MMSYN1_0534,rrs,rRNA,16S ribosomal RNA,,,,,,,,,,,,Non_proteins
CP002027.1,gene,642338,644003,-,MMSYN1_0535,argS,mRNA,arginine--tRNA ligase,63337.64770000011,301.00068559299393,308.20540496288453,307.93178602062306,305.7126255255005,0.01335552429373865,39.08445937369551,0.0,"[('inside', 1, 554)]",554.0,,cytoplasmic
CP002027.1,gene,644004,644553,-,MMSYN1_0536,frr,mRNA,ribosome recycling factor,20840.034900000006,7215.309115293922,5997.742589038264,8132.283963942343,7115.111889424843,0.15049550904836823,909.6461132526132,0.0,"[('inside', 1, 182)]",182.0,,cytoplasmic
CP002027.1,gene,644563,645277,-,MMSYN1_0537,pyrH,mRNA,UMP kinase,26155.109400000016,748.6374114775571,775.1346663414483,803.9130247272142,775.8950341820732,0.03563065746377347,99.19589643906212,0.0,"[('inside', 1, 237)]",237.0,,cytoplasmic
CP002027.1,gene,645410,646016,-,MMSYN1_0538,,mRNA,conserved hypothetical protein,23587.70920000002,481.1295222346155,498.207008238079,431.8584723736845,470.3983342821263,0.07323883797211932,60.139042521062734,3.0,"[('outside', 1, 10), ('TMhelix', 11, 32), ('inside', 33, 46), ('TMhelix', 47, 70), ('outside', 71, 90), ('TMhelix', 91, 111), ('inside', 112, 201)]",201.0,,membrane
CP002027.1,gene,646015,646903,-,MMSYN1_0539,tsf,mRNA,translation elongation factor Ts,32590.10880000003,6640.232378079593,5906.040731152056,6777.183265814242,6441.152125015297,0.07272794337672751,823.4823410292998,0.0,"[('inside', 1, 295)]",295.0,,cytoplasmic
CP002027.1,gene,646914,647793,-,MMSYN1_0540,rpsB,mRNA,ribosomal protein S2,32708.398100000046,4489.31112790247,4372.7598569469965,3970.92451482334,4277.665166557602,0.06357724515018562,546.8869011517063,0.0,"[('inside', 1, 292)]",292.0,,cytoplasmic
CP002027.1,gene,648000,649119,-,MMSYN1_0541,dnaJ,mRNA,chaperone protein DnaJ,41948.054099999936,369.49825547334495,354.9189425995752,394.25581056864155,372.8910028805206,0.05333110083123913,47.67301719334649,0.0,"[('inside', 1, 372)]",372.0,,cytoplasmic
CP002027.1,gene,649182,650958,-,MMSYN1_0542,dnaK,mRNA,chaperone protein DnaK,63954.69810000008,4488.021255317835,3890.9980020513794,4737.203755659596,4372.07433767627,0.09946192502945797,558.9568358060213,0.0,"[('outside', 1, 591)]",591.0,,cytoplasmic
CP002027.1,gene,651016,651619,-,MMSYN1_0543,grpE,mRNA,co-chaperone GrpE,23057.324300000004,1042.3681470792742,873.8461665946053,1058.818907341358,991.6777403384125,0.10323525477368577,126.78308031089745,0.0,"[('inside', 1, 200)]",200.0,,cytoplasmic
CP002027.1,gene,651620,652643,-,MMSYN1_0544,hrcA,mRNA,heat-inducible transcription repressor HrcA,39274.892,202.06942717796116,207.76483052684003,194.57060990763682,201.468289204146,0.03284695401670014,25.757127795922717,0.0,"[('inside', 1, 340)]",340.0,,cytoplasmic
CP002027.1,gene,652647,654789,-,MMSYN1_0545,,mRNA,ATPase family associated with various cellular activities (AAA) protein,80725.31180000037,760.989875352325,715.4390704877908,756.09969117385,744.1762123379885,0.03360349062546636,95.14073842386526,0.0,"[('inside', 1, 713)]",713.0,,cytoplasmic
CP002027.1,gene,654951,655188,-,MMSYN1_0546,,pseudo,PSEUDOGENE - putative hydrolase of the HAD family,,,,,,,,,,,,Non_proteins
CP002027.1,gene,655175,655817,-,MMSYN1_0547,,pseudo,PSEUDOGENE - putative hydrolase of the HAD family,,,,,,,,,,,,Non_proteins
CP002027.1,gene,655816,656362,-,MMSYN1_0548,,mRNA,rRNA Methylase,21221.0626,537.1111806935725,559.8478824169728,545.1029844572937,547.3540158559463,0.02107280820684235,69.97759990768309,0.0,"[('inside', 1, 181)]",181.0,,cytoplasmic
CP002027.1,gene,656374,656977,-,MMSYN1_0549,,mRNA,Ham1 family,23346.848599999998,130.6352186436013,137.4161780072073,113.44819229739626,127.1665296494016,0.09715413060142514,16.257866528189226,0.0,"[('inside', 1, 200)]",200.0,,cytoplasmic
CP002027.1,gene,657178,659694,+,MMSYN1_0550,,pseudo,PSEUDOGENE - putative lipoprotein_ authentic frameshift,,,,,,,,,,,,Non_proteins
CP002027.1,gene,659873,662378,+,MMSYN1_0551,,mRNA,putative liporotein,94985.30120000074,751.572360901754,850.7592756589627,731.171717821675,777.8344514607971,0.08224525148012178,99.44384522988695,0.0,"[('signal', 1, 23), ('outside', 24, 834)]",834.0,lipoprotein,lipoprotein
CP002027.1,gene,662694,663483,+,MMSYN1_0552,,mRNA,conserved hypothetical integrative conjugal element protein,31200.631100000057,,,,,,,0.0,"[('inside', 1, 262)]",262.0,,cytoplasmic
CP002027.1,gene,663751,664993,+,MMSYN1_0553,,mRNA,conserved hypothetical integrative conjugal element protein,49519.857400000015,,,,,,,0.0,"[('inside', 1, 413)]",413.0,,cytoplasmic
CP002027.1,gene,665165,665999,+,MMSYN1_0554,,mRNA,C-5 cytosine-specific DNA methylase,32866.219100000046,,,,,,,0.0,"[('inside', 1, 277)]",277.0,,cytoplasmic
CP002027.1,gene,666027,668043,+,MMSYN1_0555,,mRNA,membrane protein_ putative (TraD/TraG family),78274.32700000046,,,,,,,2.0,"[('inside', 1, 15), ('TMhelix', 16, 36), ('outside', 37, 71), ('TMhelix', 72, 88), ('inside', 89, 671)]",671.0,,membrane
CP002027.1,gene,668058,669015,+,MMSYN1_0556,,mRNA,conserved hypothetical integrative conjugal element protein,36997.159,,,,,,,0.0,"[('outside', 1, 318)]",318.0,,cytoplasmic
CP002027.1,gene,668998,669916,+,MMSYN1_0557,,mRNA,conserved hypothetical integrative conjugal element protein,35456.46430000005,,,,,,,0.0,"[('outside', 1, 305)]",305.0,,cytoplasmic
CP002027.1,gene,669930,670347,+,MMSYN1_0558,,mRNA,single-strand binding family protein,16210.141699999984,5.492932653545553,4.29825908436321,5.671600183718242,5.154263973875668,0.1448674751062795,0.6589574785861834,0.0,"[('inside', 1, 138)]",138.0,,cytoplasmic
CP002027.1,gene,670611,671802,+,MMSYN1_0559,,mRNA,conserved hypothetical integrative conjugal element protein,46656.352200000016,44.58026731584661,40.45002806201612,46.07853266323953,43.702942680367414,0.06670056872642899,5.58729259141862,0.0,"[('inside', 1, 396)]",396.0,,cytoplasmic
CP002027.1,gene,672039,673572,+,MMSYN1_0560,,mRNA,putative liporotein,60419.3621000001,6.6556586577189565,5.297113278718987,7.050594936295526,6.33445562424449,0.14520764852566023,0.8098415074440863,0.0,"[('signal', 1, 21), ('outside', 22, 510)]",510.0,lipoprotein,lipoprotein
CP002027.1,gene,673573,673765,+,MMSYN1_0561,,mRNA,conserved hypothetical integrative conjugal element protein,7708.474100000003,64.59645369888614,75.89851872554569,42.0007329201106,60.83190178151414,0.28372616062168343,7.7771795970719655,0.0,"[('inside', 1, 63)]",63.0,,cytoplasmic
CP002027.1,gene,673861,674092,+,MMSYN1_0562,,mRNA,conserved hypothetical integrative conjugal element protein,8627.595699999998,,,,,,,2.0,"[('outside', 1, 4), ('TMhelix', 5, 25), ('inside', 26, 49), ('TMhelix', 50, 67), ('outside', 68, 76)]",76.0,,membrane
CP002027.1,gene,674119,676843,+,MMSYN1_0563,,mRNA,putative membrane protein,104650.04440000074,,,,,,,0.0,"[('signal', 1, 28), ('outside', 29, 907)]",907.0,extracellular,extracellular
CP002027.1,gene,676949,677135,+,MMSYN1_0564,,mRNA,conserved hypothetical integrative conjugal element protein,7381.687299999998,,,,,,,0.0,"[('inside', 1, 61)]",61.0,,cytoplasmic
CP002027.1,gene,677224,677602,+,MMSYN1_0565,,mRNA,conserved hypothetical integrative conjugal element protein,13711.363699999982,,,,,,,2.0,"[('signal', 1, 13), ('outside', 14, 35), ('TMhelix', 36, 57), ('inside', 58, 77), ('TMhelix', 78, 98), ('outside', 99, 125)]",125.0,,membrane
CP002027.1,gene,677608,679531,+,MMSYN1_0566,,pseudo,PSEUDOGENE - putative membrane protein,,,,,,,,,,,,Non_proteins
CP002027.1,gene,679555,682399,+,MMSYN1_0567,,mRNA,putative membrane protein,110119.83940000075,9.943202535032919,7.93538512950761,10.379361628636659,9.419316431059062,0.13838524855492246,1.2042318819672102,2.0,"[('inside', 1, 20), ('TMhelix', 21, 41), ('outside', 42, 48), ('TMhelix', 49, 65), ('inside', 66, 947)]",947.0,,membrane
CP002027.1,gene,682411,683077,+,MMSYN1_0568,,mRNA,conserved hypothetical integrative conjugal element protein,26062.558300000033,69.2697664557712,68.38270691176342,60.63549421470631,66.09598919408032,0.07186035622641809,8.450177679052924,0.0,"[('inside', 1, 221)]",221.0,,cytoplasmic
CP002027.1,gene,683123,688091,+,MMSYN1_0569,,mRNA,putative membrane protein,190353.96640000143,35.674039857845955,36.33477113950635,36.128245686023305,36.045685561125204,0.00937738253135332,4.608334806222407,1.0,"[('signal', 1, 13), ('outside', 14, 1636), ('TMhelix', 1637, 1646), ('inside', 1647, 1655)]",1655.0,,membrane
CP002027.1,gene,688546,689293,+,MMSYN1_0570,,mRNA,conserved hypothetical integrative conjugal element protein,29704.004300000044,154.94249307452233,168.13434002895238,116.32113896360623,146.465990689027,0.18384180318129167,18.725245818268753,0.0,"[('inside', 1, 248)]",248.0,,cytoplasmic
CP002027.1,gene,689488,689854,+,MMSYN1_0571,,mRNA,conserved hypothetical integrative conjugal element protein,14008.927099999983,1198.768459927282,1294.4472904299357,1369.737771315357,1287.6511738908582,0.06654521790435294,164.62241265606684,0.0,"[('inside', 1, 121)]",121.0,,cytoplasmic
CP002027.1,gene,690077,690992,+,MMSYN1_0572,,mRNA,CobQ/CobB/MinD/ParA nucleotide binding domain_ putative,34738.167099999984,45.89287903072453,52.05290105044115,47.64993524511978,48.531905108761826,0.06538597629687722,6.20466122487056,0.0,"[('inside', 1, 304)]",304.0,,cytoplasmic
CP002027.1,gene,691041,692274,+,MMSYN1_0573,,mRNA,conserved hypothetical integrative conjugal element protein,49720.265399999975,,,,,,,0.0,"[('inside', 1, 410)]",410.0,,cytoplasmic
CP002027.1,gene,692860,695401,+,MMSYN1_0574,,mRNA,putative liporotein,95708.03630000072,1118.3050850511734,1107.7157748077627,1161.407462447402,1129.1427741021128,0.025186584872515974,144.35758027865512,0.0,"[('signal', 1, 23), ('outside', 24, 846)]",846.0,lipoprotein,lipoprotein
CP002027.1,gene,695456,696836,-,MMSYN1_0575,atpD_1,mRNA,ATP synthase F1_ beta subunit,51437.265300000065,1746.2382890738616,1839.2783754128159,1710.2488925908165,1765.2551856924981,0.0377189991559778,225.68267983962846,0.0,"[('inside', 1, 459)]",459.0,,cytoplasmic
CP002027.1,gene,696835,698383,-,MMSYN1_0576,atpA_1,mRNA,FOF1 ATP synthase_ alpha subunit,58458.51380000009,671.3376727925925,970.5779568390496,687.6855804089909,776.533736680211,0.21666270582721317,99.2775526735648,0.0,"[('inside', 1, 515)]",515.0,,cytoplasmic
CP002027.1,gene,698387,700691,-,MMSYN1_0577,,mRNA,conserved hypothetical protein,86967.88740000057,299.1780939999242,299.5286486746283,307.65425642521296,302.1203330332551,0.015873550582286882,38.62519535170671,2.0,"[('signal', 1, 28), ('outside', 29, 704), ('TMhelix', 705, 729), ('inside', 730, 740), ('TMhelix', 741, 765), ('outside', 766, 767)]",767.0,lipoprotein,lipoprotein
CP002027.1,gene,700692,701136,-,MMSYN1_0578,,mRNA,conserved hypothetical protein,17254.8712,127.00662183023681,118.10033895049068,113.03564960458917,119.38087012843887,0.059247056610290144,15.26249287385806,0.0,"[('inside', 1, 147)]",147.0,,cytoplasmic
CP002027.1,gene,701135,702047,-,MMSYN1_0579,,mRNA,conserved hypothetical protein,36054.17109999999,347.1009030208016,372.04993483206243,385.62816109281425,368.25966631522607,0.0530638881756693,47.0809144448224,0.0,"[('inside', 1, 303)]",303.0,,cytoplasmic
