orfs	isoform_id	n_reads	strand	n_orfs	n_with_stop	n_without_stop
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181196	11	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181042	43	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181198	21	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181199	25	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181200	17	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181201	31	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181202	12	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181203	18	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181204	24	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181043	18	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181205	19	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181206	12	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181044	158	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181207	16	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181045	13	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181208	26	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181209	31	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181046	17	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181007	54	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181211	11	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181212	14	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181214	23	-	2	1	1
MMSYN1_0539✗	ISO_180848	10	-	1	0	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_180917	13	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181018	695	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181217	40	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181218	10	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181013	204	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181048	292	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181221	21	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181049	22	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181222	12	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181224	10	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181225	10	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181050	27	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181226	30	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181227	10	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181051	33	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181230	10	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181232	25	-	2	1	1
MMSYN1_0540✓ MMSYN1_0539✗	ISO_181233	14	-	2	1	1
MMSYN1_0540✓	ISO_181052	211	-	1	1	0
MMSYN1_0540✗	ISO_180911	15	-	1	0	1
MMSYN1_0540✗	ISO_181234	163	-	1	0	1
MMSYN1_0540✗	ISO_180988	12	-	1	0	1
MMSYN1_0540✗	ISO_180921	32	-	1	0	1
MMSYN1_0540✗	ISO_180992	20	-	1	0	1
MMSYN1_0540✗	ISO_181053	2367	-	1	0	1
MMSYN1_0540✗	ISO_181235	10	-	1	0	1
MMSYN1_0540✗	ISO_181236	29	-	1	0	1
MMSYN1_0540✗	ISO_181245	16	-	1	0	1
MMSYN1_0540✗	ISO_181054	189	-	1	0	1
MMSYN1_0540✗	ISO_181055	54	-	1	0	1
MMSYN1_0540✗	ISO_181056	443	-	1	0	1
MMSYN1_0540✗	ISO_181057	324	-	1	0	1
MMSYN1_0540✗	ISO_181260	11	-	1	0	1
MMSYN1_0540✗	ISO_181011	62	-	1	0	1
MMSYN1_0541✓	ISO_181752	14	-	1	1	0
MMSYN1_0541✓	ISO_182060	10	-	1	1	0
MMSYN1_0541✗	ISO_181744	143	-	1	0	1
MMSYN1_0541✗	ISO_182056	66	-	1	0	1
MMSYN1_0541✗	ISO_181745	54	-	1	0	1
MMSYN1_0541✗	ISO_182062	22	-	1	0	1
MMSYN1_0541✗	ISO_181746	40	-	1	0	1
MMSYN1_0541✗	ISO_182064	21	-	1	0	1
MMSYN1_0541✗	ISO_181735	121	-	1	0	1
MMSYN1_0541✗	ISO_182053	10	-	1	0	1
MMSYN1_0541✗	ISO_182065	83	-	1	0	1
MMSYN1_0542✓ MMSYN1_0541✗	ISO_182250	11	-	2	1	1
MMSYN1_0541✗	ISO_181759	19	-	1	0	1
MMSYN1_0541✗	ISO_181737	152	-	1	0	1
MMSYN1_0541✗	ISO_182057	93	-	1	0	1
MMSYN1_0541✗	ISO_181748	33	-	1	0	1
MMSYN1_0541✗	ISO_182067	19	-	1	0	1
MMSYN1_0542✓	ISO_182239	16	-	1	1	0
MMSYN1_0542✓	ISO_182256	41	-	1	1	0
MMSYN1_0542✓	ISO_182400	10	-	1	1	0
MMSYN1_0543✓ MMSYN1_0542✓	ISO_182594	11	-	2	2	0
MMSYN1_0542✓	ISO_182289	17	-	1	1	0
MMSYN1_0542✗	ISO_182244	38	-	1	0	1
MMSYN1_0542✗	ISO_182287	11	-	1	0	1
MMSYN1_0542✗	ISO_182331	11	-	1	0	1
MMSYN1_0543✓ MMSYN1_0542✗	ISO_182596	14	-	2	1	1
MMSYN1_0542✗	ISO_182248	28	-	1	0	1
MMSYN1_0542✗	ISO_182587	11	-	1	0	1
MMSYN1_0543✓ MMSYN1_0542✗	ISO_182597	17	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✓ MMSYN1_0542✗	ISO_182966	11	-	3	2	1
MMSYN1_0544✓ MMSYN1_0543✓ MMSYN1_0542✗	ISO_183021	12	-	3	2	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_182969	13	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183022	10	-	2	1	1
MMSYN1_0545✓ MMSYN1_0544✓ MMSYN1_0543✗	ISO_183614	14	-	3	2	1
MMSYN1_0545✓ MMSYN1_0544✓ MMSYN1_0543✗	ISO_183615	19	-	3	2	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_182971	20	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183174	11	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183197	10	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183238	17	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183506	10	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183538	10	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183020	35	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183164	11	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183200	15	-	2	1	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183268	15	-	2	1	1
MMSYN1_0545✓ MMSYN1_0544✓ MMSYN1_0543✗	ISO_183616	136	-	3	2	1
MMSYN1_0544✓ MMSYN1_0543✗	ISO_183346	10	-	2	1	1
MMSYN1_0545✓ MMSYN1_0544✗	ISO_183624	21	-	2	1	1
MMSYN1_0545✗	ISO_183627	14	-	1	0	1
MMSYN1_0545✗	ISO_183703	17	-	1	0	1
MMSYN1_0545✗	ISO_183715	22	-	1	0	1
MMSYN1_0545✗	ISO_183622	571	-	1	0	1
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183946	53	-	2	2	0
MMSYN1_0548✓	ISO_183807	122	-	1	1	0
MMSYN1_0548✓	ISO_183808	26	-	1	1	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183941	26	-	2	2	0
MMSYN1_0548✓	ISO_183809	50	-	1	1	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183947	25	-	2	2	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183964	14	-	2	2	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183939	18	-	2	2	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183974	11	-	2	2	0
MMSYN1_0548✓	ISO_183822	19	-	1	1	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183951	19	-	2	2	0
MMSYN1_0548✓	ISO_183823	28	-	1	1	0
MMSYN1_0548✓	ISO_183824	18	-	1	1	0
MMSYN1_0548✓	ISO_183801	709	-	1	1	0
MMSYN1_0548✓	ISO_183853	11	-	1	1	0
MMSYN1_0548✓	ISO_183899	13	-	1	1	0
MMSYN1_0548✓	ISO_183900	47	-	1	1	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183929	25	-	2	2	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183940	426	-	2	2	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183942	250	-	2	2	0
MMSYN1_0548✓	ISO_183825	16	-	1	1	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183943	31	-	2	2	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183944	26	-	2	2	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183953	18	-	2	2	0
MMSYN1_0548✓	ISO_183827	15	-	1	1	0
MMSYN1_0549✓ MMSYN1_0548✓	ISO_183954	92	-	2	2	0
MMSYN1_0549✓ MMSYN1_0548✗	ISO_183955	32	-	2	1	1
MMSYN1_0551✗	ISO_091664	15	+	1	0	1
MMSYN1_0551✗	ISO_091668	40	+	1	0	1
MMSYN1_0551✗	ISO_091671	14	+	1	0	1
MMSYN1_0551✗	ISO_091674	101	+	1	0	1
MMSYN1_0551✗	ISO_091676	13	+	1	0	1
MMSYN1_0551✗	ISO_091678	16	+	1	0	1
MMSYN1_0551✗	ISO_091679	10	+	1	0	1
MMSYN1_0551✗	ISO_091681	12	+	1	0	1
MMSYN1_0551✗	ISO_091684	13	+	1	0	1
MMSYN1_0551✗	ISO_091685	41	+	1	0	1
MMSYN1_0551✗	ISO_091687	181	+	1	0	1
MMSYN1_0551✗	ISO_091688	366	+	1	0	1
MMSYN1_0551✗	ISO_091689	262	+	1	0	1
MMSYN1_0551✗	ISO_091690	13	+	1	0	1
MMSYN1_0551✗	ISO_091691	13	+	1	0	1
MMSYN1_0551✗	ISO_091692	11	+	1	0	1
MMSYN1_0551✗	ISO_091694	21	+	1	0	1
MMSYN1_0551✗	ISO_091695	16	+	1	0	1
MMSYN1_0551✗	ISO_091696	21	+	1	0	1
MMSYN1_0551✗	ISO_091697	41	+	1	0	1
MMSYN1_0551✗	ISO_091698	12	+	1	0	1
MMSYN1_0551✗	ISO_091699	14	+	1	0	1
MMSYN1_0551✗	ISO_091700	18	+	1	0	1
MMSYN1_0551✗	ISO_091702	16	+	1	0	1
MMSYN1_0551✗	ISO_091703	18	+	1	0	1
MMSYN1_0551✗	ISO_091704	328	+	1	0	1
MMSYN1_0551✗	ISO_091705	26	+	1	0	1
MMSYN1_0551✗	ISO_091706	21	+	1	0	1
MMSYN1_0551✗	ISO_091707	16	+	1	0	1
MMSYN1_0551✗	ISO_091708	51	+	1	0	1
MMSYN1_0551✗	ISO_091709	24	+	1	0	1
MMSYN1_0551✗	ISO_091710	443	+	1	0	1
MMSYN1_0551✗	ISO_091711	11	+	1	0	1
MMSYN1_0551✗	ISO_091712	32	+	1	0	1
MMSYN1_0551✗	ISO_091713	532	+	1	0	1
MMSYN1_0551✗	ISO_091714	4002	+	1	0	1
MMSYN1_0551✗	ISO_091716	16	+	1	0	1
MMSYN1_0551✗	ISO_091718	33	+	1	0	1
MMSYN1_0551✗	ISO_091720	21	+	1	0	1
MMSYN1_0551✗	ISO_091721	12	+	1	0	1
MMSYN1_0551✗	ISO_091722	29	+	1	0	1
MMSYN1_0551✗	ISO_091723	45	+	1	0	1
MMSYN1_0551✗	ISO_091724	19	+	1	0	1
MMSYN1_0551✗	ISO_091725	58	+	1	0	1
MMSYN1_0551✗	ISO_091726	35	+	1	0	1
MMSYN1_0551✗	ISO_091727	28	+	1	0	1
MMSYN1_0551✗	ISO_091728	16	+	1	0	1
MMSYN1_0551✗	ISO_091729	11	+	1	0	1
MMSYN1_0551✗	ISO_091730	20	+	1	0	1
MMSYN1_0551✗	ISO_091732	12	+	1	0	1
MMSYN1_0551✗	ISO_091733	29	+	1	0	1
MMSYN1_0551✗	ISO_091734	16	+	1	0	1
MMSYN1_0551✗	ISO_091735	24	+	1	0	1
MMSYN1_0551✗	ISO_091739	18	+	1	0	1
MMSYN1_0551✗	ISO_091740	18	+	1	0	1
MMSYN1_0551✗	ISO_091741	34	+	1	0	1
MMSYN1_0551✗	ISO_091742	374	+	1	0	1
MMSYN1_0551✗	ISO_091743	339	+	1	0	1
MMSYN1_0551✗	ISO_091744	13	+	1	0	1
MMSYN1_0551✗	ISO_091745	11	+	1	0	1
MMSYN1_0551✗	ISO_091746	37	+	1	0	1
MMSYN1_0551✗	ISO_091747	21	+	1	0	1
MMSYN1_0551✗	ISO_091748	17	+	1	0	1
MMSYN1_0551✗	ISO_091749	64	+	1	0	1
MMSYN1_0551✗	ISO_091750	20	+	1	0	1
MMSYN1_0551✗	ISO_091751	14	+	1	0	1
MMSYN1_0551✗	ISO_091752	20	+	1	0	1
MMSYN1_0551✗	ISO_091753	16	+	1	0	1
MMSYN1_0551✗	ISO_091755	13	+	1	0	1
MMSYN1_0551✗	ISO_091756	11	+	1	0	1
MMSYN1_0551✗	ISO_091758	34	+	1	0	1
MMSYN1_0551✗	ISO_091759	118	+	1	0	1
MMSYN1_0551✗	ISO_091761	44	+	1	0	1
MMSYN1_0551✗	ISO_091763	46	+	1	0	1
MMSYN1_0551✗	ISO_091764	17	+	1	0	1
MMSYN1_0551✗	ISO_091767	20	+	1	0	1
MMSYN1_0551✗	ISO_091768	17	+	1	0	1
MMSYN1_0551✗	ISO_091769	13	+	1	0	1
MMSYN1_0551✗	ISO_091772	14	+	1	0	1
MMSYN1_0551✗	ISO_091774	15	+	1	0	1
MMSYN1_0551✗	ISO_091775	12	+	1	0	1
MMSYN1_0551✗	ISO_091776	13	+	1	0	1
MMSYN1_0551✗	ISO_091777	13	+	1	0	1
MMSYN1_0551✗	ISO_091778	11	+	1	0	1
MMSYN1_0551✗	ISO_091780	15	+	1	0	1
MMSYN1_0551✗	ISO_091782	19	+	1	0	1
MMSYN1_0551✗	ISO_091784	14	+	1	0	1
MMSYN1_0551✗	ISO_091785	12	+	1	0	1
MMSYN1_0551✗	ISO_091786	14	+	1	0	1
MMSYN1_0551✗	ISO_091787	11	+	1	0	1
MMSYN1_0551✗	ISO_091789	13	+	1	0	1
MMSYN1_0551✗	ISO_091790	11	+	1	0	1
MMSYN1_0551✗	ISO_091792	10	+	1	0	1
MMSYN1_0551✗	ISO_091793	10	+	1	0	1
MMSYN1_0551✗	ISO_091794	12	+	1	0	1
MMSYN1_0551✗	ISO_091795	22	+	1	0	1
MMSYN1_0551✗	ISO_091796	34	+	1	0	1
MMSYN1_0551✗	ISO_091797	12	+	1	0	1
MMSYN1_0551✗	ISO_091798	18	+	1	0	1
MMSYN1_0551✗	ISO_091799	18	+	1	0	1
MMSYN1_0551✗	ISO_091800	18	+	1	0	1
MMSYN1_0551✗	ISO_091801	24	+	1	0	1
MMSYN1_0551✗	ISO_091802	84	+	1	0	1
MMSYN1_0551✗	ISO_091804	16	+	1	0	1
MMSYN1_0551✗	ISO_091805	11	+	1	0	1
MMSYN1_0551✗	ISO_091806	10	+	1	0	1
MMSYN1_0551✗	ISO_091807	13	+	1	0	1
MMSYN1_0551✗	ISO_091655	486	+	1	0	1
MMSYN1_0551✓	ISO_091810	10	+	1	1	0
MMSYN1_0551✓	ISO_091812	548	+	1	1	0
MMSYN1_0551✓	ISO_091814	10	+	1	1	0
MMSYN1_0551✓	ISO_091816	29	+	1	1	0
MMSYN1_0551✗	ISO_091833	12	+	1	0	1
MMSYN1_0557✓ MMSYN1_0558✓	ISO_092291	12	+	2	2	0
MMSYN1_0557✓ MMSYN1_0558✓ MMSYN1_0559✗	ISO_092298	21	+	3	2	1
MMSYN1_0557✓ MMSYN1_0558✓	ISO_092306	14	+	2	2	0
MMSYN1_0557✓ MMSYN1_0558✓ MMSYN1_0559✗	ISO_092319	36	+	3	2	1
MMSYN1_0558✓ MMSYN1_0559✗	ISO_092359	15	+	2	1	1
MMSYN1_0558✓ MMSYN1_0559✗	ISO_092360	25	+	2	1	1
MMSYN1_0560✓ MMSYN1_0561✗	ISO_092463	23	+	2	1	1
MMSYN1_0560✓ MMSYN1_0561✗	ISO_092484	33	+	2	1	1
MMSYN1_0560✓ MMSYN1_0561✗	ISO_092485	16	+	2	1	1
MMSYN1_0561✗	ISO_092497	11	+	1	0	1
MMSYN1_0561✗	ISO_092509	44	+	1	0	1
MMSYN1_0561✗	ISO_092525	18	+	1	0	1
MMSYN1_0561✗	ISO_092526	17	+	1	0	1
MMSYN1_0561✗	ISO_092529	201	+	1	0	1
MMSYN1_0561✗	ISO_092527	27	+	1	0	1
MMSYN1_0561✓	ISO_092531	21	+	1	1	0
MMSYN1_0561✗	ISO_092540	13	+	1	0	1
MMSYN1_0561✗	ISO_092558	83	+	1	0	1
MMSYN1_0562✓ MMSYN1_0563✗	ISO_092617	24	+	2	1	1
MMSYN1_0568✗	ISO_092785	17	+	1	0	1
MMSYN1_0568✗	ISO_092783	56	+	1	0	1
MMSYN1_0568✗	ISO_092822	11	+	1	0	1
MMSYN1_0568✗	ISO_092824	39	+	1	0	1
MMSYN1_0568✓ MMSYN1_0569✗	ISO_092910	11	+	2	1	1
MMSYN1_0568✓ MMSYN1_0569✗	ISO_092948	11	+	2	1	1
MMSYN1_0569✗	ISO_092959	10	+	1	0	1
MMSYN1_0569✗	ISO_092955	41	+	1	0	1
MMSYN1_0569✗	ISO_092994	20	+	1	0	1
MMSYN1_0570✗	ISO_093203	22	+	1	0	1
MMSYN1_0570✓	ISO_093204	122	+	1	1	0
MMSYN1_0570✗	ISO_093225	33	+	1	0	1
MMSYN1_0570✗	ISO_093227	113	+	1	0	1
MMSYN1_0570✓	ISO_093230	13	+	1	1	0
MMSYN1_0570✓	ISO_093231	960	+	1	1	0
MMSYN1_0574✗	ISO_093290	13	+	1	0	1
MMSYN1_0574✗	ISO_093330	82	+	1	0	1
MMSYN1_0574✗	ISO_093331	44	+	1	0	1
MMSYN1_0574✗	ISO_093345	16	+	1	0	1
MMSYN1_0574✗	ISO_093346	10	+	1	0	1
MMSYN1_0574✗	ISO_093351	12	+	1	0	1
MMSYN1_0574✗	ISO_093353	23	+	1	0	1
MMSYN1_0574✗	ISO_093355	32	+	1	0	1
MMSYN1_0574✗	ISO_093359	16	+	1	0	1
MMSYN1_0574✗	ISO_093360	12	+	1	0	1
MMSYN1_0574✗	ISO_093361	30	+	1	0	1
MMSYN1_0574✗	ISO_093362	14	+	1	0	1
MMSYN1_0574✗	ISO_093363	20	+	1	0	1
MMSYN1_0574✗	ISO_093364	26	+	1	0	1
MMSYN1_0574✗	ISO_093365	10	+	1	0	1
MMSYN1_0574✗	ISO_093369	32	+	1	0	1
MMSYN1_0574✗	ISO_093370	13	+	1	0	1
MMSYN1_0574✗	ISO_093304	14	+	1	0	1
MMSYN1_0574✗	ISO_093371	11	+	1	0	1
MMSYN1_0574✗	ISO_093372	11	+	1	0	1
MMSYN1_0574✗	ISO_093305	321	+	1	0	1
MMSYN1_0574✗	ISO_093374	24	+	1	0	1
MMSYN1_0574✗	ISO_093375	15	+	1	0	1
MMSYN1_0574✗	ISO_093376	11	+	1	0	1
MMSYN1_0574✗	ISO_093377	22	+	1	0	1
MMSYN1_0574✗	ISO_093378	32	+	1	0	1
MMSYN1_0574✗	ISO_093379	25	+	1	0	1
MMSYN1_0574✗	ISO_093380	17	+	1	0	1
MMSYN1_0574✗	ISO_093381	36	+	1	0	1
MMSYN1_0574✗	ISO_093383	29	+	1	0	1
MMSYN1_0574✗	ISO_093384	45	+	1	0	1
MMSYN1_0574✗	ISO_093385	28	+	1	0	1
MMSYN1_0574✗	ISO_093386	46	+	1	0	1
MMSYN1_0574✗	ISO_093306	17	+	1	0	1
MMSYN1_0574✗	ISO_093387	16	+	1	0	1
MMSYN1_0574✗	ISO_093388	22	+	1	0	1
MMSYN1_0574✗	ISO_093307	45	+	1	0	1
MMSYN1_0574✗	ISO_093389	40	+	1	0	1
MMSYN1_0574✗	ISO_093391	65	+	1	0	1
MMSYN1_0574✗	ISO_093392	21	+	1	0	1
MMSYN1_0574✗	ISO_093393	31	+	1	0	1
MMSYN1_0574✗	ISO_093394	11	+	1	0	1
MMSYN1_0574✗	ISO_093395	210	+	1	0	1
MMSYN1_0574✗	ISO_093396	16	+	1	0	1
MMSYN1_0574✗	ISO_093398	22	+	1	0	1
MMSYN1_0574✗	ISO_093399	19	+	1	0	1
MMSYN1_0574✗	ISO_093400	25	+	1	0	1
MMSYN1_0574✗	ISO_093308	19	+	1	0	1
MMSYN1_0574✗	ISO_093401	19	+	1	0	1
MMSYN1_0574✗	ISO_093402	28	+	1	0	1
MMSYN1_0574✗	ISO_093403	11	+	1	0	1
MMSYN1_0574✗	ISO_093404	15	+	1	0	1
MMSYN1_0574✗	ISO_093406	19	+	1	0	1
MMSYN1_0574✗	ISO_093309	19	+	1	0	1
MMSYN1_0574✗	ISO_093407	18	+	1	0	1
MMSYN1_0574✗	ISO_093408	15	+	1	0	1
MMSYN1_0574✗	ISO_093310	36	+	1	0	1
MMSYN1_0574✗	ISO_093409	21	+	1	0	1
MMSYN1_0574✗	ISO_093410	16	+	1	0	1
MMSYN1_0574✗	ISO_093411	10	+	1	0	1
MMSYN1_0574✗	ISO_093311	4594	+	1	0	1
MMSYN1_0574✗	ISO_093416	16	+	1	0	1
MMSYN1_0574✗	ISO_093312	16	+	1	0	1
MMSYN1_0574✗	ISO_093419	19	+	1	0	1
MMSYN1_0574✗	ISO_093421	21	+	1	0	1
MMSYN1_0574✗	ISO_093423	12	+	1	0	1
MMSYN1_0574✗	ISO_093426	15	+	1	0	1
MMSYN1_0574✗	ISO_093430	14	+	1	0	1
MMSYN1_0574✗	ISO_093432	21	+	1	0	1
MMSYN1_0574✗	ISO_093440	12	+	1	0	1
MMSYN1_0574✗	ISO_093441	13	+	1	0	1
MMSYN1_0574✗	ISO_093444	28	+	1	0	1
MMSYN1_0574✗	ISO_093449	10	+	1	0	1
MMSYN1_0574✗	ISO_093452	18	+	1	0	1
MMSYN1_0574✗	ISO_093461	33	+	1	0	1
MMSYN1_0574✗	ISO_093315	1022	+	1	0	1
MMSYN1_0574✓	ISO_093470	23	+	1	1	0
MMSYN1_0574✗	ISO_093413	64	+	1	0	1
MMSYN1_0574✗	ISO_093477	51	+	1	0	1
MMSYN1_0574✗	ISO_093480	14	+	1	0	1
MMSYN1_0574✗	ISO_093491	12	+	1	0	1
MMSYN1_0574✗	ISO_093499	26	+	1	0	1
MMSYN1_0574✗	ISO_093546	26	+	1	0	1
MMSYN1_0574✗	ISO_093541	10	+	1	0	1
MMSYN1_0574✗	ISO_093556	26	+	1	0	1
MMSYN1_0574✗	ISO_093581	15	+	1	0	1
MMSYN1_0574✗	ISO_093589	39	+	1	0	1
MMSYN1_0574✗	ISO_093605	25	+	1	0	1
MMSYN1_0574✗	ISO_093635	26	+	1	0	1
MMSYN1_0574✗	ISO_093637	29	+	1	0	1
MMSYN1_0574✗	ISO_093641	11	+	1	0	1
MMSYN1_0574✗	ISO_093642	13	+	1	0	1
MMSYN1_0574✗	ISO_093643	17	+	1	0	1
MMSYN1_0574✗	ISO_093645	11	+	1	0	1
MMSYN1_0574✗	ISO_093646	12	+	1	0	1
MMSYN1_0574✗	ISO_093648	12	+	1	0	1
MMSYN1_0574✗	ISO_093650	18	+	1	0	1
MMSYN1_0574✗	ISO_093651	21	+	1	0	1
MMSYN1_0574✗	ISO_093652	14	+	1	0	1
MMSYN1_0574✗	ISO_093654	24	+	1	0	1
MMSYN1_0574✗	ISO_093655	24	+	1	0	1
MMSYN1_0574✗	ISO_093656	36	+	1	0	1
MMSYN1_0574✗	ISO_093660	26	+	1	0	1
MMSYN1_0574✗	ISO_093610	19	+	1	0	1
MMSYN1_0574✗	ISO_093663	12	+	1	0	1
MMSYN1_0574✗	ISO_093665	41	+	1	0	1
MMSYN1_0574✗	ISO_093666	13	+	1	0	1
MMSYN1_0574✗	ISO_093608	16	+	1	0	1
MMSYN1_0574✗	ISO_093667	25	+	1	0	1
MMSYN1_0574✗	ISO_093668	12	+	1	0	1
MMSYN1_0574✗	ISO_093669	11	+	1	0	1
MMSYN1_0574✗	ISO_093670	12	+	1	0	1
MMSYN1_0574✗	ISO_093671	41	+	1	0	1
MMSYN1_0574✗	ISO_093611	45	+	1	0	1
MMSYN1_0574✗	ISO_093673	14	+	1	0	1
MMSYN1_0574✗	ISO_093674	14	+	1	0	1
MMSYN1_0574✗	ISO_093676	146	+	1	0	1
MMSYN1_0574✗	ISO_093677	27	+	1	0	1
MMSYN1_0574✗	ISO_093678	19	+	1	0	1
MMSYN1_0574✗	ISO_093679	20	+	1	0	1
MMSYN1_0574✗	ISO_093609	28	+	1	0	1
MMSYN1_0574✗	ISO_093680	18	+	1	0	1
MMSYN1_0574✗	ISO_093681	25	+	1	0	1
MMSYN1_0574✗	ISO_093682	15	+	1	0	1
MMSYN1_0574✗	ISO_093683	17	+	1	0	1
MMSYN1_0574✗	ISO_093684	15	+	1	0	1
MMSYN1_0574✗	ISO_093685	10	+	1	0	1
MMSYN1_0574✗	ISO_093686	23	+	1	0	1
MMSYN1_0574✗	ISO_093687	20	+	1	0	1
MMSYN1_0574✗	ISO_093688	21	+	1	0	1
MMSYN1_0574✗	ISO_093689	12	+	1	0	1
MMSYN1_0574✗	ISO_093616	22	+	1	0	1
MMSYN1_0574✗	ISO_093690	30	+	1	0	1
MMSYN1_0574✗	ISO_093692	15	+	1	0	1
MMSYN1_0574✗	ISO_093615	11381	+	1	0	1
MMSYN1_0574✗	ISO_093694	89	+	1	0	1
MMSYN1_0574✗	ISO_093695	25	+	1	0	1
MMSYN1_0574✗	ISO_093697	10	+	1	0	1
MMSYN1_0574✗	ISO_093698	16	+	1	0	1
MMSYN1_0574✗	ISO_093699	26	+	1	0	1
MMSYN1_0574✗	ISO_093700	11	+	1	0	1
MMSYN1_0574✗	ISO_093701	15	+	1	0	1
MMSYN1_0574✗	ISO_093702	13	+	1	0	1
MMSYN1_0574✗	ISO_093703	21	+	1	0	1
MMSYN1_0574✗	ISO_093706	14	+	1	0	1
MMSYN1_0574✗	ISO_093707	12	+	1	0	1
MMSYN1_0574✗	ISO_093708	11	+	1	0	1
MMSYN1_0574✗	ISO_093711	27	+	1	0	1
MMSYN1_0574✗	ISO_093713	22	+	1	0	1
MMSYN1_0574✗	ISO_093714	11	+	1	0	1
MMSYN1_0574✗	ISO_093716	13	+	1	0	1
MMSYN1_0574✗	ISO_093719	10	+	1	0	1
MMSYN1_0574✗	ISO_093721	15	+	1	0	1
MMSYN1_0574✗	ISO_093722	19	+	1	0	1
MMSYN1_0574✗	ISO_093613	21	+	1	0	1
MMSYN1_0574✗	ISO_093724	17	+	1	0	1
MMSYN1_0574✗	ISO_093725	52	+	1	0	1
MMSYN1_0574✗	ISO_093727	10	+	1	0	1
