del_chrom	del_start0	del_end	del_length_bp	gff_chrom	gff_source	gff_feature	gff_start1	gff_end	gff_score	gff_strand	gff_frame	gff_attributes
CP002027.1	604988	608019	3031	CP002027.1	syn1_summary	gene	607133	608020	.	-	.	ID=gene:MMSYN1_0498;Name=nanA;locus_tag=MMSYN1_0498;gene=nanA;product=N-acetylneuraminate lyase (N-acetylneuraminic acidaldolase) (N-acetylneuraminate pyruvate-lyase) (Sialic acid lyase)(Sialate lyase) (Sialic acid aldolase);rna_type=mRNA;gbkey=mRNA
CP002027.1	604988	608019	3031	CP002027.1	syn1_summary	gene	605428	607131	.	-	.	ID=gene:MMSYN1_0497;Name=;locus_tag=MMSYN1_0497;product=sodium:solute symporter family;rna_type=mRNA;gbkey=mRNA
CP002027.1	614765	615840	1075	CP002027.1	syn1_summary	gene	614766	615842	.	-	.	ID=gene:MMSYN1_0514;Name=;locus_tag=MMSYN1_0514;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	632731	637180	4449	CP002027.1	syn1_summary	gene	632732	637180	.	-	.	ID=gene:MMSYN1_0531;Name=;locus_tag=MMSYN1_0531;product=efflux ABC transporter_ permease protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	657179	659694	.	+	.	ID=gene:MMSYN1_0550;Name=;locus_tag=MMSYN1_0550;product=PSEUDOGENE - putative lipoprotein_ authentic frameshift;rna_type=pseudo;gbkey=pseudo
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	659874	662378	.	+	.	ID=gene:MMSYN1_0551;Name=;locus_tag=MMSYN1_0551;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	662695	663483	.	+	.	ID=gene:MMSYN1_0552;Name=;locus_tag=MMSYN1_0552;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	663752	664993	.	+	.	ID=gene:MMSYN1_0553;Name=;locus_tag=MMSYN1_0553;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	665166	665999	.	+	.	ID=gene:MMSYN1_0554;Name=;locus_tag=MMSYN1_0554;product=C-5 cytosine-specific DNA methylase;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	666028	668043	.	+	.	ID=gene:MMSYN1_0555;Name=;locus_tag=MMSYN1_0555;product=membrane protein_ putative (TraD/TraG family);rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	668059	669015	.	+	.	ID=gene:MMSYN1_0556;Name=;locus_tag=MMSYN1_0556;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	668999	669916	.	+	.	ID=gene:MMSYN1_0557;Name=;locus_tag=MMSYN1_0557;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	669931	670347	.	+	.	ID=gene:MMSYN1_0558;Name=;locus_tag=MMSYN1_0558;product=single-strand binding family protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	672040	673572	.	+	.	ID=gene:MMSYN1_0560;Name=;locus_tag=MMSYN1_0560;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	673574	673765	.	+	.	ID=gene:MMSYN1_0561;Name=;locus_tag=MMSYN1_0561;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	673862	674092	.	+	.	ID=gene:MMSYN1_0562;Name=;locus_tag=MMSYN1_0562;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	674120	676843	.	+	.	ID=gene:MMSYN1_0563;Name=;locus_tag=MMSYN1_0563;product=putative membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	676950	677135	.	+	.	ID=gene:MMSYN1_0564;Name=;locus_tag=MMSYN1_0564;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	677225	677602	.	+	.	ID=gene:MMSYN1_0565;Name=;locus_tag=MMSYN1_0565;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	677609	679531	.	+	.	ID=gene:MMSYN1_0566;Name=;locus_tag=MMSYN1_0566;product=PSEUDOGENE - putative membrane protein;rna_type=pseudo;gbkey=pseudo
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	679556	682399	.	+	.	ID=gene:MMSYN1_0567;Name=;locus_tag=MMSYN1_0567;product=putative membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	682412	683077	.	+	.	ID=gene:MMSYN1_0568;Name=;locus_tag=MMSYN1_0568;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	683124	688091	.	+	.	ID=gene:MMSYN1_0569;Name=;locus_tag=MMSYN1_0569;product=putative membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	688547	689293	.	+	.	ID=gene:MMSYN1_0570;Name=;locus_tag=MMSYN1_0570;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	689489	689854	.	+	.	ID=gene:MMSYN1_0571;Name=;locus_tag=MMSYN1_0571;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	690078	690992	.	+	.	ID=gene:MMSYN1_0572;Name=;locus_tag=MMSYN1_0572;product=CobQ/CobB/MinD/ParA nucleotide binding domain_ putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	691042	692274	.	+	.	ID=gene:MMSYN1_0573;Name=;locus_tag=MMSYN1_0573;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	692861	695401	.	+	.	ID=gene:MMSYN1_0574;Name=;locus_tag=MMSYN1_0574;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	695457	696836	.	-	.	ID=gene:MMSYN1_0575;Name=atpD_1;locus_tag=MMSYN1_0575;gene=atpD_1;product=ATP synthase F1_ beta subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	696836	698383	.	-	.	ID=gene:MMSYN1_0576;Name=atpA_1;locus_tag=MMSYN1_0576;gene=atpA_1;product=FOF1 ATP synthase_ alpha subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	698388	700691	.	-	.	ID=gene:MMSYN1_0577;Name=;locus_tag=MMSYN1_0577;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	700693	701136	.	-	.	ID=gene:MMSYN1_0578;Name=;locus_tag=MMSYN1_0578;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	701136	702047	.	-	.	ID=gene:MMSYN1_0579;Name=;locus_tag=MMSYN1_0579;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	702049	702543	.	-	.	ID=gene:MMSYN1_0580;Name=;locus_tag=MMSYN1_0580;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	702518	703981	.	-	.	ID=gene:MMSYN1_0581;Name=;locus_tag=MMSYN1_0581;product=putative membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	706621	708873	.	-	.	ID=gene:MMSYN1_0583;Name=;locus_tag=MMSYN1_0583;product=mycoplasma virulence signal region (Myco_arth_vir_N) family;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	709145	711715	.	-	.	ID=gene:MMSYN1_0584;Name=;locus_tag=MMSYN1_0584;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	711735	713984	.	-	.	ID=gene:MMSYN1_0585;Name=;locus_tag=MMSYN1_0585;product=mycoplasma virulence signal region (Myco_arth_vir_N) family;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	714177	716732	.	-	.	ID=gene:MMSYN1_0586;Name=;locus_tag=MMSYN1_0586;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	716747	718999	.	-	.	ID=gene:MMSYN1_0587;Name=;locus_tag=MMSYN1_0587;product=mycoplasma virulence signal region (Myco_arth_vir_N) family;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	721800	724058	.	-	.	ID=gene:MMSYN1_0589;Name=;locus_tag=MMSYN1_0589;product=mycoplasma virulence signal region (Myco_arth_vir_N) family;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	724657	725553	.	-	.	ID=gene:MMSYN1_0925;Name=;locus_tag=MMSYN1_0925;product=conserved domain protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	725660	726226	.	-	.	ID=gene:MMSYN1_0926;Name=;locus_tag=MMSYN1_0926;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	726177	726560	.	+	.	ID=gene:MMSYN1_0927;Name=;locus_tag=MMSYN1_0927;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	726553	727071	.	-	.	ID=gene:MMSYN1_0590;Name=;locus_tag=MMSYN1_0590;product=type III restriction enzyme_ res subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	727058	728260	.	-	.	ID=gene:MMSYN1_0591;Name=mmyCImod;locus_tag=MMSYN1_0591;gene=mmyCImod;product=PSEUDOGENE - Type III restriction-modification system (MmyCI) adenine DNA methyltransferase subunit_ authentic frameshift;rna_type=pseudo;gbkey=pseudo
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	670612	671802	.	+	.	ID=gene:MMSYN1_0559;Name=;locus_tag=MMSYN1_0559;product=conserved hypothetical integrative conjugal element protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	704013	706598	.	-	.	ID=gene:MMSYN1_0582;Name=;locus_tag=MMSYN1_0582;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	657178	728756	71578	CP002027.1	syn1_summary	gene	719219	721780	.	-	.	ID=gene:MMSYN1_0588;Name=;locus_tag=MMSYN1_0588;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	731219	740661	9442	CP002027.1	syn1_summary	gene	731220	732998	.	-	.	ID=gene:MMSYN1_0594;Name=;locus_tag=MMSYN1_0594;product=putative membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	731219	740661	9442	CP002027.1	syn1_summary	gene	733270	734646	.	+	.	ID=gene:MMSYN1_0595;Name=;locus_tag=MMSYN1_0595;product=PSEUDOGENE - conserved hypothetical protein;rna_type=pseudo;gbkey=pseudo
CP002027.1	731219	740661	9442	CP002027.1	syn1_summary	gene	738368	738793	.	+	.	ID=gene:MMSYN1_0597;Name=;locus_tag=MMSYN1_0597;product=PSEUDOGENE - Fic family protein;rna_type=pseudo;gbkey=pseudo
CP002027.1	731219	740661	9442	CP002027.1	syn1_summary	gene	739136	740662	.	+	.	ID=gene:MMSYN1_0598;Name=;locus_tag=MMSYN1_0598;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	731219	740661	9442	CP002027.1	syn1_summary	gene	735282	737948	.	+	.	ID=gene:MMSYN1_0596;Name=;locus_tag=MMSYN1_0596;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	766799	767731	.	-	.	ID=gene:MMSYN1_0625;Name=arcC_1;locus_tag=MMSYN1_0625;gene=arcC_1;product=carbamate kinase 1;rna_type=mRNA;gbkey=mRNA
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	767848	768942	.	-	.	ID=gene:MMSYN1_0626;Name=aguA;locus_tag=MMSYN1_0626;gene=aguA;product=agmatine deiminase;rna_type=mRNA;gbkey=mRNA
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	770394	771491	.	-	.	ID=gene:MMSYN1_0628;Name=argF;locus_tag=MMSYN1_0628;gene=argF;product=ornithine carbamoyltransferase;rna_type=mRNA;gbkey=mRNA
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	771786	772163	.	-	.	ID=gene:MMSYN1_0629;Name=;locus_tag=MMSYN1_0629;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	772384	773271	.	+	.	ID=gene:MMSYN1_0630;Name=;locus_tag=MMSYN1_0630;product=ABC transporter_ ATP-binding component;rna_type=mRNA;gbkey=mRNA
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	773273	774037	.	+	.	ID=gene:MMSYN1_0631;Name=;locus_tag=MMSYN1_0631;product=PSEUDOGENE - ABC transporter_ permease protein_ putative;rna_type=pseudo;gbkey=pseudo
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	774071	774547	.	-	.	ID=gene:MMSYN1_0632;Name=;locus_tag=MMSYN1_0632;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	774638	776197	.	-	.	ID=gene:MMSYN1_0633;Name=;locus_tag=MMSYN1_0633;product=putative membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	766800	776197	9397	CP002027.1	syn1_summary	gene	768949	770367	.	-	.	ID=gene:MMSYN1_0627;Name=;locus_tag=MMSYN1_0627;product=PSEUDOGENE - amino acid permease family protein;rna_type=pseudo;gbkey=pseudo
CP002027.1	806355	811864	5509	CP002027.1	syn1_summary	gene	806351	807349	.	-	.	ID=gene:MMSYN1_0673;Name=dhaK;locus_tag=MMSYN1_0673;gene=dhaK;product=dihydroxyacetone kinase_ DhaK subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	806355	811864	5509	CP002027.1	syn1_summary	gene	807457	809085	.	-	.	ID=gene:MMSYN1_0674;Name=;locus_tag=MMSYN1_0674;product=trehalose-6-phosphate hydrolase (Alpha_alpha-phosphotrehalase);rna_type=mRNA;gbkey=mRNA
CP002027.1	806355	811864	5509	CP002027.1	syn1_summary	gene	809093	810640	.	-	.	ID=gene:MMSYN1_0675;Name=;locus_tag=MMSYN1_0675;product=PTS system_ trehalose-specific iibc component;rna_type=mRNA;gbkey=mRNA
CP002027.1	806355	811864	5509	CP002027.1	syn1_summary	gene	810706	811692	.	-	.	ID=gene:MMSYN1_0676;Name=;locus_tag=MMSYN1_0676;product=transcription regulator_ LacI family;rna_type=mRNA;gbkey=mRNA
CP002027.1	812216	813128	912	CP002027.1	syn1_summary	gene	812217	813128	.	+	.	ID=gene:MMSYN1_0677;Name=;locus_tag=MMSYN1_0677;product=putative membrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	813808	815809	2001	CP002027.1	syn1_summary	gene	813801	814964	.	-	.	ID=gene:MMSYN1_0682;Name=;locus_tag=MMSYN1_0682;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	813808	815809	2001	CP002027.1	syn1_summary	gene	815077	815832	.	-	.	ID=gene:MMSYN1_0683;Name=;locus_tag=MMSYN1_0683;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	832677	844099	11422	CP002027.1	syn1_summary	gene	832678	833904	.	-	.	ID=gene:MMSYN1_0698;Name=;locus_tag=MMSYN1_0698;product=lipoprotein. putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	832677	844099	11422	CP002027.1	syn1_summary	gene	833993	834922	.	-	.	ID=gene:MMSYN1_0699;Name=msrA/B;locus_tag=MMSYN1_0699;gene=msrA/B;product=peptide methionine sulfoxide reductase MsrA/msrB;rna_type=mRNA;gbkey=mRNA
CP002027.1	832677	844099	11422	CP002027.1	syn1_summary	gene	837470	839818	.	-	.	ID=gene:MMSYN1_0701;Name=;locus_tag=MMSYN1_0701;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	832677	844099	11422	CP002027.1	syn1_summary	gene	839827	840729	.	-	.	ID=gene:MMSYN1_0702;Name=;locus_tag=MMSYN1_0702;product=transmembrane protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	832677	844099	11422	CP002027.1	syn1_summary	gene	840856	842691	.	-	.	ID=gene:MMSYN1_0703;Name=;locus_tag=MMSYN1_0703;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	832677	844099	11422	CP002027.1	syn1_summary	gene	842694	843260	.	-	.	ID=gene:MMSYN1_0704;Name=;locus_tag=MMSYN1_0704;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	832677	844099	11422	CP002027.1	syn1_summary	gene	843263	844099	.	-	.	ID=gene:MMSYN1_0705;Name=;locus_tag=MMSYN1_0705;product=C-5 cytosine-specific DNA methylase;rna_type=mRNA;gbkey=mRNA
CP002027.1	832677	844099	11422	CP002027.1	syn1_summary	gene	835036	837222	.	-	.	ID=gene:MMSYN1_0700;Name=;locus_tag=MMSYN1_0700;product=putative liporotein;rna_type=mRNA;gbkey=mRNA
CP002027.1	849524	856517	6993	CP002027.1	syn1_summary	gene	849525	850715	.	+	.	ID=gene:MMSYN1_0711;Name=;locus_tag=MMSYN1_0711;product=aminotransferase;rna_type=mRNA;gbkey=mRNA
CP002027.1	849524	856517	6993	CP002027.1	syn1_summary	gene	850725	851126	.	+	.	ID=gene:MMSYN1_0712;Name=;locus_tag=MMSYN1_0712;product=endoribonuclease L-PSP_ putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	849524	856517	6993	CP002027.1	syn1_summary	gene	852523	853779	.	-	.	ID=gene:MMSYN1_0714;Name=;locus_tag=MMSYN1_0714;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	849524	856517	6993	CP002027.1	syn1_summary	gene	853966	855234	.	-	.	ID=gene:MMSYN1_0715;Name=;locus_tag=MMSYN1_0715;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	849524	856517	6993	CP002027.1	syn1_summary	gene	855376	856518	.	+	.	ID=gene:MMSYN1_0716;Name=;locus_tag=MMSYN1_0716;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	849524	856517	6993	CP002027.1	syn1_summary	gene	851162	852493	.	-	.	ID=gene:MMSYN1_0713;Name=;locus_tag=MMSYN1_0713;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	862388	863402	1014	CP002027.1	syn1_summary	gene	862389	863402	.	+	.	ID=gene:MMSYN1_0731;Name=;locus_tag=MMSYN1_0731;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	865972	867285	.	+	.	ID=gene:MMSYN1_0734;Name=pdp;locus_tag=MMSYN1_0734;gene=pdp;product=pyrimidine-nucleoside phosphorylase;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	867340	868071	.	-	.	ID=gene:MMSYN1_0735;Name=tnpB_4;locus_tag=MMSYN1_0735;gene=tnpB_4;product=IS1296 transposase protein B;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	868816	869103	.	-	.	ID=gene:MMSYN1_0737;Name=;locus_tag=MMSYN1_0737;product=PSEUDOGENE - PTS system_ fructose-specific iibc component;rna_type=pseudo;gbkey=pseudo
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	869142	869264	.	-	.	ID=gene:MMSYN1_0738;Name=;locus_tag=MMSYN1_0738;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	869269	869403	.	-	.	ID=gene:MMSYN1_0739;Name=;locus_tag=MMSYN1_0739;product=PSEUDOGENE - PTS system_ fructose-specific family_ iiabc components;rna_type=pseudo;gbkey=pseudo
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	869453	869608	.	-	.	ID=gene:MMSYN1_0740;Name=;locus_tag=MMSYN1_0740;product=hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	869727	870719	.	-	.	ID=gene:MMSYN1_0741;Name=mmyCIIR;locus_tag=MMSYN1_0741;gene=mmyCIIR;product=PSEUDOGENE - CCTTC-recognizing Type II restriction modification system (MmyCII) endonuclease subunit;rna_type=pseudo;gbkey=pseudo
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	870721	873225	.	-	.	ID=gene:MMSYN1_0742;Name=mmyCIIM;locus_tag=MMSYN1_0742;gene=mmyCIIM;product=CCTTC-recognizing Type II restriction modification system (MmyCII) adenine/cytosine DNA methyltransferase subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	873360	875396	.	-	.	ID=gene:MMSYN1_0743;Name=fruA;locus_tag=MMSYN1_0743;gene=fruA;product=PTS system_ Fructose specific IIB subunit family;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	875399	876334	.	-	.	ID=gene:MMSYN1_0744;Name=pfkB;locus_tag=MMSYN1_0744;gene=pfkB;product=1-phosphofructokinase;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	876334	877032	.	-	.	ID=gene:MMSYN1_0745;Name=;locus_tag=MMSYN1_0745;product=transcriptional regulator of the fructose operon_ DeoR family;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	877185	878165	.	+	.	ID=gene:MMSYN1_0746;Name=;locus_tag=MMSYN1_0746;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	865971	878161	12190	CP002027.1	syn1_summary	gene	868209	868751	.	-	.	ID=gene:MMSYN1_0736;Name=tnpA_4;locus_tag=MMSYN1_0736;gene=tnpA_4;product=IS1296 transposase protein A;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	879069	879533	.	-	.	ID=gene:MMSYN1_0748;Name=;locus_tag=MMSYN1_0748;product=IS1296 transposase EH;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	879588	880493	.	-	.	ID=gene:MMSYN1_0749;Name=;locus_tag=MMSYN1_0749;product=lysophospholipase;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	880596	883649	.	-	.	ID=gene:MMSYN1_0750;Name=;locus_tag=MMSYN1_0750;product=viral A-type inclusion protein_ putative;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	887085	887657	.	+	.	ID=gene:MMSYN1_0752;Name=;locus_tag=MMSYN1_0752;product=cell filamentation protein (fic);rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	887865	888137	.	+	.	ID=gene:MMSYN1_0753;Name=;locus_tag=MMSYN1_0753;product=DNA-damage-inducible protein J;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	888176	889081	.	-	.	ID=gene:MMSYN1_0754;Name=mmyCIIIM1;locus_tag=MMSYN1_0754;gene=mmyCIIIM1;product=PSEUDOGENE - GCATC--recognizing Type II restriction modification system (MmyCIII) adenine DNA methyltransferase subunit 1;rna_type=pseudo;gbkey=pseudo
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	889074	890162	.	-	.	ID=gene:MMSYN1_0755;Name=mmyCIIIM2;locus_tag=MMSYN1_0755;gene=mmyCIIIM2;product=GCATC--recognizing Type II restriction modification system (MmyCIII) adenine DNA methyltransferase subunit 2;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	890279	892318	.	+	.	ID=gene:MMSYN1_0756;Name=mmyCIIIR;locus_tag=MMSYN1_0756;gene=mmyCIIIR;product=GCATC--recognizing Type II restriction modification system (MmyCIII) endonuclease subunit;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	892356	893441	.	-	.	ID=gene:MMSYN1_0757;Name=;locus_tag=MMSYN1_0757;product=conserved hypothetical protein;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	893443	894831	.	-	.	ID=gene:MMSYN1_0758;Name=;locus_tag=MMSYN1_0758;product=beta-glucosidase;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	894824	895702	.	-	.	ID=gene:MMSYN1_0759;Name=;locus_tag=MMSYN1_0759;product=sugar kinase_ ROK family;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	895704	896162	.	-	.	ID=gene:MMSYN1_0760;Name=;locus_tag=MMSYN1_0760;product=PTS system_ fructose-specific IIA component;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	896176	898842	.	-	.	ID=gene:MMSYN1_0761;Name=;locus_tag=MMSYN1_0761;product=glycosyl hydrolase_ family 38;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	898854	900695	.	-	.	ID=gene:MMSYN1_0762;Name=;locus_tag=MMSYN1_0762;product=PTS system_ fructose-specific iibc component;rna_type=mRNA;gbkey=mRNA
CP002027.1	879068	907483	28415	CP002027.1	syn1_summary	gene	901652	902203	.	-	.	ID=gene:MMSYN1_0764;Name=hpt_2;locus_tag=MMSYN1_0764;gene=hpt_2;product=hypoxanthine phosphoribosyltransferase;rna_type=mRNA;gbkey=mRNA
